% f evaluations | g evaluations | best noise-free fitness - Fopt (1.026100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.975982367e+02 +8.002082367e+02 +8.002082367e+02 -3.8074e+00 -2.2362e+00 -1.2023e+00 -1.8389e-01 -1.4901e+00 -1.4345e+00 +1.2507e+00 -1.1749e-01 +4.4378e+00 -3.4796e+00 -2.0076e+00 -9.3090e-01 +4.8143e+00 -2.7757e+00 +4.2603e+00 -3.0258e+00 +1.8343e+00 -1.4744e+00 -1.0076e+00 +6.8941e-02
2 0 +6.608230179e+02 +7.634330179e+02 +7.634330179e+02 +1.3692e+00 +3.1764e+00 -3.1584e+00 -1.2606e+00 +3.1134e+00 +9.4785e-02 -3.4643e-01 -1.3112e+00 +3.2162e-01 -3.8886e+00 -1.8496e+00 -1.0958e+00 -2.7938e+00 +2.2772e+00 -6.1588e-01 +4.9052e+00 -3.2848e+00 +1.0416e+00 -3.4836e+00 +1.6807e+00
12 0 +5.769008066e+02 +6.795108066e+02 +6.795108066e+02 -3.0695e+00 -2.9497e+00 -2.6424e+00 +2.2425e+00 -2.0689e+00 +3.2208e-01 +1.2286e+00 +1.1483e+00 +1.3968e+00 +1.9321e+00 +1.9767e+00 -1.9162e+00 -4.6170e-01 +3.9892e+00 +1.0798e+00 -1.8373e+00 -2.7697e+00 -3.9176e+00 +2.3717e+00 -2.7971e+00
79 0 +5.333959748e+02 +6.360059748e+02 +6.360059748e+02 -9.7966e-02 +3.0846e+00 -7.4911e-01 +3.3586e+00 +1.1607e+00 -2.4352e+00 -1.7542e+00 +1.5574e+00 +2.0806e+00 +2.3529e+00 +1.0168e+00 +1.6305e+00 +3.9326e+00 +2.9037e+00 -2.4195e+00 -3.7458e+00 +2.9857e-01 +7.6542e-04 -1.6074e+00 +9.1638e-01
111 0 +4.878222716e+02 +5.904322716e+02 +5.904322716e+02 +4.6268e+00 +3.7488e+00 -4.1756e+00 +3.7020e+00 +1.3608e-01 -2.6891e+00 -2.8941e+00 +1.8169e+00 -2.2600e+00 +4.5406e+00 -2.0475e-01 +2.4886e+00 -3.8317e-01 -7.5853e-01 +2.2447e+00 -2.5047e+00 +3.0546e-01 -3.2116e+00 -1.1464e+00 +3.0063e-01
158 0 +4.716028723e+02 +5.742128723e+02 +5.742128723e+02 -5.9853e-01 +2.3901e+00 -1.8900e-02 +2.2511e+00 +1.2040e-01 -3.6031e+00 +3.9609e+00 -3.8581e-01 +5.5184e-02 +4.9912e+00 +3.8433e-01 -1.5699e+00 -1.8043e+00 +4.6429e+00 +1.1427e+00 +3.1536e+00 -1.3550e+00 -2.8793e+00 -2.3505e-01 +9.1927e-01
501 0 +4.445284908e+02 +5.471384908e+02 +5.471384908e+02 -5.0307e-01 -1.9981e+00 -1.1001e+00 +3.9600e+00 -6.8367e-01 +1.1782e-01 +2.2550e+00 +1.0336e+00 +1.3100e+00 -3.8632e-01 +4.0632e-01 -1.4251e+00 -1.5649e+00 +1.6594e+00 +8.9130e-01 -2.5184e+00 -2.5104e+00 -1.4043e+00 +3.6708e+00 -1.1888e+00
508 0 +3.652253188e+02 +4.678353188e+02 +4.678353188e+02 +2.5173e+00 +1.0585e+00 -3.6222e+00 +3.3282e+00 -1.2583e+00 -2.2901e+00 -4.8642e+00 +1.1107e+00 -1.8451e+00 +2.5171e+00 -2.3459e+00 -1.7700e+00 +1.8655e+00 -1.1388e+00 -3.4446e+00 +1.5067e-01 -9.9594e-01 -2.1572e+00 -1.0708e-01 +2.5623e+00
511 0 +3.459325145e+02 +4.485425145e+02 +4.485425145e+02 +1.7758e+00 +2.0941e+00 -7.5821e-01 +1.6377e+00 +6.4391e-02 +1.2105e+00 -7.4748e-01 -3.7447e-01 -2.4926e-03 +3.3942e+00 -1.8235e+00 -7.6672e-02 -1.8739e+00 +1.4144e+00 -2.5632e+00 -1.1488e+00 -1.3966e+00 +1.3961e+00 -2.2599e+00 +2.7705e+00
517 0 +3.295030307e+02 +4.321130307e+02 +4.321130307e+02 +3.2188e+00 +2.9045e-01 -2.1763e+00 +4.5826e+00 -3.1305e-01 -3.1964e+00 -3.3043e+00 -6.0661e-01 +8.6452e-01 +1.4244e+00 -8.9685e-01 -7.0232e-01 -1.5960e+00 -1.8137e+00 -1.8250e+00 +2.5233e-01 -1.4066e-01 -3.2018e+00 +1.3771e+00 +2.0186e+00
532 0 +3.065809968e+02 +4.091909968e+02 +4.091909968e+02 +1.7901e+00 +5.1405e-01 -8.1434e-01 +1.5003e+00 +8.1959e-03 -1.2905e+00 -9.2869e-01 -2.8038e-01 -1.4734e+00 +3.7364e+00 -1.7498e+00 -1.4929e+00 -1.9690e+00 -1.4133e-01 -2.7100e+00 -1.3711e+00 +2.3870e+00 -1.3794e+00 -9.3507e-01 +1.6911e-01
535 0 +2.921221211e+02 +3.947321211e+02 +3.947321211e+02 +1.4601e+00 +2.3806e-01 +4.3536e-01 +1.2205e+00 -2.8439e-01 -1.4832e+00 -2.7053e+00 +1.0070e+00 -1.4958e+00 +4.0162e-01 +9.2621e-01 -1.6154e+00 -1.3349e+00 +2.1207e+00 -6.1291e-01 -1.1397e+00 +9.7799e-01 +9.0172e-01 -3.5781e-01 +1.2390e+00
536 0 +2.580149337e+02 +3.606249337e+02 +3.606249337e+02 +1.4915e+00 +1.7416e+00 -4.9624e-01 +1.6812e+00 -6.3968e-01 -1.1964e+00 -2.1539e+00 -1.5489e+00 -1.5674e+00 +1.6906e+00 -2.4566e+00 +5.7163e-01 -1.7564e+00 -4.9319e-01 -8.7049e-01 -3.2127e+00 +3.0198e-01 -4.6114e-01 +1.9389e-01 -1.0152e+00
541 0 +2.012787393e+02 +3.038887393e+02 +3.038887393e+02 +1.1702e+00 +8.0763e-02 -3.3568e-01 +1.1875e-01 -1.9975e+00 -5.1249e-01 -3.1493e+00 -4.9069e-01 +5.9258e-01 -2.1552e-01 -1.7617e+00 -1.5897e+00 -1.7305e+00 +2.0901e-01 +1.2322e+00 -8.8979e-01 -2.7472e+00 -2.8991e-01 +1.0814e+00 +1.7103e-01
727 0 +1.864702228e+02 +2.890802228e+02 +2.890802228e+02 +1.5386e+00 +8.3072e-01 -1.2433e+00 +2.2417e+00 -7.7643e-01 -7.5774e-02 -1.6401e+00 -4.6568e-01 -9.2091e-01 +1.6322e+00 -1.6784e+00 -7.5422e-01 -2.1074e+00 +2.9854e-01 -1.1232e+00 -2.0016e+00 +2.3452e-01 -8.2989e-01 +4.0479e-01 +8.9219e-01
728 0 +1.783955671e+02 +2.810055671e+02 +2.810055671e+02 +1.4612e+00 +9.3980e-01 -2.1112e+00 +1.2908e+00 -1.0236e+00 -8.0616e-01 -2.2433e+00 -7.0264e-01 -1.1500e+00 +2.0412e+00 -1.8305e+00 -6.4881e-01 -1.0117e+00 -6.2305e-01 -8.1392e-01 -2.1489e+00 -6.0708e-01 -4.1401e-01 +4.2144e-01 +1.1188e+00
1418 0 +1.767265840e+02 +2.793365840e+02 +2.793365840e+02 +1.4612e+00 +1.5104e+00 +3.5355e-01 +1.5467e+00 -9.3605e-01 -7.6281e-01 -1.1313e+00 -7.0049e-01 -1.5049e+00 +1.6726e+00 -1.5834e+00 -4.2824e-01 -1.7079e+00 +1.1321e+00 -1.3669e+00 -2.1489e+00 -5.7228e-01 +1.3197e-01 +4.5842e-01 -2.9420e-01
1717 0 +1.568556718e+02 +2.594656718e+02 +2.594656718e+02 +1.4612e+00 +1.5104e+00 +3.5355e-01 +1.5467e+00 -9.3605e-01 -7.6281e-01 -1.1313e+00 -7.0049e-01 -1.5049e+00 +1.6726e+00 -1.5834e+00 -4.2824e-01 -1.7079e+00 +1.1720e+00 -1.3669e+00 -2.1489e+00 -5.7228e-01 +1.3197e-01 +4.5842e-01 -2.9420e-01
