% f evaluations | g evaluations | best noise-free fitness - Fopt (1.026100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.785188941e+03 +1.887798941e+03 +1.887798941e+03
3 0 +1.706843872e+03 +1.809453872e+03 +1.809453872e+03
7 0 +1.625679137e+03 +1.728289137e+03 +1.728289137e+03
12 0 +1.619893081e+03 +1.722503081e+03 +1.722503081e+03
16 0 +1.533704925e+03 +1.636314925e+03 +1.636314925e+03
22 0 +1.285271651e+03 +1.387881651e+03 +1.387881651e+03
241 0 +1.254460290e+03 +1.357070290e+03 +1.357070290e+03
347 0 +1.157980038e+03 +1.260590038e+03 +1.260590038e+03
501 0 +1.135663556e+03 +1.238273556e+03 +1.238273556e+03
507 0 +9.445545932e+02 +1.047164593e+03 +1.047164593e+03
520 0 +8.976125646e+02 +1.000222565e+03 +1.000222565e+03
528 0 +6.858266067e+02 +7.884366067e+02 +7.884366067e+02
572 0 +6.044597148e+02 +7.070697148e+02 +7.070697148e+02
638 0 +5.863008963e+02 +6.889108963e+02 +6.889108963e+02
659 0 +5.542726613e+02 +6.568826613e+02 +6.568826613e+02
684 0 +5.453691053e+02 +6.479791053e+02 +6.479791053e+02
710 0 +5.279468819e+02 +6.305568819e+02 +6.305568819e+02
713 0 +5.237089287e+02 +6.263189287e+02 +6.263189287e+02
1572 0 +4.935683358e+02 +5.961783358e+02 +5.961783358e+02
1580 0 +4.788926279e+02 +5.815026279e+02 +5.815026279e+02
1599 0 +4.749340177e+02 +5.775440177e+02 +5.775440177e+02
1795 0 +4.651015121e+02 +5.677115121e+02 +5.677115121e+02
1824 0 +4.515741200e+02 +5.541841200e+02 +5.541841200e+02
1887 0 +4.438727097e+02 +5.464827097e+02 +5.464827097e+02
1952 0 +4.362731061e+02 +5.388831061e+02 +5.388831061e+02
2044 0 +4.231447603e+02 +5.257547603e+02 +5.257547603e+02
2857 0 +3.975764880e+02 +5.001864880e+02 +5.001864880e+02
3397 0 +3.842981698e+02 +4.869081698e+02 +4.869081698e+02
5845 0 +3.744289130e+02 +4.770389130e+02 +4.770389130e+02
7403 0 +3.629387958e+02 +4.655487958e+02 +4.655487958e+02
7790 0 +3.526477184e+02 +4.552577184e+02 +4.552577184e+02
7868 0 +3.443993697e+02 +4.470093697e+02 +4.470093697e+02
7905 0 +3.351152859e+02 +4.377252859e+02 +4.377252859e+02
7952 0 +3.209382617e+02 +4.235482617e+02 +4.235482617e+02
8015 0 +3.079597332e+02 +4.105697332e+02 +4.105697332e+02
8873 0 +2.932729792e+02 +3.958829792e+02 +3.958829792e+02
9393 0 +2.874950039e+02 +3.901050039e+02 +3.901050039e+02
9400 0 +2.782394244e+02 +3.808494244e+02 +3.808494244e+02
9477 0 +2.746722621e+02 +3.772822621e+02 +3.772822621e+02
11189 0 +2.609977631e+02 +3.636077631e+02 +3.636077631e+02
11557 0 +2.566380709e+02 +3.592480709e+02 +3.592480709e+02
12083 0 +2.509620919e+02 +3.535720919e+02 +3.535720919e+02
14330 0 +2.386333476e+02 +3.412433476e+02 +3.412433476e+02
18501 0 +2.343990801e+02 +3.370090801e+02 +3.370090801e+02
21565 0 +2.270847227e+02 +3.296947227e+02 +3.296947227e+02
