% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
72819 +7.917300367e+04 +7.917300367e+04 +7.911806367e+04 +7.911806367e+04 -8.9065e-01 -3.8985e-01 -2.7231e+00 +1.6322e+00 +2.2483e+00 +3.5583e-01 +3.6237e+00 +2.2299e+00 +3.5742e-01 +1.6508e+00 -2.9334e+00 +1.7266e+00 +3.9049e+00 -2.4695e+00 +1.0891e+00 +4.4675e+00 +2.8817e+00 +4.5682e+00 +4.1950e+00 +3.1734e+00
165354 +6.280605947e+04 +6.280605947e+04 +6.275111947e+04 +6.275111947e+04 -8.9065e-01 -1.9574e+00 -4.6944e+00 -1.2941e+00 +2.0931e+00 -4.6657e+00 -2.1396e+00 +3.0101e+00 +3.1620e-01 +4.5701e+00 -1.7625e+00 +2.3775e+00 +1.8399e+00 -4.1286e+00 -2.3404e+00 -9.8514e-01 +2.1173e+00 +1.3034e-01 +2.3790e+00 +1.8783e+00
327481 +3.955075703e+04 +3.955075703e+04 +3.949581703e+04 +3.949581703e+04 -8.9569e-01 -1.9965e+00 -3.7564e+00 -1.2955e+00 +2.1713e+00 -4.5082e+00 -2.1445e+00 +3.0095e+00 +1.2905e-01 +4.9311e+00 -1.3694e+00 +1.9478e+00 +1.8494e+00 -4.1384e+00 -2.3404e+00 +6.5715e-01 +2.1149e+00 +9.1278e-02 +2.3785e+00 +1.8578e+00
% function evaluation | noise-free fitness - Fopt (5.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.430326646e+07 +1.430326646e+07 +1.430332559e+07 +1.430332559e+07 -2.0186e+00 +4.3486e+00 -3.5324e+00 -4.5048e+00 +5.5633e-02 -1.9112e+00 +4.3718e+00 -5.8433e-01 +3.5608e+00 +4.1283e+00 -1.9180e+00 -1.3742e+00 +4.5743e+00 +4.9242e+00 -9.4910e-01 -5.7052e-01 -4.8508e+00 +9.0885e-01 -4.8943e+00 +4.4537e-01
3 +8.157359927e+06 +8.157359927e+06 +8.157419057e+06 +8.157419057e+06 -1.5607e+00 +4.0846e+00 -1.7567e+00 -9.5354e-01 +1.9158e+00 +1.2540e+00 -9.7822e-01 +4.8063e+00 -3.9173e+00 +1.7143e+00 +4.0983e+00 -3.4075e+00 -1.2256e+00 -1.1093e+00 -4.6637e+00 -1.6280e+00 +3.2878e+00 -1.7130e+00 -3.5724e+00 -1.7615e+00
10 +3.645954909e+06 +3.645954909e+06 +3.646014039e+06 +3.646014039e+06 +9.8756e-01 +2.0870e+00 -1.6181e+00 -7.0989e-01 +1.5476e+00 -3.3162e+00 +4.9983e+00 -2.4768e+00 +1.2387e+00 +4.4404e-02 +4.0026e+00 +1.1850e-02 +8.5655e-01 +3.6109e+00 -1.5843e+00 -8.1371e-02 -2.3720e+00 -3.2064e+00 +2.7677e+00 +1.8943e+00
146 +1.741750732e+06 +1.741750732e+06 +1.741809862e+06 +1.741809862e+06 -5.0580e-01 +1.5556e+00 +7.2720e-01 +4.7182e+00 -8.9210e-01 -3.1201e+00 -1.4560e+00 +1.9385e+00 -5.4882e-02 -2.0325e+00 +6.6736e-01 +2.7067e-01 -4.7602e+00 -1.7404e+00 +1.1110e+00 -1.4087e+00 +3.3491e+00 +2.2790e+00 +8.0298e-02 -1.6675e+00
191 +1.559483135e+06 +1.559483135e+06 +1.559542265e+06 +1.559542265e+06 -4.9667e+00 -2.9027e+00 -1.6735e+00 +7.5190e-02 +3.5495e+00 -1.5037e+00 -1.9741e+00 +1.5591e+00 -4.9304e+00 +1.9116e+00 +1.7247e+00 -2.2602e+00 -3.3491e+00 -3.9811e+00 +2.7838e-01 +2.0750e+00 -3.1545e+00 -2.9911e+00 +1.4119e+00 -1.2350e+00
3117 +9.943385505e+05 +9.943385505e+05 +9.943976805e+05 +9.943976805e+05 -2.4162e+00 +7.9235e-01 -4.9376e+00 +4.9238e+00 +1.0401e+00 -1.1467e+00 +2.2010e+00 +3.7888e+00 -3.9663e+00 -1.4849e+00 +1.7939e+00 -3.3967e+00 -3.2776e+00 -3.3174e+00 +2.0829e+00 -3.6103e+00 +3.9222e-01 +2.9105e+00 +7.5336e-01 -2.0344e+00
3178 +6.082809121e+05 +6.082809121e+05 +6.083400421e+05 +6.083400421e+05 -3.2131e+00 +2.0884e-01 +4.1285e+00 -1.0118e+00 +1.2821e+00 -1.2885e+00 -3.7512e+00 +3.7868e+00 -1.6920e+00 +1.4551e+00 +4.7541e+00 -6.9971e-01 +2.6893e-01 -4.8359e+00 +3.9043e-01 +1.7480e+00 -1.1276e+00 +4.4283e+00 +2.5831e+00 +1.8023e+00
14481 +1.160544306e+05 +1.160544306e+05 +1.161135606e+05 +1.161135606e+05 -1.1510e+00 -3.8718e-01 +3.9494e+00 -4.4206e+00 -1.8218e+00 +3.5263e-01 -3.4584e+00 +3.6257e+00 +8.3883e-01 +8.0973e-01 +1.8551e+00 +6.2207e-01 -2.1125e+00 +3.5579e+00 +8.6757e-01 -4.7995e+00 +2.4269e+00 +3.6178e+00 +3.9147e-02 -3.1798e-01
38616 +8.983590691e+04 +8.983590691e+04 +8.989503691e+04 +8.989503691e+04 -1.0211e+00 +3.3600e+00 -3.4689e+00 +4.2475e+00 +8.0182e-01 +4.8044e-01 +2.5159e+00 +1.0431e+00 -1.7067e+00 -1.2248e-01 +4.1194e+00 -4.1047e+00 -6.8888e-01 -3.8192e+00 -1.5041e+00 -9.8955e-01 -2.6333e-01 +1.9636e+00 -3.1699e-01 -2.1710e+00
71176 +5.732053672e+04 +5.732053672e+04 +5.737966672e+04 +5.737966672e+04 -1.1137e+00 +9.4204e-01 -1.8083e+00 +1.0171e+00 -2.4605e+00 -3.1201e+00 -1.5366e+00 +4.7203e-01 -5.4882e-02 -2.0325e+00 +3.5195e+00 -3.9248e+00 -8.8860e-01 -3.1126e+00 +4.5097e+00 -2.8677e+00 +1.2307e+00 +2.2779e+00 +1.2492e+00 -1.4468e+00
94173 +2.417502584e+04 +2.417502584e+04 +2.423415584e+04 +2.423415584e+04 -1.1137e+00 +9.4204e-01 -1.8083e+00 +1.0171e+00 -2.4605e+00 -3.1201e+00 -1.5366e+00 +4.7203e-01 -5.4882e-02 -2.0325e+00 +3.5195e+00 -3.9248e+00 -8.0297e-01 -3.1126e+00 +4.5097e+00 -2.0856e+00 +1.2307e+00 +2.2779e+00 +1.2492e+00 -1.2350e+00
% function evaluation | noise-free fitness - Fopt (-4.915300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.021213726e+07 +2.021213726e+07 +2.021164573e+07 +2.021164573e+07 +2.4231e+00 -2.5584e+00 -4.0582e+00 -2.6801e+00 +1.5991e+00 +3.6742e+00 -4.3089e+00 -8.7845e-01 -4.1153e+00 -2.0702e+00 +3.4620e-01 +6.7271e-01 -6.0723e-01 -4.1365e+00 +1.9831e+00 +9.6098e-01 +1.0224e+00 -4.6350e+00 +5.9170e-01 +4.2312e+00
5 +4.013362137e+06 +4.013362137e+06 +4.012870607e+06 +4.012870607e+06 -1.6559e+00 -4.2300e+00 +7.6057e-01 +1.5807e+00 -1.3506e+00 -4.3392e-01 +1.5373e+00 -1.9343e+00 -4.5259e+00 +4.2493e+00 -2.3690e+00 +3.4133e+00 -4.3907e+00 -7.6112e-02 +3.6320e+00 -2.6421e+00 -1.7285e+00 -2.7268e+00 -2.0909e+00 +1.0819e+00
11 +1.999736858e+06 +1.999736858e+06 +1.999245328e+06 +1.999245328e+06 +2.2563e+00 +3.1231e+00 -3.4872e+00 +1.0612e-01 -9.8011e-01 -7.8481e-01 -3.7898e+00 +2.6556e+00 -2.8882e+00 +4.6362e+00 -1.9304e+00 -1.4695e-01 +3.6434e+00 -4.8970e+00 -3.9297e+00 +9.7385e-01 +5.8751e-01 -3.0356e+00 -1.5768e+00 +3.5151e+00
260 +8.237570650e+05 +8.237570650e+05 +8.232655350e+05 +8.232655350e+05 -1.0783e+00 +2.6389e+00 -2.7269e+00 +3.2544e+00 -7.9248e-01 -2.1285e+00 +1.7165e+00 +7.1301e-01 -3.9479e-01 -2.2988e+00 +2.1966e+00 -3.1586e+00 +4.8442e+00 -3.8792e+00 -2.2239e+00 -1.3472e+00 -3.8319e+00 +2.2089e+00 -3.9450e+00 +3.2654e+00
5978 +6.284719327e+05 +6.284719327e+05 +6.279804027e+05 +6.279804027e+05 +3.3315e+00 -1.0130e+00 -4.6006e+00 +1.0967e+00 +2.2821e+00 -3.9532e-01 -8.3365e-02 +3.5077e+00 -1.7658e+00 -1.2037e+00 +9.1559e-01 +1.0511e+00 +9.4329e-01 +1.3389e+00 +9.1833e-01 -3.8931e+00 +3.4312e+00 +3.9132e+00 +2.8408e+00 -3.2833e+00
7498 +2.615912340e+05 +2.615912340e+05 +2.610997040e+05 +2.610997040e+05 +3.0657e+00 +4.9313e+00 -9.3544e-01 -4.7344e+00 -4.8820e+00 +3.3974e+00 -1.9411e+00 -1.1695e+00 -4.4603e+00 -7.4490e-01 +4.0980e+00 +3.8208e+00 -8.2290e-01 -3.5059e+00 -2.8592e+00 -4.5897e+00 -3.4220e+00 -3.1010e+00 +3.1644e+00 +2.6799e+00
10439 +2.434328144e+05 +2.434328144e+05 +2.429412844e+05 +2.429412844e+05 -2.6236e+00 +1.2728e+00 -3.0492e+00 -3.0612e+00 +5.7752e-01 -2.6972e+00 +2.8450e-01 +3.5446e+00 -3.5972e+00 -4.1629e+00 +5.2298e-01 -2.3608e+00 +5.2509e-02 -1.4117e+00 -4.1271e+00 -3.2828e+00 -1.3783e+00 +2.9838e+00 -2.9959e+00 +3.9909e-02
32068 +1.544440678e+05 +1.544440678e+05 +1.539525378e+05 +1.539525378e+05 -3.0113e+00 -2.5649e+00 +5.9464e-01 -5.0559e-01 +1.2380e+00 -2.1047e-01 +1.5091e+00 -1.0763e+00 -7.3466e-01 +9.0182e-01 +4.5983e-01 +9.2252e-01 -2.1463e+00 +1.4925e+00 -1.0233e+00 -3.3853e+00 +4.5476e-01 +3.2844e+00 -2.3424e+00 -7.2757e-01
32395 +7.031774947e+04 +7.031774947e+04 +6.982621947e+04 +6.982621947e+04 -3.0113e+00 -2.5648e+00 +6.1417e-01 -5.0559e-01 +1.2355e+00 -2.1047e-01 +1.5091e+00 -1.0763e+00 -7.3466e-01 +9.0182e-01 +4.5983e-01 +9.2252e-01 -2.1463e+00 +1.4925e+00 -1.0233e+00 -3.3853e+00 +3.5140e-01 +2.5142e+00 -4.9485e-01 +1.7888e+00
52197 +6.128108979e+04 +6.128108979e+04 +6.078955979e+04 +6.078955979e+04 -1.2381e+00 -3.1506e+00 -9.0192e-01 -3.4522e-01 +3.7927e+00 -5.8288e-01 +3.7817e-01 +1.0246e+00 +6.9188e-01 +2.3371e+00 +4.7419e+00 -2.9080e-01 -2.3291e+00 +2.4237e+00 -3.7493e+00 -1.7795e+00 +2.7622e-01 +2.9838e+00 -2.9959e+00 +3.9908e-02
72907 +2.950610250e+04 +2.950610250e+04 +2.901457250e+04 +2.901457250e+04 -1.2381e+00 -3.1506e+00 -1.2144e+00 -3.4522e-01 +3.8024e+00 -5.8288e-01 +3.7817e-01 +1.0246e+00 -1.7076e+00 +3.5797e+00 +3.5190e+00 +6.1463e-01 -2.1463e+00 +1.2130e+00 -3.2540e+00 -8.5367e-01 +4.4995e-01 +3.2892e+00 -3.1926e+00 -3.2049e-01
220973 +2.503290338e+04 +2.503290338e+04 +2.454137338e+04 +2.454137338e+04 -2.8562e+00 -2.5733e+00 +4.3154e-02 -6.8048e-03 +1.2481e+00 -2.2512e-01 +1.2747e+00 -9.9817e-01 -3.1529e-02 +9.2141e-01 +1.0415e+00 +7.7115e-01 -2.1463e+00 +1.4155e+00 -1.8293e+00 -3.7489e+00 +3.4651e-01 +2.5044e+00 -1.3818e+00 +1.2234e+00
% function evaluation | noise-free fitness - Fopt (-1.702000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.765241283e+07 +1.765241283e+07 +1.765224263e+07 +1.765224263e+07 -1.6036e+00 -3.7957e+00 +2.5724e-02 +1.8575e+00 +6.5513e-01 +6.9511e-02 +4.9917e-01 -1.3868e+00 +3.6118e+00 -4.2023e+00 -7.2851e-01 +4.2239e+00 +1.6555e-01 -2.3594e-01 +1.6702e+00 -4.1503e+00 +2.6863e+00 -9.7076e-01 +3.2799e+00 +3.2318e+00
5 +1.322848382e+07 +1.322848382e+07 +1.322831362e+07 +1.322831362e+07 -3.9641e+00 +2.1421e+00 -3.7887e+00 +4.1802e-01 +1.9179e+00 -3.5590e+00 +4.5950e+00 -4.7300e+00 -1.2305e+00 -1.1231e+00 +1.9267e-01 +3.5681e+00 -5.5273e-01 +6.6668e-01 -4.1187e+00 -1.6402e+00 +1.3624e+00 -2.4965e+00 +4.6007e+00 -6.5710e-01
7 +9.000496957e+06 +9.000496957e+06 +9.000326757e+06 +9.000326757e+06 +3.2666e-01 -1.4812e+00 -1.0012e+00 +3.0370e+00 +9.8000e-01 -4.8397e+00 +6.9769e-01 +1.9834e+00 -2.0058e-01 +2.3149e+00 -4.2783e+00 +1.9968e+00 -4.5212e+00 -2.7366e+00 +4.7759e+00 -2.1570e+00 +1.9712e+00 -1.6511e+00 +4.4871e+00 -1.6601e+00
21 +6.077598912e+06 +6.077598912e+06 +6.077428712e+06 +6.077428712e+06 +2.5172e+00 -4.6095e+00 -2.5848e+00 -7.5315e-01 +1.1494e+00 +2.8582e+00 -4.7487e+00 +2.6464e+00 -4.6342e+00 -1.7679e+00 -3.5098e+00 -2.4853e+00 -4.7113e+00 +3.4373e-02 -1.7525e+00 -4.9343e-01 +2.8463e+00 -1.7684e+00 +2.6332e+00 +2.5528e+00
50 +3.934385313e+06 +3.934385313e+06 +3.934215113e+06 +3.934215113e+06 +2.9989e+00 -1.5095e+00 -4.4337e+00 -2.4696e+00 +2.1153e+00 +1.0945e+00 +1.9568e+00 +3.2951e+00 -4.9530e+00 -3.9519e+00 -2.1507e+00 -1.6997e-01 +2.4053e+00 +6.4239e-02 -3.0747e+00 -3.3242e+00 +1.6353e+00 -3.8359e+00 -4.1593e+00 -2.7556e+00
52 +1.802435035e+06 +1.802435035e+06 +1.802264835e+06 +1.802264835e+06 +1.1729e+00 -1.4968e+00 -4.9156e-01 -1.6831e+00 +4.2200e+00 +3.6081e+00 +8.4314e-01 +3.1022e+00 -4.9709e+00 +1.8661e+00 -2.7004e+00 +1.3729e+00 +3.2702e+00 -2.8128e+00 +3.8526e+00 +1.0420e+00 -3.1725e+00 -3.5781e-01 +5.6899e-01 +2.4061e+00
3178 +1.430899198e+06 +1.430899198e+06 +1.430728998e+06 +1.430728998e+06 -3.3446e+00 -3.6723e+00 -3.8064e+00 +1.7774e+00 +2.5360e+00 +1.3478e+00 -3.9648e+00 +4.6854e-02 +2.8335e+00 +4.4676e+00 -2.8827e+00 +1.6453e+00 -4.2595e+00 +4.2065e+00 +1.1219e+00 -1.2509e+00 -2.6599e+00 +8.2660e-01 +1.6558e+00 +4.1318e+00
5684 +8.017830261e+05 +8.017830261e+05 +8.016128261e+05 +8.016128261e+05 +1.0726e+00 -5.1469e-01 +1.0016e+00 -1.7930e-02 +3.8332e+00 -3.3206e+00 -4.6231e+00 +4.4100e+00 +1.4055e+00 +3.3449e+00 +1.4817e+00 -2.4497e+00 -9.3781e-01 +3.4508e+00 -4.8576e-01 -2.2140e+00 -3.7666e+00 +4.0313e-01 +1.4594e+00 +2.1761e+00
8605 +5.852171012e+05 +5.852171012e+05 +5.850469012e+05 +5.850469012e+05 +1.6679e+00 -2.1534e+00 +2.6426e+00 +1.5404e+00 +2.1562e+00 -4.3787e+00 +4.6630e-01 +3.5034e+00 -4.5657e+00 +2.4787e+00 -9.3711e-01 -4.8495e+00 -4.3504e+00 -2.4230e+00 -4.3608e-01 +8.1000e-02 -4.3349e+00 +4.3411e+00 -4.2638e+00 -4.5996e+00
10074 +3.254671946e+05 +3.254671946e+05 +3.252969946e+05 +3.252969946e+05 -2.0624e+00 -4.5049e+00 -1.5396e+00 +3.1054e-01 +4.2631e+00 +2.4665e+00 +7.0362e-01 -4.9303e+00 -3.8395e+00 +6.8703e-01 -1.0540e+00 +1.2844e+00 -4.9414e+00 +8.0899e-01 +2.9766e-01 +1.2606e+00 -2.3343e+00 -8.4733e-01 -9.8441e-01 +1.6423e+00
27236 +2.108155834e+05 +2.108155834e+05 +2.106453834e+05 +2.106453834e+05 -3.1843e+00 -1.9351e+00 +2.9648e+00 +4.0666e+00 +4.2412e+00 -1.5457e+00 -1.3015e+00 +2.4173e+00 -2.9802e+00 +3.1940e+00 +5.2887e-01 -1.4689e+00 +2.7219e+00 +2.2297e+00 -1.4404e+00 -4.2643e+00 -4.0850e-01 +2.7866e-01 +2.8160e-02 +2.9223e+00
30075 +1.153905248e+05 +1.153905248e+05 +1.152203248e+05 +1.152203248e+05 -2.9525e+00 -3.6716e+00 -2.1783e+00 +1.3436e+00 +2.2636e+00 +4.0016e+00 -1.9569e+00 +1.8208e+00 -9.6662e-01 +1.7087e+00 -3.4867e+00 -4.6940e-01 -2.3272e+00 -2.2820e+00 -1.4601e+00 -1.2081e+00 -3.0933e+00 +2.4617e+00 +1.4117e-01 +1.3448e+00
56638 +8.452490346e+04 +8.452490346e+04 +8.435470346e+04 +8.435470346e+04 -3.6625e+00 -1.9354e+00 -2.1783e+00 +1.3436e+00 +2.2587e+00 +3.9918e+00 -1.9569e+00 +1.6646e+00 -2.1681e+00 +1.1093e+00 -2.2660e+00 -4.6940e-01 -2.3272e+00 -9.9681e-01 -1.8235e+00 -1.7102e+00 -2.7884e+00 -3.5830e-01 -7.9330e-01 +1.2436e+00
76510 +6.192060839e+04 +6.192060839e+04 +6.175040839e+04 +6.175040839e+04 -2.9525e+00 -3.6716e+00 -2.1783e+00 +1.3436e+00 +2.2636e+00 +4.0016e+00 -1.9569e+00 +1.8208e+00 -1.0057e+00 +1.7087e+00 -3.5648e+00 -4.6940e-01 -2.3272e+00 -2.8128e+00 -2.6458e+00 -1.9950e+00 -3.0936e+00 +2.5689e+00 -7.5580e-02 +8.6753e-01
128040 +3.909555584e+04 +3.909555584e+04 +3.892535584e+04 +3.892535584e+04 -2.6400e+00 -3.6697e+00 -2.1782e+00 +1.4999e+00 +2.2636e+00 +4.0309e+00 -1.9573e+00 +1.6649e+00 -9.6659e-01 +2.3289e+00 -3.4869e+00 -4.6940e-01 -2.3284e+00 -2.2820e+00 -2.4429e+00 -1.9950e+00 -3.0936e+00 +2.7252e+00 +7.1647e-01 +9.0675e-01
276671 +2.507339866e+04 +2.507339866e+04 +2.490319866e+04 +2.490319866e+04 -2.7974e+00 -3.5098e+00 -2.1002e+00 +1.3436e+00 +1.9511e+00 +3.7684e+00 -1.9557e+00 +1.5865e+00 -2.4121e+00 +2.3437e+00 -3.4868e+00 -5.8690e-01 -2.4834e+00 -2.4382e+00 -2.2183e+00 -2.3075e+00 -3.1132e+00 +3.1158e+00 +8.6847e-01 +8.6738e-01
% function evaluation | noise-free fitness - Fopt (-4.697500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.243605170e+07 +2.243605170e+07 +2.243558195e+07 +2.243558195e+07 -4.6015e+00 -2.7130e+00 +2.8333e+00 -1.0752e+00 +9.8389e-01 -4.3341e+00 +4.6224e+00 -2.8262e+00 -2.5432e+00 -2.0923e+00 +4.4558e+00 -1.9072e+00 -2.0780e+00 -4.8702e+00 +7.6073e-01 +4.0004e+00 -2.9182e+00 +4.3663e+00 +9.3879e-02 +4.5644e+00
2 +9.315902187e+06 +9.315902187e+06 +9.315432437e+06 +9.315432437e+06 +2.9732e+00 -1.6149e-01 +1.9971e+00 -1.3816e+00 +8.3389e-01 +2.4854e+00 +7.9927e-02 +7.8325e-01 +4.4901e+00 -1.8192e+00 +3.8521e-01 +8.9099e-01 +2.3272e+00 -6.5934e-01 -4.2156e+00 +4.8845e+00 +6.2169e-01 +3.8531e+00 -7.1272e-01 -1.3331e+00
35 +6.096732355e+06 +6.096732355e+06 +6.096262605e+06 +6.096262605e+06 +1.3308e+00 +2.4048e+00 +2.2016e+00 +4.8469e+00 -2.5711e+00 +4.8759e+00 +9.1542e-02 -3.9374e+00 -4.6974e+00 +3.6435e+00 -3.8978e+00 +2.5318e+00 -1.8807e+00 -4.5741e+00 +4.4276e+00 -3.2686e+00 +1.8276e+00 +4.3649e-01 -3.5008e+00 +6.2334e-01
37 +1.837014749e+06 +1.837014749e+06 +1.836544999e+06 +1.836544999e+06 -1.5136e+00 -5.2203e-02 +3.8874e+00 -2.2904e+00 -3.4785e+00 +4.2966e+00 +2.2774e+00 -2.6315e-01 +3.8003e-01 -1.1610e-01 +9.3488e-01 -3.1210e+00 +6.2844e-01 +2.2721e+00 -7.6499e-01 +4.5447e+00 +2.4697e+00 +3.2107e+00 +4.0251e+00 -1.0221e+00
333 +6.080314676e+05 +6.080314676e+05 +6.075617176e+05 +6.075617176e+05 -1.9986e+00 -1.5027e+00 +4.7394e+00 -1.2996e+00 -4.0619e+00 +4.7168e+00 +6.1482e-01 -2.9754e+00 +4.7158e+00 +1.5627e+00 +1.0585e+00 -3.7199e+00 +2.6975e-01 +3.9639e+00 +1.5550e+00 +4.3834e+00 -1.1313e+00 +3.8517e+00 +3.4837e+00 -4.0969e+00
11596 +3.534054223e+05 +3.534054223e+05 +3.529356723e+05 +3.529356723e+05 -1.2946e+00 -7.5117e-01 +4.7009e+00 -3.2952e+00 -3.1608e+00 +1.3743e+00 +1.3748e+00 -9.7387e-01 -6.3847e-01 -4.0626e-01 -2.4451e+00 +2.0413e+00 +3.9023e+00 +1.3588e-01 -1.4259e+00 -8.5916e-01 +2.0173e-01 +2.3698e+00 +9.0130e-01 +7.4624e-01
14749 +2.182675888e+05 +2.182675888e+05 +2.177978388e+05 +2.177978388e+05 -1.9197e+00 -7.5117e-01 +4.7009e+00 -3.2952e+00 -3.1608e+00 +1.3743e+00 +1.3748e+00 -9.7387e-01 -6.3847e-01 -4.0626e-01 -2.4451e+00 +1.9537e+00 +4.3793e+00 -1.5354e+00 -7.2409e-01 -8.5916e-01 +2.0173e-01 +1.6389e+00 +2.1012e+00 -2.6964e-01
28141 +1.399488860e+05 +1.399488860e+05 +1.394791360e+05 +1.394791360e+05 -3.5664e+00 -2.8874e+00 +4.5543e+00 -1.6141e+00 -7.2309e-01 +7.8174e-01 +4.7926e+00 +2.4969e+00 +2.4462e+00 +1.4058e+00 -2.4815e+00 +1.2267e+00 +3.1932e-01 -2.5947e+00 -1.7178e+00 +8.6959e-01 -1.7882e+00 +1.6053e+00 -9.4986e-01 -3.5531e+00
43204 +9.647513236e+04 +9.647513236e+04 +9.600538236e+04 +9.600538236e+04 -4.1260e+00 -3.7524e+00 +4.3911e+00 -3.6479e-01 -7.2309e-01 +7.8174e-01 +4.7926e+00 +2.4969e+00 +2.4462e+00 +1.4058e+00 -2.4815e+00 +1.2267e+00 +3.1932e-01 -2.5947e+00 -1.7178e+00 +8.6959e-01 -1.7882e+00 +1.6053e+00 -9.4986e-01 -3.1137e+00
