% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.694000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.337083249e+01 +6.643083249e+01 +6.643083249e+01
2 0 +3.887693343e+01 +2.193693343e+01 +2.193693343e+01
4 0 +2.240561652e+01 +5.465616521e+00 +5.465616521e+00
30 0 +2.073592635e+01 +3.795926351e+00 +3.795926351e+00
54 0 +1.810754680e+01 +1.167546804e+00 +1.167546804e+00
273 0 +1.536302148e+01 -1.576978518e+00 -1.576978518e+00
502 0 +1.411239109e+01 -2.827608905e+00 -2.827608905e+00
503 0 +1.186500338e+01 -5.074996625e+00 -5.074996625e+00
561 0 +1.156873114e+01 -5.371268857e+00 -5.371268857e+00
583 0 +1.008999147e+01 -6.850008532e+00 -6.850008532e+00
649 0 +9.790700694e+00 -7.149299306e+00 -7.149299306e+00
660 0 +9.278435827e+00 -7.661564173e+00 -7.661564173e+00
663 0 +8.457438392e+00 -8.482561608e+00 -8.482561608e+00
1334 0 +8.296923534e+00 -8.643076466e+00 -8.643076466e+00
1377 0 +8.080780329e+00 -8.859219671e+00 -8.859219671e+00
1401 0 +7.875229176e+00 -9.064770824e+00 -9.064770824e+00
1819 0 +7.721727709e+00 -9.218272291e+00 -9.218272291e+00
2716 0 +7.356699557e+00 -9.583300443e+00 -9.583300443e+00
2949 0 +7.219626728e+00 -9.720373272e+00 -9.720373272e+00
3560 0 +6.839558391e+00 -1.010044161e+01 -1.010044161e+01
4369 0 +6.740424096e+00 -1.019957590e+01 -1.019957590e+01
5228 0 +6.565762392e+00 -1.037423761e+01 -1.037423761e+01
5772 0 +6.360344840e+00 -1.057965516e+01 -1.057965516e+01
5812 0 +6.305508489e+00 -1.063449151e+01 -1.063449151e+01
6330 0 +6.153605509e+00 -1.078639449e+01 -1.078639449e+01
6487 0 +6.020264518e+00 -1.091973548e+01 -1.091973548e+01
8312 0 +5.867415284e+00 -1.107258472e+01 -1.107258472e+01
8831 0 +5.751979883e+00 -1.118802012e+01 -1.118802012e+01
14481 0 +5.620938437e+00 -1.131906156e+01 -1.131906156e+01
27063 0 +5.492395430e+00 -1.144760457e+01 -1.144760457e+01
29459 0 +5.350786108e+00 -1.158921389e+01 -1.158921389e+01
36080 0 +5.247480122e+00 -1.169251988e+01 -1.169251988e+01
46962 0 +5.127784224e+00 -1.181221578e+01 -1.181221578e+01
54855 0 +5.010320514e+00 -1.192967949e+01 -1.192967949e+01
60062 0 +4.896268767e+00 -1.204373123e+01 -1.204373123e+01
67179 0 +4.785049542e+00 -1.215495046e+01 -1.215495046e+01
81001 0 +4.677258564e+00 -1.226274144e+01 -1.226274144e+01
103697 0 +4.570116736e+00 -1.236988326e+01 -1.236988326e+01
227490 0 +4.466834981e+00 -1.247316502e+01 -1.247316502e+01
3234439 0 +4.365146102e+00 -1.257485390e+01 -1.257485390e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.881000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.211849638e+01 +7.092849638e+01 +7.092849638e+01
3 0 +2.400700180e+01 +4.281700180e+01 +4.281700180e+01
15 0 +2.357380849e+01 +4.238380849e+01 +4.238380849e+01
107 0 +2.152480791e+01 +4.033480791e+01 +4.033480791e+01
369 0 +1.937040775e+01 +3.818040775e+01 +3.818040775e+01
506 0 +1.656827860e+01 +3.537827860e+01 +3.537827860e+01
563 0 +1.175765780e+01 +3.056765780e+01 +3.056765780e+01
593 0 +1.068319922e+01 +2.949319922e+01 +2.949319922e+01
663 0 +9.770910371e+00 +2.858091037e+01 +2.858091037e+01
