% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.701908851e+02 +1.701908851e+02 -2.918991149e+02 -2.918991149e+02 -2.9025e+00 -3.9219e+00 +2.1010e+00 +5.6072e-01 +3.0418e-01
3 +7.875972212e+01 +7.875972212e+01 -3.833302779e+02 -3.833302779e+02 +1.6072e+00 +8.7214e-01 +1.2347e+00 +1.4157e-01 +3.4549e+00
955 +3.934571828e+01 +3.934571828e+01 -4.227442817e+02 -4.227442817e+02 +8.0578e-01 +1.5275e+00 +2.2533e+00 -1.4859e-01 +3.1615e+00
6457 +2.387683854e+01 +2.387683854e+01 -4.382131615e+02 -4.382131615e+02 +6.4006e-01 +3.0617e+00 +1.6879e+00 +2.6173e-01 +3.0269e+00
8621 +1.465388558e+01 +1.465388558e+01 -4.474361144e+02 -4.474361144e+02 -1.4022e+00 +3.0470e+00 +1.1397e+00 +1.2102e+00 +1.5945e+00
13568 +9.299237021e+00 +9.299237021e+00 -4.527907630e+02 -4.527907630e+02 -3.3394e+00 +2.2365e+00 +1.6800e+00 +1.1520e+00 +1.9913e+00
14994 +5.503932072e+00 +5.503932072e+00 -4.565860679e+02 -4.565860679e+02 -3.3394e+00 +2.2365e+00 +1.6800e+00 +7.5360e-01 +2.2834e+00
22365 +3.906399438e+00 +3.906399438e+00 -4.581836006e+02 -4.581836006e+02 -3.3589e+00 +3.0617e+00 +2.2073e+00 +7.3016e-01 +1.9815e+00
25264 +7.384399626e-01 +7.384399626e-01 -4.613515600e+02 -4.613515600e+02 -2.3846e+00 +2.3004e+00 +2.2019e+00 +7.3016e-01 +2.2883e+00
27283 +3.425429955e-01 +3.425429955e-01 -4.617474570e+02 -4.617474570e+02 -2.3534e+00 +2.3004e+00 +2.2019e+00 +7.3016e-01 +2.2883e+00
32412 +1.470051634e-01 +1.470051634e-01 -4.619429948e+02 -4.619429948e+02 -2.3534e+00 +2.3004e+00 +2.2019e+00 +7.3016e-01 +2.3030e+00
39365 +6.324406849e-02 +6.324406849e-02 -4.620267559e+02 -4.620267559e+02 -2.3510e+00 +2.2998e+00 +2.2204e+00 +7.3142e-01 +2.2970e+00
42904 +3.106567906e-02 +3.106567906e-02 -4.620589343e+02 -4.620589343e+02 -2.3381e+00 +2.2998e+00 +2.2073e+00 +7.2654e-01 +2.3007e+00
47947 +1.803019614e-02 +1.803019614e-02 -4.620719698e+02 -4.620719698e+02 -2.3455e+00 +2.2991e+00 +2.2110e+00 +7.3016e-01 +2.3004e+00
50810 +1.553647893e-02 +1.553647893e-02 -4.620744635e+02 -4.620744635e+02 -2.3492e+00 +2.3005e+00 +2.2140e+00 +7.2772e-01 +2.3007e+00
55989 +8.103179301e-03 +8.103179301e-03 -4.620818968e+02 -4.620818968e+02 -2.3455e+00 +2.2992e+00 +2.2148e+00 +7.2919e-01 +2.2994e+00
57861 +2.559843766e-03 +2.559843766e-03 -4.620874402e+02 -4.620874402e+02 -2.3418e+00 +2.3004e+00 +2.2148e+00 +7.2904e-01 +2.2994e+00
69268 +2.174879282e-03 +2.174879282e-03 -4.620878251e+02 -4.620878251e+02 -2.3439e+00 +2.3004e+00 +2.2133e+00 +7.2805e-01 +2.2994e+00
71064 +1.204028895e-03 +1.204028895e-03 -4.620887960e+02 -4.620887960e+02 -2.3402e+00 +2.3003e+00 +2.2148e+00 +7.2772e-01 +2.2994e+00
72926 +5.787084485e-04 +5.787084485e-04 -4.620894213e+02 -4.620894213e+02 -2.3408e+00 +2.3004e+00 +2.2128e+00 +7.2772e-01 +2.2993e+00
75717 +2.228900120e-04 +2.228900120e-04 -4.620897771e+02 -4.620897771e+02 -2.3405e+00 +2.3005e+00 +2.2134e+00 +7.2772e-01 +2.2994e+00
78816 +1.444671098e-04 +1.444671098e-04 -4.620898555e+02 -4.620898555e+02 -2.3408e+00 +2.3004e+00 +2.2138e+00 +7.2812e-01 +2.2994e+00
85175 +8.345873147e-05 +8.345873147e-05 -4.620899165e+02 -4.620899165e+02 -2.3408e+00 +2.3001e+00 +2.2133e+00 +7.2803e-01 +2.2993e+00
92591 +6.109684034e-05 +6.109684034e-05 -4.620899389e+02 -4.620899389e+02 -2.3408e+00 +2.3001e+00 +2.2133e+00 +7.2803e-01 +2.2993e+00
94890 +3.752056159e-05 +3.752056159e-05 -4.620899625e+02 -4.620899625e+02 -2.3408e+00 +2.3001e+00 +2.2134e+00 +7.2803e-01 +2.2993e+00
100507 +1.823373213e-05 +1.823373213e-05 -4.620899818e+02 -4.620899818e+02 -2.3408e+00 +2.2998e+00 +2.2137e+00 +7.2798e-01 +2.2992e+00
106185 +1.557919256e-05 +1.557919256e-05 -4.620899844e+02 -4.620899844e+02 -2.3407e+00 +2.2998e+00 +2.2136e+00 +7.2805e-01 +2.2992e+00
107415 +6.509853392e-06 +6.509853392e-06 -4.620899935e+02 -4.620899935e+02 -2.3408e+00 +2.3001e+00 +2.2136e+00 +7.2803e-01 +2.2992e+00
107700 +3.806203267e-06 +3.806203267e-06 -4.620899962e+02 -4.620899962e+02 -2.3408e+00 +2.3000e+00 +2.2136e+00 +7.2805e-01 +2.2992e+00
110223 +1.003749276e-06 +1.003749276e-06 -4.620899990e+02 -4.620899990e+02 -2.3408e+00 +2.3000e+00 +2.2136e+00 +7.2801e-01 +2.2992e+00
117755 +2.470796403e-07 +2.470796403e-07 -4.620899998e+02 -4.620899998e+02 -2.3408e+00 +2.3000e+00 +2.2136e+00 +7.2800e-01 +2.2992e+00
