% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.606058275e+03 +1.606058275e+03 +1.143968275e+03 +1.143968275e+03 -8.6383e-01 +1.3378e+00 +3.0877e+00 -2.6961e+00 -1.9509e+00 +1.4103e+00 -4.3628e+00 -9.8950e-01 -1.9879e+00 +3.3542e+00 +1.2458e+00 -3.3040e+00 +4.3667e+00 +6.2524e-01 -1.0441e+00 -2.2014e+00 +4.1888e+00 +1.3499e+00 -4.0547e+00 -3.8552e+00
16 +1.345590054e+03 +1.345590054e+03 +8.835000539e+02 +8.835000539e+02 -4.6541e+00 -2.9246e+00 -3.0515e+00 +4.6312e-01 -1.9691e+00 -3.3295e+00 +1.6561e+00 -4.1346e+00 +4.3068e+00 +3.1635e+00 -9.4396e-01 +2.0384e+00 -4.2588e+00 -1.3314e+00 -4.2895e+00 -3.9045e+00 +1.3676e+00 -3.5740e-01 -1.7120e+00 -2.4117e+00
17 +6.078728435e+02 +6.078728435e+02 +1.457828435e+02 +1.457828435e+02 +4.5341e+00 -2.4747e+00 +4.8471e+00 +9.2793e-02 -4.3822e+00 -4.6818e+00 +4.8826e+00 -3.5236e+00 +2.4494e+00 +2.3923e+00 -2.5740e+00 -3.3347e+00 -2.0007e+00 -4.0849e-01 -6.9738e-01 -2.4465e+00 +8.0690e-01 +3.2245e+00 -3.5048e+00 +8.2061e-01
1314 +3.364508322e+02 +3.364508322e+02 -1.256391678e+02 -1.256391678e+02 +3.5896e-01 +2.6140e+00 +1.4162e+00 -2.3262e+00 -1.6534e+00 -1.2634e+00 +4.0232e+00 +2.5788e+00 +2.1741e+00 -2.4035e+00 -4.9435e+00 -2.8528e+00 -8.6016e-02 -3.9060e+00 -2.3366e+00 -3.7965e+00 +2.9009e-02 +1.7632e+00 -2.6515e+00 +2.8900e-01
24671 +2.399485418e+02 +2.399485418e+02 -2.221414582e+02 -2.221414582e+02 +4.3099e-01 +3.6038e+00 -2.3351e+00 -6.3415e-02 +3.7659e+00 +2.2131e+00 +3.2381e+00 +2.5002e+00 +3.0237e+00 -1.6082e+00 -9.1194e-01 -4.4295e+00 -8.7601e-01 -1.4608e+00 -4.4205e-01 -2.0426e+00 +6.0101e-02 +2.2571e+00 -2.7657e+00 +1.8106e+00
35489 +1.058775762e+02 +1.058775762e+02 -3.562124238e+02 -3.562124238e+02 -3.2423e+00 +2.0772e+00 +1.4162e+00 -6.3415e-02 +3.7659e+00 +2.2131e+00 +3.2381e+00 +2.5099e+00 +3.0237e+00 +6.6528e-01 -4.9873e+00 -3.8317e+00 +2.9377e-01 -3.3669e+00 -2.9852e+00 -3.4893e+00 -3.0262e-01 +3.3286e+00 -2.4735e+00 +1.5300e+00
42442 +9.987527782e+01 +9.987527782e+01 -3.622147222e+02 -3.622147222e+02 -3.2423e+00 +2.0772e+00 +1.4162e+00 -6.3415e-02 +3.7659e+00 +2.2131e+00 +3.2381e+00 +2.5099e+00 +3.0237e+00 +6.6528e-01 -4.9873e+00 -3.8317e+00 +2.9377e-01 -3.3669e+00 -2.3366e+00 -3.4893e+00 -3.0262e-01 +3.3286e+00 -2.4735e+00 +1.5300e+00
70864 +4.729342886e+01 +4.729342886e+01 -4.147965711e+02 -4.147965711e+02 -3.2423e+00 +1.3478e+00 +3.1634e+00 +5.9591e-01 +3.0767e+00 +2.2131e+00 +3.2381e+00 +2.5099e+00 +2.4390e+00 -6.2453e-02 -2.7555e+00 -4.2454e+00 -1.0555e-01 -3.9060e+00 -4.6158e-01 -3.4893e+00 -3.0261e-01 +3.3286e+00 -2.4735e+00 +2.1716e+00
92185 +3.931866142e+01 +3.931866142e+01 -4.227713386e+02 -4.227713386e+02 -3.2424e+00 +1.3478e+00 +3.1631e+00 +5.9591e-01 +3.0767e+00 +2.2131e+00 +3.2381e+00 +2.5099e+00 +1.0949e+00 +1.8719e-01 -2.7210e+00 -3.8317e+00 -1.6904e-01 -3.4318e+00 -1.3730e+00 -3.4893e+00 -3.0262e-01 +3.3286e+00 -2.4735e+00 +2.1716e+00
106184 +2.088123428e+01 +2.088123428e+01 -4.412087657e+02 -4.412087657e+02 -1.3410e+00 +1.3483e+00 +3.1634e+00 +7.0779e-01 +3.1356e+00 +2.1858e+00 +2.5891e+00 +1.9066e+00 +1.8418e+00 +7.9885e-02 -2.7555e+00 -4.2454e+00 -1.0555e-01 -3.4318e+00 -1.3730e+00 -3.4893e+00 -3.0262e-01 +3.3286e+00 -2.4784e+00 +1.5300e+00
