% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
148544 +1.574200288e+01 +1.574200288e+01 -4.463479971e+02 -4.463479971e+02 +2.3295e+00 +3.2911e+00 +2.1201e+00 +1.6362e+00 +1.4931e+00 +2.1312e+00 +1.7809e+00 +3.2411e+00 +1.7845e+00 +4.9949e-02 +2.7306e+00 -4.2623e+00 -3.4066e-01 -2.9532e+00 +1.3687e+00 -3.5111e+00 -3.3902e-02 +2.9356e+00 +2.8300e+00 +1.8368e+00
177132 +9.658179647e+00 +9.658179647e+00 -4.524318204e+02 -4.524318204e+02 +2.2941e+00 +2.2950e+00 +1.2987e+00 +1.6362e+00 +1.4540e+00 +2.1697e+00 +1.7857e+00 +2.6054e+00 +1.7845e+00 +4.9935e-02 +2.7306e+00 -4.2623e+00 -3.4000e-01 -2.9532e+00 +1.3736e+00 -3.9368e+00 -1.6987e-02 +2.9455e+00 +2.8300e+00 +1.8081e+00
226687 +6.282827091e+00 +6.282827091e+00 -4.558071729e+02 -4.558071729e+02 +2.3331e+00 +2.2950e+00 +2.1824e+00 +7.4867e-01 +1.4539e+00 +2.1746e+00 +1.7907e+00 +2.5965e+00 +1.7839e+00 +4.9949e-02 +2.7306e+00 -4.3002e+00 -3.4127e-01 -2.9532e+00 +1.3803e+00 -3.9222e+00 -2.6753e-02 +2.9454e+00 +2.8301e+00 +1.8301e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.887954649e+03 +3.887954649e+03 +3.965614649e+03 +3.965614649e+03 +4.3085e+00 +1.7307e+00 +4.7585e+00 +1.0013e-01 -3.3956e+00 -1.6355e+00 -4.2621e+00 +1.1490e+00 +5.5614e-01 +1.9243e-01 +5.8153e-01 +4.1710e+00 +1.2011e+00 +4.7191e+00 -4.9570e+00 -4.2104e+00 +3.1463e-01 -3.3675e+00 -4.1082e+00 +1.2351e+00
9 +2.275267768e+03 +2.275267768e+03 +2.352927768e+03 +2.352927768e+03 +3.9143e+00 +3.7200e+00 +2.8160e+00 -4.5752e+00 -2.6156e+00 +2.4765e+00 -3.0889e+00 -2.8687e+00 -5.7138e-01 -1.7434e+00 -3.8964e+00 -4.3924e+00 -4.4690e+00 +1.8130e+00 -2.4911e+00 -2.5102e+00 -4.1007e+00 +2.3525e+00 -4.6716e+00 -4.2346e+00
31 +1.582186637e+03 +1.582186637e+03 +1.659846637e+03 +1.659846637e+03 -2.3889e+00 -4.8826e+00 -3.2863e+00 +1.9024e+00 -3.7216e+00 -4.3108e+00 +1.1428e+00 +2.7888e+00 -1.5703e+00 -1.3115e+00 -2.5962e+00 +4.6998e+00 -2.5182e+00 -1.0343e+00 -4.5197e+00 +3.8284e+00 -4.5556e+00 -3.9373e+00 +1.5089e+00 +2.6935e+00
122 +8.905690152e+02 +8.905690152e+02 +9.682290152e+02 +9.682290152e+02 -8.6987e-02 +4.6386e+00 -4.6469e+00 +2.7531e+00 +2.6734e+00 -2.6628e+00 -1.7083e-01 -1.1227e-01 -3.2504e+00 -3.4472e+00 +2.0618e+00 -4.8421e+00 -2.3924e+00 -1.0168e+00 +1.8128e-01 +3.5725e+00 -2.3141e+00 -9.9069e-01 -1.7467e+00 -1.0539e+00
7724 +6.046975116e+02 +6.046975116e+02 +6.823575116e+02 +6.823575116e+02 +1.4769e+00 -1.8033e+00 +8.3207e-01 +1.6254e+00 -8.8609e-01 +2.5193e+00 -1.7105e+00 -3.5808e+00 -1.7636e+00 -4.2062e+00 +3.4993e+00 -3.2210e+00 -3.9693e+00 -1.5629e+00 +2.5798e+00 +1.9481e+00 -1.0649e+00 -1.8988e+00 +5.0868e-01 -3.8790e+00
15347 +3.867877750e+02 +3.867877750e+02 +4.644477750e+02 +4.644477750e+02 +2.5993e+00 -1.2819e+00 +1.5865e+00 +8.7198e-01 -3.6066e+00 -1.5848e+00 -1.4440e+00 +5.6891e-01 -7.1599e-01 -3.1224e+00 +1.6421e+00 +7.0222e-01 -2.5766e+00 -3.3230e+00 +1.8774e+00 +8.0113e-01 -5.3676e-01 -3.0926e+00 +9.4111e-01 -3.6775e+00
31786 +1.953923127e+02 +1.953923127e+02 +2.730523127e+02 +2.730523127e+02 +2.3484e+00 +2.4987e+00 -1.6268e+00 +2.5457e+00 +2.5186e+00 +2.7628e-01 -1.4017e+00 -1.6196e-02 -1.1178e+00 -3.1782e+00 +8.0801e-01 -1.2892e+00 -1.5562e-01 -1.2296e-01 +1.5890e+00 +4.4404e-01 -1.4901e-01 -1.9838e+00 +2.7639e+00 -2.9195e+00
43244 +1.559450113e+02 +1.559450113e+02 +2.336050113e+02 +2.336050113e+02 +2.3484e+00 +2.4987e+00 -2.4324e-01 +9.4156e-03 +1.6481e+00 -1.8133e+00 -6.2827e-01 +1.0059e+00 +2.8211e-01 -3.8396e+00 +3.0208e+00 -5.3936e-01 +3.0150e-01 -2.5239e-01 +1.9540e+00 +8.2210e-01 -1.4901e-01 -1.9838e+00 +2.7639e+00 -2.9195e+00
58142 +9.859065960e+01 +9.859065960e+01 +1.762506596e+02 +1.762506596e+02 +1.4769e+00 -1.8033e+00 -2.4324e-01 +9.4156e-03 +1.6481e+00 -1.8133e+00 -6.2827e-01 +1.0059e+00 +2.8211e-01 -3.8396e+00 +3.0208e+00 -5.3936e-01 -1.9365e-01 -2.0647e+00 +1.9540e+00 +9.0023e-01 -1.4901e-01 -1.9838e+00 +2.7645e+00 -3.1484e+00
74469 +5.429304972e+01 +5.429304972e+01 +1.319530497e+02 +1.319530497e+02 +1.4671e+00 -1.8031e+00 -2.4324e-01 +1.8740e+00 +1.5799e+00 +1.4066e-01 -1.4090e-01 +1.2142e-01 -4.9031e-01 -4.4456e+00 +3.0208e+00 -5.3936e-01 +2.8869e-01 -1.6053e+00 +1.9348e+00 +4.8977e-01 -5.3679e-01 -3.0926e+00 +2.8023e+00 -3.1484e+00
87906 +3.857730610e+01 +3.857730610e+01 +1.162373061e+02 +1.162373061e+02 +2.3875e+00 -1.8032e+00 -2.4324e-01 +1.8349e+00 +1.5750e+00 -4.9030e-01 -6.2787e-02 +1.3103e-01 -4.7915e-01 -4.4261e+00 +2.3237e+00 +7.5170e-02 +2.7042e-01 -1.6053e+00 +2.8105e+00 +9.7360e-01 -1.0908e-01 -1.9841e+00 +2.7639e+00 -3.7642e+00
106266 +2.501678821e+01 +2.501678821e+01 +1.026767882e+02 +1.026767882e+02 +1.4378e+00 -1.8033e+00 +1.1609e+00 +2.4669e+00 +1.5750e+00 +1.4066e-01 -1.4090e-01 +1.2142e-01 -4.7915e-01 -3.8396e+00 +3.0208e+00 +1.3254e-01 +2.7042e-01 -1.6053e+00 +2.8105e+00 +1.7130e+00 -1.0908e-01 -2.7415e+00 +2.7639e+00 -3.4514e+00
120354 +1.539338045e+01 +1.539338045e+01 +9.305338045e+01 +9.305338045e+01 +2.3875e+00 -1.8032e+00 +1.1879e+00 +4.2171e+00 +1.6141e+00 +1.4539e-01 -1.4090e-01 +1.2004e-01 -4.6939e-01 -4.4456e+00 +2.9426e+00 +1.4789e-01 +2.8869e-01 -1.6053e+00 +2.8105e+00 +9.7360e-01 -1.0908e-01 -3.0926e+00 +2.7639e+00 -3.4612e+00
150442 +9.620208856e+00 +9.620208856e+00 +8.728020886e+01 +8.728020886e+01 +2.3484e+00 -1.8032e+00 +1.2269e+00 +4.1985e+00 +2.4374e+00 -4.9030e-01 -1.4090e-01 +1.2142e-01 -4.7915e-01 -3.8421e+00 +2.9426e+00 +1.5278e-01 +2.8869e-01 -1.6053e+00 +2.8105e+00 +9.7360e-01 -7.2104e-02 -2.7439e+00 +2.7639e+00 -3.4587e+00
198056 +6.222906733e+00 +6.222906733e+00 +8.388290673e+01 +8.388290673e+01 +2.3876e+00 -8.7330e-01 +1.2465e+00 +4.2171e+00 +2.4374e+00 -5.2936e-01 -1.4579e-01 +1.2142e-01 -4.9868e-01 -3.8421e+00 +2.9426e+00 +1.4787e-01 +2.9235e-01 -1.6053e+00 +2.8105e+00 +9.7362e-01 -6.8800e-02 -2.7513e+00 +2.7639e+00 -3.4491e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.419925336e+04 +1.419925336e+04 +1.431493336e+04 +1.431493336e+04 +4.6917e+00 -1.2206e-02 +2.3650e+00 +1.7782e+00 +4.4199e+00 -2.9314e+00 +3.4915e+00 -2.1785e-02 -3.9485e+00 +1.9110e+00 -4.8800e+00 +1.1540e+00 -2.2459e+00 +4.7096e+00 -1.6801e+00 -2.1853e+00 +4.5122e+00 -6.5990e-01 +9.6089e-01 +2.1848e+00
2 +2.554901635e+03 +2.554901635e+03 +2.670581635e+03 +2.670581635e+03 +3.9271e+00 -1.7949e+00 +2.4730e+00 +3.1381e+00 -1.0681e+00 -1.4704e+00 -2.2299e+00 -3.0517e+00 +6.6388e-01 +7.5392e-01 +3.9069e+00 +3.6066e+00 -2.7984e+00 +2.8034e+00 +2.3873e+00 +1.9618e-01 +8.3746e-01 +2.6104e+00 -4.2152e+00 +2.3889e+00
4 +1.929371797e+03 +1.929371797e+03 +2.045051797e+03 +2.045051797e+03 -3.9486e+00 +4.8908e+00 -2.6744e+00 +8.6321e-02 +3.7291e+00 +4.8688e+00 +4.3134e+00 -3.2009e+00 +8.9070e-01 -2.3547e+00 -6.2587e-01 +3.7329e+00 +2.6035e+00 +3.0469e+00 +6.5942e-01 +1.5269e+00 +1.1202e+00 -4.1133e+00 -4.2249e-01 +1.8101e+00
13 +1.222831026e+03 +1.222831026e+03 +1.338511026e+03 +1.338511026e+03 -3.6707e+00 +2.3465e+00 -2.8699e+00 -3.9234e+00 +2.2501e+00 -3.9570e+00 -3.2585e+00 +1.1909e+00 +2.0788e+00 -3.4535e+00 +1.5426e+00 +3.4176e+00 -1.7691e+00 -7.9650e-01 -6.2739e-02 -2.8051e+00 +8.4193e-01 -2.8101e+00 +1.5385e+00 +1.3207e+00
64 +9.489531149e+02 +9.489531149e+02 +1.064633115e+03 +1.064633115e+03 -2.5179e+00 -3.9207e+00 -3.6606e+00 +3.0223e+00 +1.2641e-01 +4.0606e+00 +1.7307e+00 +4.7449e+00 -1.6492e+00 -3.5769e+00 -1.8937e-02 -1.3590e+00 +1.8440e+00 -4.4205e-01 +2.3502e+00 -4.8908e+00 -2.3833e+00 -6.3315e-01 +1.8932e+00 -1.5137e+00
4068 +5.863608606e+02 +5.863608606e+02 +7.020408606e+02 +7.020408606e+02 -4.3281e+00 +2.7304e+00 -3.6168e-01 -2.2434e+00 -8.1708e-01 -3.1347e+00 -1.7326e+00 -2.1158e-01 +3.1371e+00 -4.0666e+00 +3.0504e+00 -2.1797e+00 +2.3291e+00 +1.0260e+00 +4.5210e-01 +1.7506e+00 -2.1245e+00 +1.3100e+00 +1.7694e+00 -7.5200e-01
14573 +3.801351821e+02 +3.801351821e+02 +4.958151821e+02 +4.958151821e+02 -2.8200e+00 +2.8879e+00 -5.7594e-02 +4.7489e+00 -2.0059e-01 -1.7549e+00 +7.2090e-01 +2.5857e+00 +9.0665e-01 -3.5115e+00 +2.0697e+00 -4.9282e-01 +1.3909e+00 +1.3461e+00 +1.8132e+00 -1.8002e+00 -8.6243e-02 +2.7303e+00 +1.5284e+00 -3.4646e-01
29202 +2.448121536e+02 +2.448121536e+02 +3.604921536e+02 +3.604921536e+02 +6.5587e-02 +9.0496e-01 -1.0207e+00 +2.8857e+00 +9.9421e-01 -2.3444e+00 +1.2812e+00 -2.1158e-01 +3.2152e+00 -4.0666e+00 +3.0504e+00 -2.1797e+00 +2.3291e+00 +1.5948e+00 -3.1683e-03 -7.6323e-01 +4.4645e-01 +4.8923e+00 +2.4513e+00 -1.1255e+00
49587 +1.567827823e+02 +1.567827823e+02 +2.724627823e+02 +2.724627823e+02 +1.0188e+00 +3.2255e-01 -5.9926e-01 +2.4133e+00 +2.8431e+00 -4.1685e-01 +1.5277e+00 +2.1508e+00 +3.8289e+00 -1.9559e+00 +1.8564e+00 -2.1797e+00 +2.3291e+00 +6.7939e-01 +1.6563e+00 -7.6323e-01 +4.4645e-01 +4.8898e+00 +2.7228e+00 +6.2371e-02
63906 +9.795300479e+01 +9.795300479e+01 +2.136330048e+02 +2.136330048e+02 +2.1964e+00 -9.6681e-01 -7.9197e-01 +2.9670e+00 +3.6102e+00 -3.1771e+00 +2.2638e+00 +2.2764e+00 +3.3101e+00 -3.0047e+00 +2.7115e+00 -1.4038e+00 +2.8699e+00 +1.1745e+00 +1.1778e+00 +7.3258e-01 +4.4645e-01 +4.8923e+00 +2.4513e+00 -1.2098e+00
77991 +6.296379729e+01 +6.296379729e+01 +1.786437973e+02 +1.786437973e+02 +1.2985e+00 -1.0631e+00 +1.4590e-01 +2.8765e+00 +2.7625e+00 -3.3504e+00 +2.2639e+00 +2.3852e+00 +2.7819e+00 -3.0614e+00 +2.5740e+00 -2.3545e+00 +2.4010e+00 +6.4031e-01 +1.6477e+00 +9.0187e-02 +4.4645e-01 +4.8924e+00 +3.4163e+00 -8.9728e-01
89316 +3.852883007e+01 +3.852883007e+01 +1.542088301e+02 +1.542088301e+02 +1.3083e+00 -9.6696e-01 -7.9196e-01 +3.0875e+00 +2.7625e+00 -1.6716e+00 +3.6338e+00 +2.3231e+00 +3.3126e+00 -3.0513e+00 +2.6909e+00 -2.8347e+00 +2.8674e+00 +6.7939e-01 +1.6465e+00 +9.0187e-02 +4.4645e-01 +4.2700e+00 +3.1032e+00 -9.3634e-01
108340 +2.487736167e+01 +2.487736167e+01 +1.405573617e+02 +1.405573617e+02 +2.1472e+00 -1.0582e+00 +8.7384e-02 +3.0875e+00 +3.5988e+00 -3.1771e+00 +2.2639e+00 +2.3852e+00 +3.2763e+00 -1.8778e+00 +2.7115e+00 -2.8359e+00 +2.8601e+00 +6.7939e-01 +1.6465e+00 -3.7041e-01 +4.4645e-01 +3.8227e+00 +3.4166e+00 -8.9727e-01
129508 +1.492140916e+01 +1.492140916e+01 +1.306014092e+02 +1.306014092e+02 +2.1472e+00 -1.0631e+00 +2.4364e-01 +3.1401e+00 +3.6054e+00 -4.0505e+00 +3.6338e+00 +2.3450e+00 +3.3095e+00 -1.9559e+00 +2.7483e+00 -2.8362e+00 +2.8674e+00 +6.8061e-01 +1.6465e+00 -3.7041e-01 +4.4645e-01 +3.8227e+00 +3.4166e+00 -8.9483e-01
155696 +9.996028062e+00 +9.996028062e+00 +1.256760281e+02 +1.256760281e+02 +2.1472e+00 -9.8699e-01 +2.4364e-01 +3.1401e+00 +3.6054e+00 -3.2552e+00 +3.6359e+00 +2.3231e+00 +3.3077e+00 -1.9558e+00 +2.6879e+00 -2.8362e+00 +3.3760e+00 +6.7939e-01 +1.6478e+00 -3.4316e-01 +4.4156e-01 +3.8227e+00 +3.4361e+00 -9.3634e-01
177268 +6.016044172e+00 +6.016044172e+00 +1.216960442e+02 +1.216960442e+02 +2.1472e+00 -9.8696e-01 +2.4364e-01 +3.1070e+00 +3.5988e+00 -3.2455e+00 +3.6351e+00 +2.3451e+00 +3.2763e+00 -1.9556e+00 +2.6879e+00 -2.8362e+00 +3.3763e+00 +6.7939e-01 +2.0503e+00 -3.5082e-01 +4.4645e-01 +3.8227e+00 +3.4361e+00 -9.0799e-01
240974 +3.969148813e+00 +3.969148813e+00 +1.196491488e+02 +1.196491488e+02 +2.1789e+00 -9.8507e-01 +2.4357e-01 +3.0809e+00 +3.6008e+00 -3.2458e+00 +3.5569e+00 +2.3502e+00 +3.2568e+00 -1.9535e+00 +2.6860e+00 -2.8158e+00 +3.3748e+00 +6.6962e-01 +2.0687e+00 -3.5082e-01 +4.4645e-01 +3.8276e+00 +3.4361e+00 -9.0705e-01
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.806832931e+03 +1.806832931e+03 +1.803122931e+03 +1.803122931e+03 +2.9909e+00 +6.7198e-01 -5.9666e-01 -3.2676e+00 +3.1297e+00 +4.7557e+00 -1.2443e+00 +3.4623e+00 -1.9927e+00 -4.1257e+00 -1.5411e+00 -3.0650e+00 +4.7522e+00 -4.1397e+00 -2.9324e+00 -1.3138e+00 -9.2810e-01 -3.9673e+00 -5.4981e-01 -1.6886e+00
14 +1.484565561e+03 +1.484565561e+03 +1.480855561e+03 +1.480855561e+03 -3.6681e+00 +2.2727e+00 +4.2915e-01 -4.8625e+00 -2.6747e+00 +4.4108e+00 -3.1038e+00 -1.9197e+00 +1.6728e+00 -1.5215e-01 +6.9651e-01 -1.2205e+00 -3.0625e+00 -1.8575e+00 -3.1822e+00 -3.6289e+00 -4.3264e+00 -1.6934e+00 +8.1677e-01 +2.9909e+00
38 +8.395082698e+02 +8.395082698e+02 +8.357982698e+02 +8.357982698e+02 +2.3694e+00 +3.5995e+00 -1.0601e+00 -4.3310e+00 +2.9799e+00 +8.3493e-01 -2.5953e+00 -3.1433e+00 +1.2065e+00 -1.5815e-01 +2.3182e+00 +2.2543e+00 +1.3615e+00 -7.7942e-02 -3.0244e+00 -3.8353e+00 +1.8257e+00 +4.8030e-01 -1.8040e+00 -3.6558e+00
2111 +6.167423167e+02 +6.167423167e+02 +6.130323167e+02 +6.130323167e+02 -4.2300e+00 -2.9905e-01 +2.0138e+00 +8.0494e-01 -6.3248e-01 +1.7651e+00 -3.5208e+00 -3.1841e+00 -1.5660e-01 +3.3373e+00 -6.7522e-01 +1.7368e+00 +6.8233e-01 +5.7535e-01 -2.0843e+00 +2.4491e-01 +5.3054e-01 +1.6494e+00 +3.5438e+00 -4.6329e+00
19118 +3.956788860e+02 +3.956788860e+02 +3.919688860e+02 +3.919688860e+02 -8.6360e-01 -3.3886e+00 +1.5441e+00 +1.7921e+00 +3.3671e+00 +4.5833e+00 -4.5620e-01 +1.6287e+00 +1.0704e+00 +8.9845e-01 +1.6307e+00 +2.0504e+00 +2.2326e+00 -1.8944e-01 -2.8285e+00 -2.5632e+00 -9.2906e-01 +1.6494e+00 +3.5438e+00 -4.6329e+00
30580 +1.997829293e+02 +1.997829293e+02 +1.960729293e+02 +1.960729293e+02 +2.1498e+00 -4.4123e+00 +2.7544e-01 +2.4018e+00 +2.4238e+00 +7.0559e-01 -1.5050e+00 -2.0569e+00 +1.7591e+00 +6.3960e-01 +2.1656e+00 +1.7338e+00 +3.6455e+00 -2.4127e+00 -1.0174e+00 -3.7708e+00 +1.1783e+00 +1.6684e+00 +2.3195e+00 -2.6047e+00
49551 +1.537076230e+02 +1.537076230e+02 +1.499976230e+02 +1.499976230e+02 +2.0422e+00 -4.3536e+00 -8.7174e-01 +3.8724e+00 +3.3117e+00 +8.3493e-01 -2.5953e+00 -3.1433e+00 +1.2066e+00 +6.3959e-01 +2.1656e+00 +1.7338e+00 +3.6455e+00 -2.2354e+00 +5.9573e-01 -4.0075e+00 +6.7877e-01 +1.5674e+00 +3.5438e+00 -2.9181e+00
56982 +8.241326785e+01 +8.241326785e+01 +7.870326785e+01 +7.870326785e+01 +2.1498e+00 -3.3886e+00 +8.5161e-01 +3.0328e+00 +2.5683e+00 +4.4550e+00 -2.0770e+00 -2.0409e+00 +1.8015e+00 +1.9672e-01 +3.1700e+00 +1.0522e+00 +3.5512e+00 -4.8619e-01 +5.9573e-01 -3.6303e+00 +1.5006e+00 +1.5674e+00 +3.5500e+00 -2.6366e+00
77997 +5.821342945e+01 +5.821342945e+01 +5.450342945e+01 +5.450342945e+01 +1.1940e+00 -4.4087e-01 +8.0279e-01 +3.0328e+00 +3.3117e+00 +1.4100e+00 -1.0907e+00 -2.0569e+00 +1.7591e+00 +1.2100e+00 +3.1697e+00 +1.0522e+00 +3.5512e+00 -1.2628e+00 +5.1791e-01 -3.6363e+00 +1.1782e+00 +1.8405e+00 +3.5304e+00 -2.8625e+00
92405 +3.911159443e+01 +3.911159443e+01 +3.540159443e+01 +3.540159443e+01 +2.0672e+00 -2.1684e+00 +8.4318e-01 +2.4018e+00 +3.3115e+00 +4.4550e+00 -6.3027e-01 -2.0569e+00 +1.7591e+00 +6.3945e-01 +3.1700e+00 +1.0522e+00 +3.5512e+00 -2.1197e+00 +5.1714e-01 -2.8837e+00 +1.5031e+00 +1.5674e+00 +3.5438e+00 -2.9181e+00
120300 +2.503556792e+01 +2.503556792e+01 +2.132556792e+01 +2.132556792e+01 +2.1063e+00 -2.1684e+00 +8.4318e-01 +3.8724e+00 +2.2892e+00 +4.4607e+00 -6.4984e-01 -2.0411e+00 +1.6269e+00 +6.3899e-01 +3.1700e+00 +1.0522e+00 +3.5512e+00 -1.7362e+00 +8.4907e-02 -3.6670e+00 +1.5012e+00 +1.5674e+00 +3.5501e+00 -2.9181e+00
143267 +1.504626210e+01 +1.504626210e+01 +1.133626210e+01 +1.133626210e+01 +2.1498e+00 -2.2934e+00 +8.4317e-01 +3.8919e+00 +3.1554e+00 +4.4607e+00 -6.3033e-01 -2.0567e+00 +1.6559e+00 +6.3960e-01 +3.1697e+00 +1.0522e+00 +3.5902e+00 -1.7538e+00 +5.1225e-01 -3.6360e+00 +1.5006e+00 +1.5315e+00 +3.5438e+00 -2.9172e+00
171762 +9.985924899e+00 +9.985924899e+00 +6.275924899e+00 +6.275924899e+00 +2.1486e+00 -2.2934e+00 +8.4317e-01 +3.8736e+00 +3.1554e+00 +4.4599e+00 -6.2997e-01 -2.7174e+00 +2.3303e+00 +6.3964e-01 +3.1700e+00 +1.5776e+00 +3.5902e+00 -1.7362e+00 +5.1225e-01 -3.6668e+00 +1.5006e+00 +1.5317e+00 +3.5501e+00 -3.2079e+00
229837 +6.191860248e+00 +6.191860248e+00 +2.481860248e+00 +2.481860248e+00 +2.1087e+00 -2.2934e+00 +8.6271e-01 +3.8919e+00 +3.1469e+00 +3.6595e+00 -6.2539e-01 -2.7156e+00 +2.3303e+00 +6.6279e-01 +3.1806e+00 +1.5776e+00 +3.5902e+00 -1.7362e+00 +5.0981e-01 -3.2844e+00 +1.5011e+00 +1.5268e+00 +3.5507e+00 -3.2104e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.828560805e+03 +1.828560805e+03 +1.960740805e+03 +1.960740805e+03 +2.7836e+00 +2.5901e+00 +2.7454e+00 +3.5196e+00 +3.6500e+00 +1.9946e+00 +3.6739e+00 +2.5825e+00 -1.1038e+00 -4.8986e+00 -3.5413e+00 -3.1986e+00 +2.5500e-01 -4.2537e-01 -2.0305e+00 -5.7263e-02 +1.8399e+00 +1.5470e+00 -4.2605e+00 +4.9786e-01
5 +9.889133962e+02 +9.889133962e+02 +1.121093396e+03 +1.121093396e+03 -2.6443e+00 -2.9310e+00 -2.2852e+00 -3.8714e+00 +2.4821e+00 -1.4996e+00 -1.9227e+00 +2.4942e+00 -1.0719e-01 -4.0664e-02 -1.0387e-03 +3.6109e+00 -4.6342e+00 +1.5920e+00 +3.7586e+00 -2.8246e+00 +9.7334e-01 +4.7813e+00 -4.3883e+00 -1.0336e+00
