% f evaluations | g evaluations | best noise-free fitness - Fopt (7.948000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.530954178e+02 +3.325754178e+02 +3.325754178e+02 +4.3717e+00 -3.2864e+00 +2.0338e+00 +8.6358e-01 +4.9989e+00 -1.2178e+00 -1.9031e+00 -3.2992e+00 -2.3149e+00 -2.9856e+00 +2.2553e+00 -4.7517e-01 +1.8829e+00 -3.8348e+00 -4.1208e-01 +2.3069e+00 +3.9725e+00 -3.1114e+00 -4.5073e+00 +3.8275e+00
2 0 +1.732457658e+02 +2.527257658e+02 +2.527257658e+02 +3.9491e+00 +9.2603e-01 +1.2429e+00 +4.0687e+00 -6.7590e-01 +4.7416e+00 +2.7836e+00 +1.3125e+00 -4.2266e+00 -2.4582e+00 +1.7439e+00 +3.0185e+00 -1.2989e-01 +2.5228e+00 -4.3078e-01 -2.4877e+00 -1.2446e+00 -2.2939e+00 -9.4128e-01 +3.8390e+00
16 0 +1.610397256e+02 +2.405197256e+02 +2.405197256e+02 -3.1563e+00 -4.1272e+00 -1.1856e+00 +3.1114e+00 -4.5627e+00 -4.7256e+00 +6.1125e-01 -2.0294e+00 -1.9809e+00 -4.0028e+00 +1.9500e+00 -5.9879e-01 +2.9802e+00 +4.8521e+00 +4.8494e+00 -2.4316e+00 -4.6943e-01 -4.5302e+00 +2.9548e+00 +3.1736e+00
40 0 +1.486428807e+02 +2.281228807e+02 +2.281228807e+02 +9.5923e-01 +2.2713e+00 -1.8551e+00 +2.4064e+00 -1.9316e+00 -3.3025e+00 -1.3977e+00 +4.5863e+00 -1.3173e+00 -1.0440e+00 -1.5339e+00 +9.9257e-01 -3.5712e+00 -8.0023e-01 +5.0259e-01 +4.0222e+00 -4.0606e+00 -7.2991e-01 -2.9327e+00 +2.3998e+00
70 0 +1.141259152e+02 +1.936059152e+02 +1.936059152e+02 -3.0372e+00 -1.0260e+00 +1.0690e+00 +2.7649e+00 -4.0404e-01 +3.1782e+00 +7.5156e-02 -2.1601e+00 +3.3609e+00 -4.3282e+00 -1.1940e+00 +2.4933e+00 +2.9268e+00 +3.2643e+00 +1.4914e+00 +4.6229e+00 -1.6696e+00 -3.6584e+00 -4.1151e-01 -2.5370e+00
123 0 +1.118740127e+02 +1.913540127e+02 +1.913540127e+02 -7.4734e-01 -3.4347e-01 -2.2190e+00 +2.7845e+00 -2.2711e+00 -6.2227e-01 -4.3213e+00 -3.3803e+00 -3.1613e+00 -1.7049e+00 +2.1125e+00 +2.2555e+00 +4.3859e+00 -1.9925e+00 +9.5337e-03 +6.3257e-01 -1.4140e-01 -4.6970e+00 +3.7305e+00 +4.4523e-01
186 0 +1.068862110e+02 +1.863662110e+02 +1.863662110e+02 -1.2539e+00 -4.3543e+00 +2.0082e+00 +3.0566e+00 -2.3140e+00 -1.9751e+00 +2.3938e+00 -4.1860e+00 -1.7289e+00 +1.4703e+00 -3.9555e+00 +4.8856e+00 -7.1789e-01 -3.2869e+00 +2.2394e+00 +4.2333e+00 -1.9660e+00 -4.2190e+00 +2.3058e+00 +3.6890e+00
197 0 +8.737913999e+01 +1.668591400e+02 +1.668591400e+02 -5.4879e-01 -9.5332e-01 -1.7736e+00 +1.7704e+00 -3.6367e+00 +3.1596e-02 +3.8264e+00 -2.9807e+00 -4.0268e+00 -5.5429e-01 -1.9505e+00 +4.9419e+00 -2.3703e+00 +3.3948e+00 +3.5993e+00 +2.6005e+00 -1.4285e+00 -3.9410e+00 +3.5986e+00 -1.4359e+00
200 0 +8.126770095e+01 +1.607477009e+02 +1.607477009e+02 +2.8848e+00 +2.0190e+00 -3.2454e+00 +4.4425e+00 -2.0713e+00 +1.6424e+00 -1.6367e+00 +8.4686e-01 -5.0100e-01 -4.0509e+00 -4.0646e+00 +1.1325e+00 +1.2758e+00 -4.2885e+00 +4.3824e+00 +4.6818e+00 -2.1132e+00 -4.8967e-01 +4.6250e+00 +1.2552e-01
507 0 +5.415754907e+01 +1.336375491e+02 +1.336375491e+02 -2.1946e-01 -3.9961e+00 -1.1810e+00 +2.4061e+00 -1.9806e+00 +1.0394e+00 +7.9553e-01 -2.8888e+00 -2.1378e+00 -8.6573e-01 -3.8007e+00 +2.5289e+00 -1.0671e+00 -3.2611e+00 +1.3933e+00 +4.1555e+00 -5.7553e-01 -3.2514e+00 -8.1495e-02 +2.5508e+00
517 0 +4.209832158e+01 +1.215783216e+02 +1.215783216e+02 +4.9116e-01 -4.9028e-01 -2.1358e+00 +1.8668e+00 -1.0194e+00 +2.2356e+00 -1.0391e+00 -3.4392e-04 -3.0789e+00 -1.7907e+00 -1.1911e+00 +1.9294e+00 +3.1639e+00 -2.1321e+00 +4.2946e-01 +1.4422e+00 -2.3398e-01 -3.0148e+00 +2.5379e+00 +1.0366e+00
521 0 +3.807709990e+01 +1.175570999e+02 +1.175570999e+02 +6.6282e-01 -5.6603e-01 -2.0188e+00 +1.6665e+00 -9.6608e-01 +2.2424e+00 -9.3989e-01 +1.0484e-01 -2.9685e+00 -1.8391e+00 -2.0079e+00 +1.3068e+00 +2.7968e+00 -2.1403e+00 +5.1362e-01 +3.3353e+00 -2.6947e-01 -1.7765e+00 +2.3292e+00 +1.3404e+00
525 0 +2.975040334e+01 +1.092304033e+02 +1.092304033e+02 +2.8410e-01 +9.0186e-01 -1.9503e+00 +2.6298e+00 -2.3265e+00 -9.2956e-01 -2.9491e-01 +7.0764e-01 -2.4440e+00 -4.1689e+00 -1.5088e+00 +9.9860e-01 +2.2907e+00 -1.3743e+00 +2.2723e+00 +3.2051e+00 -1.3767e-02 -1.7210e+00 +3.9193e+00 +8.0184e-01
548 0 +2.776473858e+01 +1.072447386e+02 +1.072447386e+02 +3.3944e-01 -4.9730e-01 -1.9988e+00 +2.4493e+00 -1.1300e+00 +2.1790e+00 -3.5487e-01 +6.2650e-01 -2.9164e+00 -3.8270e+00 -1.6160e+00 +1.2171e+00 +1.2967e+00 -4.8820e-02 +1.1991e+00 +2.7397e+00 -2.0573e-01 -1.5611e+00 +2.6848e+00 +1.2313e+00
