% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
24453 +1.410903008e+03 +1.410903008e+03 +8.644030078e+02 +8.644030078e+02 +3.5734e+00 +2.9249e+00 +9.8157e-02 +5.1141e-02 -2.5571e-01 -1.4339e+00 +1.3406e+00 +1.8053e+00 +1.2576e+00 -2.2253e-01 +2.7128e+00 +2.4429e+00 +2.2428e+00 -4.0723e-01 +1.7011e+00 -2.0463e+00 +1.6215e+00 -1.1571e+00 -8.2731e-01 +1.5966e+00
28294 +3.116633383e+02 +3.116633383e+02 -2.348366617e+02 -2.348366617e+02 -7.1298e-01 +1.8402e+00 +1.7120e+00 -1.4803e+00 +9.1351e-01 -1.7218e+00 -2.7497e+00 +1.6184e+00 -8.4065e-01 -7.0133e-01 +2.6453e-01 +1.2323e+00 +2.2872e+00 -2.1513e+00 +1.3115e+00 -7.8411e-01 +1.0752e+00 -2.3569e+00 -2.1381e+00 +2.0954e+00
34430 +2.128601549e+01 +2.128601549e+01 -5.252139845e+02 -5.252139845e+02 +6.2869e-01 +2.2354e+00 +4.5539e-02 +1.3022e+00 -3.1431e-01 -1.8413e+00 -7.3038e-02 +1.6236e+00 +7.2373e-01 +3.1372e-01 +2.4954e+00 +1.6662e+00 +2.2872e+00 -1.0041e+00 +1.9927e+00 -2.1732e+00 +2.2051e+00 -8.3347e-01 -1.9845e+00 +7.5935e-01
40648 +7.831950207e+00 +7.831950207e+00 -5.386680498e+02 -5.386680498e+02 +6.2869e-01 +2.2354e+00 +4.5539e-02 +1.3022e+00 -3.1431e-01 -1.8413e+00 -1.7305e+00 +2.1865e+00 +7.2373e-01 +3.1372e-01 +2.4954e+00 +1.6662e+00 +2.2872e+00 -1.0041e+00 +1.9927e+00 -2.1732e+00 +2.2051e+00 -8.3347e-01 -1.9845e+00 +7.5935e-01
43898 +3.566811526e+00 +3.566811526e+00 -5.429331885e+02 -5.429331885e+02 -1.1068e+00 -1.5576e+00 +8.1955e-01 -2.5298e+00 -9.3516e-01 -2.5532e+00 -1.7305e+00 +2.1865e+00 -3.0835e-02 -2.5816e-02 +6.5897e-01 +1.1541e+00 +1.9247e+00 -2.2398e+00 +6.7083e-01 -7.8568e-01 +2.4573e+00 -6.8594e-01 -1.0133e+00 +2.3897e+00
63713 +2.496410550e+00 +2.496410550e+00 -5.440035895e+02 -5.440035895e+02 +5.2454e-01 +1.6170e+00 -1.0403e+00 +1.0276e-01 +5.3685e-01 -6.3265e-01 -2.5587e+00 +1.0108e+00 -1.2080e+00 +2.4605e+00 +6.5897e-01 +2.4429e+00 +1.9247e+00 -2.1513e+00 +1.3115e+00 -7.8411e-01 +1.0752e+00 -2.3569e+00 -1.1383e+00 +1.6397e+00
86402 +1.556788920e+00 +1.556788920e+00 -5.449432111e+02 -5.449432111e+02 -1.0476e+00 +2.2354e+00 +5.7153e-01 -2.5298e+00 -9.3531e-01 -2.8657e+00 -1.7305e+00 +2.1865e+00 -3.0835e-02 -2.5816e-02 +6.5897e-01 +2.4429e+00 +1.9247e+00 -2.1510e+00 +1.9926e+00 -2.1732e+00 +1.6215e+00 -2.2065e+00 -9.1553e-01 +2.3897e+00
120271 +9.837640610e-01 +9.837640610e-01 -5.455162359e+02 -5.455162359e+02 -2.0428e+00 +2.2354e+00 -1.0788e+00 -2.8423e+00 -9.3516e-01 -2.8657e+00 -1.8086e+00 +2.1865e+00 -3.0835e-02 -2.5816e-02 +6.5780e-01 +2.4041e+00 +1.9903e+00 -2.1513e+00 +2.0123e+00 -2.1341e+00 +1.0800e+00 -2.3569e+00 -2.0361e+00 +2.0954e+00
174388 +6.102705854e-01 +6.102705854e-01 -5.458897294e+02 -5.458897294e+02 -1.9985e+00 +2.1963e+00 -1.0788e+00 -2.8420e+00 -9.3636e-01 -2.8651e+00 -1.8477e+00 -1.4917e-01 -2.6518e+00 -1.0394e-01 +6.4798e-01 +2.4431e+00 +1.9903e+00 -2.1513e+00 +2.0998e+00 -2.1341e+00 +1.0752e+00 -2.3570e+00 -2.0582e+00 +2.0954e+00
375123 +3.978609780e-01 +3.978609780e-01 -5.461021390e+02 -5.461021390e+02 -2.0818e+00 +2.1876e+00 -1.0933e+00 -2.9006e+00 -9.3516e-01 -2.8706e+00 -1.8746e+00 -1.8827e-01 -2.6555e+00 -1.3690e-01 +6.9666e-01 +2.4524e+00 +2.0235e+00 -2.1281e+00 +2.1023e+00 -2.1094e+00 +7.3343e-01 -2.4482e+00 -2.0267e+00 +2.1088e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.029907699e+05 +2.029907699e+05 +2.039907699e+05 +2.039907699e+05 -6.2794e-01 +3.1413e+00 -1.7037e+00 -7.1708e-01 -2.1981e+00 -4.2609e+00 -4.4976e+00 -3.9743e+00 +1.4339e-01 +5.3357e-01 +2.4736e+00 +1.9813e+00 -4.5415e+00 +3.6292e+00 -3.5954e+00 -2.9633e+00 +4.9711e+00 -4.8061e+00 -6.8242e-02 -2.9992e+00
3 +6.820649369e+04 +6.820649369e+04 +6.920649369e+04 +6.920649369e+04 +4.0144e+00 +8.4492e-02 -9.7353e-01 +4.6498e+00 -3.9845e+00 +8.8191e-01 +1.5603e+00 +3.5582e+00 +4.7176e+00 +3.3352e-01 -2.8932e+00 +1.0665e+00 -1.3205e-01 -3.2793e+00 -1.5793e+00 +6.8162e-01 -4.4295e+00 +2.5822e+00 +5.3929e-02 +3.7311e+00
104 +3.941318920e+04 +3.941318920e+04 +4.041318920e+04 +4.041318920e+04 +2.7949e+00 +1.2268e+00 -4.1619e+00 -1.2158e+00 -8.1975e-01 +2.7871e+00 -4.1817e+00 +3.5196e+00 +3.4673e+00 -3.0066e+00 -4.3256e+00 +2.0637e+00 -1.7610e+00 +1.7130e-01 +6.6139e-01 -4.0402e+00 -2.3026e+00 -3.7000e+00 -1.6217e+00 +3.1224e+00
2073 +2.459939328e+04 +2.459939328e+04 +2.559939328e+04 +2.559939328e+04 -4.4716e+00 -5.7532e-01 -1.9992e+00 -2.2739e-01 -1.8375e+00 +3.5696e+00 -5.1359e-01 +3.5150e+00 +4.3494e+00 -2.8218e+00 +1.3682e+00 -1.1763e+00 +6.8156e-01 +5.8280e-02 -1.1531e-01 -2.1372e+00 -3.4512e+00 -6.4900e-01 -6.2238e-02 +2.6168e+00
2781 +1.082909510e+04 +1.082909510e+04 +1.182909510e+04 +1.182909510e+04 +3.0582e+00 +3.7155e+00 +1.4789e+00 -3.7166e-01 -2.4743e+00 -5.3637e-01 -4.5254e+00 -1.8437e+00 -1.4080e+00 +2.1434e+00 -1.7843e+00 -2.7077e+00 -2.2978e+00 +3.3161e-01 +4.4638e-01 -3.3094e+00 -1.1333e+00 -1.1855e+00 -1.2933e+00 +2.9931e+00
7834 +5.373961189e+03 +5.373961189e+03 +6.373961189e+03 +6.373961189e+03 +1.9057e+00 -1.4085e+00 -1.8339e+00 -2.9652e-01 -2.3858e+00 +8.4030e-01 -3.1248e-02 +2.3310e+00 -7.0168e-01 -3.0839e+00 -1.3365e+00 -1.5133e+00 -3.1579e+00 +7.0908e-01 +2.6378e-01 -1.5354e+00 -2.8029e+00 -2.1839e+00 -1.1457e-01 +9.7829e-01
15210 +9.323282618e+02 +9.323282618e+02 +1.932328262e+03 +1.932328262e+03 +1.9057e+00 -1.4085e+00 -1.8339e+00 -2.9652e-01 -2.3858e+00 +8.4030e-01 -3.1248e-02 +2.3310e+00 -7.0168e-01 -3.0839e+00 -1.3365e+00 -1.5133e+00 -2.6394e+00 -1.6959e+00 -2.7555e+00 -1.9979e+00 -2.6335e+00 -1.1158e+00 -1.6416e+00 +7.7533e-01
24516 +6.223400437e+02 +6.223400437e+02 +1.622340044e+03 +1.622340044e+03 +1.9057e+00 -1.4866e+00 -1.8336e+00 -2.9652e-01 -2.3858e+00 +8.0124e-01 -3.1248e-02 +2.3310e+00 -7.0168e-01 -3.0839e+00 -1.3316e+00 -2.6765e+00 +3.1477e-01 -1.4500e+00 -1.9039e+00 -2.5832e+00 -4.2618e-01 -6.4900e-01 -1.1230e+00 +9.8317e-01
27704 +2.229961296e+02 +2.229961296e+02 +1.222996130e+03 +1.222996130e+03 +1.9057e+00 -1.4866e+00 -1.8336e+00 -2.9652e-01 -2.3858e+00 +8.4030e-01 -3.1248e-02 +2.3312e+00 -6.9680e-01 -3.0839e+00 -1.3365e+00 -1.7705e+00 -2.2379e+00 -2.2583e-01 -2.3465e+00 -3.9348e-01 -1.4208e+00 -1.8998e+00 -2.0321e+00 +9.7829e-01
31255 +1.350868062e+02 +1.350868062e+02 +1.135086806e+03 +1.135086806e+03 +1.9057e+00 -1.4133e+00 -1.8339e+00 -2.9652e-01 -2.3858e+00 +8.4030e-01 -3.1248e-02 +1.6573e-01 -2.9820e+00 +1.7954e-01 -2.6150e+00 +4.7957e-01 -1.7657e+00 -3.8664e-01 -1.8163e+00 -9.8836e-01 -8.6061e-01 -6.1494e-01 -2.6320e+00 +9.8805e-01
35863 +5.565359117e+01 +5.565359117e+01 +1.055653591e+03 +1.055653591e+03 +1.9057e+00 -1.4133e+00 -1.8339e+00 -2.9652e-01 -2.3858e+00 +8.4030e-01 -3.1554e-02 +1.6573e-01 -2.9820e+00 +1.7954e-01 -2.6150e+00 +4.7957e-01 -1.7657e+00 -3.8664e-01 -1.8163e+00 -9.8836e-01 -1.4208e+00 -1.8998e+00 -1.6416e+00 +1.5663e+00
37864 +3.808120623e+01 +3.808120623e+01 +1.038081206e+03 +1.038081206e+03 +1.9057e+00 -1.3300e+00 -1.8312e+00 -2.9652e-01 -5.9505e-01 +2.8105e+00 -2.1067e+00 -2.7469e-01 -3.5630e-01 +2.8384e-01 -1.0129e+00 -1.7753e+00 -2.2089e+00 -2.0359e+00 -4.9215e-01 -1.1737e+00 -9.6236e-01 -1.8066e+00 -2.1897e+00 +1.8891e+00
38540 +2.001711254e+01 +2.001711254e+01 +1.020017113e+03 +1.020017113e+03 +1.9057e+00 -1.4133e+00 -1.8339e+00 -2.9652e-01 -2.3858e+00 +8.4030e-01 -3.1248e-02 +2.3310e+00 -7.0168e-01 +1.2605e-02 -2.1575e+00 -1.7705e+00 -2.2379e+00 -1.8984e+00 -1.2233e+00 -6.8563e-01 -1.4208e+00 -1.8998e+00 -1.6416e+00 +9.7829e-01
40702 +3.768087833e+00 +3.768087833e+00 +1.003768088e+03 +1.003768088e+03 +1.9288e+00 +3.2405e+00 -1.8336e+00 -2.9652e-01 -2.3858e+00 +8.4030e-01 -3.1248e-02 +2.3310e+00 -9.8130e-01 +2.8384e-01 -2.8253e+00 -1.1103e+00 -1.2946e+00 -3.8664e-01 -1.1556e+00 -1.1739e+00 -9.2443e-01 -1.1158e+00 -1.6416e+00 +9.7829e-01
67507 +2.443321894e+00 +2.443321894e+00 +1.002443322e+03 +1.002443322e+03 +1.8132e+00 +3.2405e+00 -1.8336e+00 -2.9654e-01 -2.3858e+00 +8.4030e-01 -3.1248e-02 +1.6085e-01 -2.6695e+00 +1.7954e-01 -2.6150e+00 +3.2332e-01 -2.2089e+00 -2.0359e+00 -4.9215e-01 -1.1737e+00 -9.6236e-01 -1.8066e+00 -2.1897e+00 +1.2004e+00
99785 +1.576394222e+00 +1.576394222e+00 +1.001576394e+03 +1.001576394e+03 -2.0821e+00 -2.2155e+00 -1.0101e-01 -2.9654e-01 -2.3864e+00 +2.0903e+00 -3.1248e-02 +1.6573e-01 -2.6695e+00 +1.7954e-01 -2.6150e+00 -1.5133e+00 -2.2504e+00 -3.8664e-01 -2.4843e+00 -1.5784e+00 -8.9756e-01 -2.4276e+00 -2.0321e+00 +9.7707e-01
156699 +9.950573372e-01 +9.950573372e-01 +1.000995057e+03 +1.000995057e+03 -2.0821e+00 -2.2154e+00 -1.0086e-01 -2.9654e-01 -2.4639e+00 +2.0903e+00 -1.8752e-01 +1.8526e-01 -2.6695e+00 +1.7955e-01 -2.6540e+00 -1.9658e+00 -2.2083e+00 -4.4522e-01 -2.4818e+00 -1.9914e+00 -7.6696e-01 -2.4227e+00 -2.0083e+00 +2.1330e+00
217823 +6.240560342e-01 +6.240560342e-01 +1.000624056e+03 +1.000624056e+03 -2.0821e+00 -1.2522e+00 -2.9959e+00 -9.2137e-01 -2.3858e+00 +2.0714e+00 -1.9024e-01 +2.0480e-01 -2.5911e+00 +1.6001e-01 -2.6541e+00 -1.9658e+00 -2.2089e+00 -2.0551e+00 -2.1207e+00 -2.1281e+00 -7.2178e-01 -2.4471e+00 -2.0321e+00 +2.1182e+00
% function evaluation | noise-free fitness - Fopt (2.083800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.426622523e+05 +2.426622523e+05 +2.428706323e+05 +2.428706323e+05 -7.8407e-01 +2.0437e+00 -1.4157e+00 -2.5244e+00 -3.3911e+00 +9.5860e-01 -2.7801e+00 +3.0597e+00 +2.5949e-01 +2.1014e+00 +1.3295e+00 -3.4909e+00 +2.7070e+00 +1.7103e+00 -1.1600e+00 +3.1241e+00 +2.7994e+00 +2.4857e+00 +4.2191e+00 -4.8860e+00
2 +1.036025080e+05 +1.036025080e+05 +1.038108880e+05 +1.038108880e+05 +4.8559e+00 +5.4106e-01 -4.0382e+00 +1.4254e+00 +4.3073e+00 +3.6291e-01 -1.2074e+00 +6.2941e-01 +4.4900e+00 -1.0392e+00 -7.2521e-01 +2.0550e+00 +5.4507e-01 -3.4348e+00 -5.1764e-01 +2.7519e+00 +4.6168e+00 -3.4231e+00 +1.6664e+00 +1.6970e+00
7 +7.896673080e+04 +7.896673080e+04 +7.917511080e+04 +7.917511080e+04 -4.8174e-01 +3.3779e+00 -3.6939e+00 +4.0101e+00 -7.0940e-01 -1.1269e+00 -3.0621e+00 -1.8680e+00 -2.6880e+00 +1.8824e+00 -1.3162e+00 +3.8099e-01 -3.4129e+00 -1.0561e+00 -4.4140e+00 -1.2707e+00 +4.6724e-01 +4.4668e+00 -7.3281e-01 +3.4262e+00
17 +4.745258151e+04 +4.745258151e+04 +4.766096151e+04 +4.766096151e+04 -3.5835e+00 +4.6314e+00 +1.3016e+00 +9.1416e-01 -1.4963e+00 -2.2797e+00 +1.9277e+00 +3.1586e+00 -3.6075e+00 -2.1875e+00 +4.8404e+00 +1.4317e-01 -1.8846e+00 +5.8097e-01 -1.9855e+00 -2.8642e+00 +8.1742e-01 +3.5662e+00 +9.5292e-01 -8.5817e-01
45 +1.467867989e+04 +1.467867989e+04 +1.488705989e+04 +1.488705989e+04 -2.8680e+00 -2.9500e-03 -9.6504e-01 +1.4517e+00 -3.0639e+00 +9.2446e-01 +4.6931e+00 +7.3586e-01 -2.1012e+00 +8.2041e-01 -6.6973e-01 -4.3462e-01 +8.3348e-01 -4.0971e+00 -9.5142e-01 -6.9914e-01 +3.0761e+00 +1.6047e-01 +9.5135e-01 +2.9432e+00
7417 +9.888831551e+03 +9.888831551e+03 +1.009721155e+04 +1.009721155e+04 +9.8448e-01 +2.5264e+00 -1.7903e+00 +1.2803e+00 +2.2596e+00 +3.7862e+00 -1.9637e+00 +6.6775e-01 -3.9794e+00 -1.6727e+00 +3.7633e+00 +1.6959e+00 -1.2024e-01 +1.1676e+00 +3.4498e+00 -7.2743e-01 +9.3204e-01 +2.1812e+00 +2.0084e+00 +1.1694e+00
10937 +3.212839176e+03 +3.212839176e+03 +3.421219176e+03 +3.421219176e+03 +1.2263e-02 +9.1681e-01 +1.7085e+00 +9.2964e-01 +3.1800e-01 +9.3882e-01 +2.6541e+00 -2.3341e+00 -4.3527e+00 -1.2282e+00 +2.7832e+00 -3.5937e-01 -9.6286e-01 -7.3806e-01 +7.1929e-01 -2.1057e+00 -1.3516e-01 +3.0048e+00 +1.0690e+00 +1.2926e+00
21316 +2.454832211e+03 +2.454832211e+03 +2.663212211e+03 +2.663212211e+03 +1.2263e-02 +9.1681e-01 +1.7085e+00 +9.2964e-01 +3.1800e-01 +9.3882e-01 +2.6541e+00 -2.3341e+00 -4.3527e+00 -1.2282e+00 +2.7832e+00 -3.5937e-01 -9.6285e-01 -7.3806e-01 +7.1929e-01 -2.1057e+00 +1.3827e+00 +9.2231e-01 +1.2017e+00 +7.6983e-01
21349 +1.011751724e+03 +1.011751724e+03 +1.220131724e+03 +1.220131724e+03 +1.6851e-01 +9.1681e-01 +1.7085e+00 +9.2964e-01 +3.1800e-01 +9.3882e-01 +2.6541e+00 +1.8826e+00 +5.0492e-01 +1.1864e+00 +1.0288e+00 -3.5937e-01 -9.6286e-01 -7.3806e-01 +7.1929e-01 -2.1057e+00 -1.3516e-01 +3.0048e+00 +1.0690e+00 +1.2926e+00
23751 +9.150339246e+02 +9.150339246e+02 +1.123413925e+03 +1.123413925e+03 -1.5447e+00 +8.6237e-01 -2.0020e+00 +3.0859e+00 +6.7674e-01 +1.4703e-01 +3.5941e+00 +1.7556e+00 +8.9527e-01 +2.0909e+00 +9.6238e-01 +1.4467e+00 +1.4703e-01 -9.9078e-01 +1.3179e+00 -1.0976e+00 +1.5289e+00 +2.3252e+00 +1.2265e+00 +5.9929e-01
29373 +6.226319861e+02 +6.226319861e+02 +8.310119861e+02 +8.310119861e+02 -2.1536e+00 +2.9122e+00 +1.2583e+00 -1.0189e+00 +1.3776e+00 -9.2280e-01 +1.9354e+00 +1.1239e+00 -2.1166e+00 -7.0463e-01 +2.6926e+00 +9.1713e-01 -2.5134e+00 +1.6682e-01 +6.0451e-01 -2.3989e-01 +2.0730e+00 +2.0766e+00 +2.4209e+00 +6.7196e-01
31181 +3.801062181e+02 +3.801062181e+02 +5.884862181e+02 +5.884862181e+02 -2.1023e+00 -2.8444e+00 +2.2399e+00 +1.6617e+00 -7.5598e-01 -9.5388e-01 +3.4523e+00 +1.7823e+00 -3.9480e-01 +1.4579e+00 +3.1456e-01 +1.6299e+00 -1.5928e+00 -2.4353e-02 +7.2822e-01 -1.4225e+00 +9.3204e-01 +2.1812e+00 +2.0084e+00 +1.1694e+00
33598 +1.224341612e+02 +1.224341612e+02 +3.308141612e+02 +3.308141612e+02 +1.2263e-02 +9.1681e-01 +1.8854e+00 +2.3062e+00 +3.1800e-01 +9.3882e-01 +4.2936e-01 +2.7069e+00 -8.7937e-01 +1.5518e-01 +6.4672e-01 -1.6098e-01 -9.6286e-01 -7.3806e-01 +7.1929e-01 -2.0959e+00 +2.9509e-01 +2.1948e+00 +1.9485e+00 +1.2926e+00
35758 +1.694967318e+01 +1.694967318e+01 +2.253296732e+02 +2.253296732e+02 +1.2263e-02 +9.1681e-01 +1.8866e+00 +2.3062e+00 +3.1800e-01 +9.3882e-01 +4.2936e-01 +2.7069e+00 -8.7937e-01 +1.5518e-01 +1.5803e+00 -1.6098e-01 -9.6286e-01 -7.3806e-01 +7.1929e-01 -2.0959e+00 +2.9509e-01 +2.1948e+00 +1.9485e+00 +1.2926e+00
35969 +4.068630847e+00 +4.068630847e+00 +2.124486308e+02 +2.124486308e+02 +1.2623e+00 +9.1681e-01 +1.8648e+00 +9.2964e-01 +3.1800e-01 +9.3882e-01 +2.6541e+00 +2.0016e+00 -7.9075e-01 +6.6909e-01 +5.1241e-01 +8.7510e-01 -2.2961e+00 -7.7858e-01 +1.5696e+00 -2.0827e+00 +1.2082e+00 +1.5129e+00 +2.2834e+00 +1.0507e+00
43774 +3.828734776e+00 +3.828734776e+00 +2.122087348e+02 +2.122087348e+02 -2.0271e+00 +2.0184e+00 -1.3904e+00 +9.2964e-01 +3.1800e-01 +9.3882e-01 +2.6542e+00 +1.8826e+00 +5.0492e-01 +1.1863e+00 +5.1241e-01 +8.7480e-01 -9.6286e-01 -7.3806e-01 +7.1929e-01 -9.8795e-01 +9.0240e-01 +1.5130e+00 +2.2834e+00 +1.0507e+00
70727 +2.418902259e+00 +2.418902259e+00 +2.107989023e+02 +2.107989023e+02 -2.0797e+00 -1.3338e+00 +1.7085e+00 -7.6012e-01 +2.9149e+00 +1.1924e-01 +7.2926e-01 +1.5681e-01 -1.8796e+00 +1.4579e+00 +9.0163e-01 +2.3729e+00 -9.6286e-01 -7.3806e-01 +2.4309e+00 -2.0827e+00 +1.2082e+00 +1.3689e+00 +2.2834e+00 +1.0507e+00
95212 +1.584527906e+00 +1.584527906e+00 +2.099645279e+02 +2.099645279e+02 +1.6708e+00 +3.0723e+00 +1.8854e+00 +2.2281e+00 +3.1800e-01 +1.4703e-01 +2.6541e+00 +1.9948e+00 +5.9146e-02 +2.6207e+00 -1.0049e-02 +6.5611e-01 -2.5143e+00 -7.3807e-01 +2.4309e+00 -2.1188e+00 +1.7506e+00 +2.1948e+00 +1.1898e+00 +2.3348e+00
128056 +9.893856981e-01 +9.893856981e-01 +2.093693857e+02 +2.093693857e+02 +1.6707e+00 +3.0723e+00 +1.8854e+00 +2.3060e+00 -7.5598e-01 +1.1924e-01 +2.6541e+00 +2.0016e+00 +5.9146e-02 +2.6303e+00 -5.1663e-03 +2.6419e-01 -2.4972e+00 -3.3731e-01 +2.5406e+00 -1.9494e+00 +2.0730e+00 +2.1290e+00 +9.0284e-01 +1.2939e+00
162515 +6.091935242e-01 +6.091935242e-01 +2.089891935e+02 +2.089891935e+02 +1.5926e+00 +3.0818e+00 +1.8868e+00 +2.1497e+00 +2.0026e+00 -4.2707e-01 +2.6346e+00 +2.0016e+00 +5.9146e-02 +2.6207e+00 +1.9466e+00 +2.6423e-01 -2.4972e+00 -3.3731e-01 +2.5406e+00 -1.9494e+00 +2.1334e+00 +2.1291e+00 +2.0911e+00 +2.0946e+00
215095 +3.959332075e-01 +3.959332075e-01 +2.087759332e+02 +2.087759332e+02 +1.5729e+00 +3.0818e+00 +1.8854e+00 +2.1503e+00 +2.1930e+00 -5.8324e-01 +2.8104e+00 +1.9235e+00 +5.9159e-02 +2.6218e+00 +1.9466e+00 +2.6667e-01 -2.5570e+00 -3.3732e-01 +2.5405e+00 -2.0080e+00 +2.1334e+00 +2.1094e+00 +2.0913e+00 +2.0946e+00
% function evaluation | noise-free fitness - Fopt (-1.449600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.081713416e+05 +3.081713416e+05 +3.080263816e+05 +3.080263816e+05 -2.7548e-02 -2.0212e-01 -6.1699e-01 +3.5637e+00 -4.6377e+00 -4.5216e+00 -4.4538e-01 +3.1296e+00 +3.2792e+00 -9.6200e-01 +1.7116e+00 -4.6767e+00 -1.9818e+00 +3.8384e+00 -4.6291e+00 -2.6458e+00 +3.1843e+00 +3.2038e+00 +9.5355e-01 -2.8430e-01
2 +1.028598041e+05 +1.028598041e+05 +1.027148441e+05 +1.027148441e+05 +8.7517e-01 -1.6601e+00 -4.1781e+00 +4.0822e-01 -4.1283e+00 +1.8923e+00 -1.0903e+00 -5.3803e-01 -1.1012e+00 +2.3281e+00 +1.8836e-01 -3.1306e+00 +3.7884e+00 +3.1372e+00 +1.8392e+00 +9.4596e-01 -3.6049e+00 -3.7627e+00 +3.5909e+00 +3.4348e+00
