% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.100326800e+01 +7.100326800e+01 +5.406326800e+01 -1.694000000e+01 +2.4665e+00 -3.4257e+00 -3.9793e+00 +6.5589e-01 +1.2838e+00
188 +1.538306614e+01 +1.538306614e+01 -1.556933860e+00 -1.694000000e+01 +2.4709e+00 -1.8721e+00 -2.9644e+00 +3.6670e+00 +1.1244e+00
349 +6.542170854e+00 +6.542170854e+00 -1.039782915e+01 -1.694000000e+01 +2.2926e+00 -7.9993e-01 -3.0061e+00 +3.6670e+00 +1.1244e+00
2642 +6.057837688e+00 +6.057837688e+00 -1.088216231e+01 -1.694000000e+01 +2.2926e+00 -7.9993e-01 -2.8119e+00 +3.6670e+00 +1.1244e+00
7243 +3.972661005e+00 +3.972661005e+00 -1.296733899e+01 -1.694000000e+01 +2.1998e+00 +4.0805e+00 -2.0199e+00 +9.5968e-01 +8.8899e-01
11803 +2.391419139e+00 +2.391419139e+00 -1.454858086e+01 -1.694000000e+01 +1.6153e+00 -1.0126e+00 -2.7993e+00 +3.8388e+00 +7.5488e-01
38563 +1.563271611e+00 +1.563271611e+00 -1.537672839e+01 -1.694000000e+01 +2.1580e+00 +2.8058e-01 -2.5046e+00 +3.1841e+00 +9.3240e-01
43163 +9.901328903e-01 +9.901328903e-01 -1.594986711e+01 -1.694000000e+01 +2.1508e+00 +2.4637e-01 -2.5025e+00 +3.1800e+00 +9.0551e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.966215349e+01 +3.966215349e+01 +5.847215349e+01 +1.881000000e+01 -2.4126e+00 -1.1958e-02 -3.8287e-01 +3.4291e+00 -1.3890e+00
194 +2.050482568e+01 +2.050482568e+01 +3.931482568e+01 +1.881000000e+01 -8.1238e-01 +2.2306e+00 -1.4857e-01 +5.4832e-01 +3.4977e-01
288 +9.746409901e+00 +9.746409901e+00 +2.855640990e+01 +1.881000000e+01 -8.1238e-01 +2.2306e+00 -8.7599e-01 +2.9236e-01 +3.4977e-01
384 +4.765400135e+00 +4.765400135e+00 +2.357540013e+01 +1.881000000e+01 -9.4507e-01 +2.2306e+00 -8.7599e-01 +1.4030e+00 -3.2023e-01
482 +3.300426130e+00 +3.300426130e+00 +2.211042613e+01 +1.881000000e+01 -8.1238e-01 +2.2306e+00 -1.2092e+00 +1.4030e+00 +3.4977e-01
870 +1.375628753e+00 +1.375628753e+00 +2.018562875e+01 +1.881000000e+01 -8.1238e-01 +2.2306e+00 -1.2092e+00 +1.2227e+00 +3.4977e-01
2224 +9.905344474e-01 +9.905344474e-01 +1.980053445e+01 +1.881000000e+01 -8.1238e-01 +2.2151e+00 -1.1865e+00 +1.2227e+00 +3.4951e-01
18992 +6.143219836e-01 +6.143219836e-01 +1.942432198e+01 +1.881000000e+01 -8.1229e-01 +2.2151e+00 -1.1850e+00 +1.2072e+00 +3.2623e-01
