% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.494000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.899705327e+07 +8.899699833e+07 +8.899699833e+07
2 0 +5.704894557e+07 +5.704889063e+07 +5.704889063e+07
5 0 +2.940986795e+07 +2.940981301e+07 +2.940981301e+07
11 0 +1.722345485e+07 +1.722339991e+07 +1.722339991e+07
19 0 +1.582165935e+07 +1.582160441e+07 +1.582160441e+07
50 0 +1.327847570e+07 +1.327842076e+07 +1.327842076e+07
52 0 +1.084847263e+07 +1.084841769e+07 +1.084841769e+07
93 0 +7.487565381e+06 +7.487510441e+06 +7.487510441e+06
507 0 +6.623841842e+06 +6.623786902e+06 +6.623786902e+06
509 0 +5.560366219e+06 +5.560311279e+06 +5.560311279e+06
529 0 +4.682156678e+06 +4.682101738e+06 +4.682101738e+06
539 0 +4.360374362e+06 +4.360319422e+06 +4.360319422e+06
540 0 +3.710675108e+06 +3.710620168e+06 +3.710620168e+06
565 0 +2.874869406e+06 +2.874814466e+06 +2.874814466e+06
578 0 +2.346894510e+06 +2.346839570e+06 +2.346839570e+06
586 0 +2.213729545e+06 +2.213674605e+06 +2.213674605e+06
606 0 +1.862114874e+06 +1.862059934e+06 +1.862059934e+06
657 0 +1.545181042e+06 +1.545126102e+06 +1.545126102e+06
680 0 +1.484675266e+06 +1.484620326e+06 +1.484620326e+06
706 0 +1.461989255e+06 +1.461934315e+06 +1.461934315e+06
722 0 +1.430961935e+06 +1.430906995e+06 +1.430906995e+06
751 0 +1.401316368e+06 +1.401261428e+06 +1.401261428e+06
753 0 +1.378681969e+06 +1.378627029e+06 +1.378627029e+06
780 0 +1.348220914e+06 +1.348165974e+06 +1.348165974e+06
1207 0 +1.172783138e+06 +1.172728198e+06 +1.172728198e+06
1228 0 +1.143347119e+06 +1.143292179e+06 +1.143292179e+06
1310 0 +1.117731169e+06 +1.117676229e+06 +1.117676229e+06
1389 0 +1.032033777e+06 +1.031978837e+06 +1.031978837e+06
1494 0 +1.008320896e+06 +1.008265956e+06 +1.008265956e+06
1536 0 +9.091550747e+05 +9.091001347e+05 +9.091001347e+05
1539 0 +8.604056569e+05 +8.603507169e+05 +8.603507169e+05
1552 0 +7.882719059e+05 +7.882169659e+05 +7.882169659e+05
1817 0 +7.378107165e+05 +7.377557765e+05 +7.377557765e+05
1844 0 +7.162020134e+05 +7.161470734e+05 +7.161470734e+05
1866 0 +6.951224948e+05 +6.950675548e+05 +6.950675548e+05
2411 0 +6.611535258e+05 +6.610985858e+05 +6.610985858e+05
2503 0 +6.572142829e+05 +6.571593429e+05 +6.571593429e+05
2551 0 +6.240342653e+05 +6.239793253e+05 +6.239793253e+05
2646 0 +6.037607320e+05 +6.037057920e+05 +6.037057920e+05
2913 0 +6.021197220e+05 +6.020647820e+05 +6.020647820e+05
3186 0 +5.885499932e+05 +5.884950532e+05 +5.884950532e+05
3484 0 +5.712923585e+05 +5.712374185e+05 +5.712374185e+05
3820 0 +5.401651901e+05 +5.401102501e+05 +5.401102501e+05
4027 0 +5.283849783e+05 +5.283300383e+05 +5.283300383e+05
4037 0 +5.215647252e+05 +5.215097852e+05 +5.215097852e+05
4206 0 +5.126853480e+05 +5.126304080e+05 +5.126304080e+05
4223 0 +4.999820554e+05 +4.999271154e+05 +4.999271154e+05
4557 0 +4.880122675e+05 +4.879573275e+05 +4.879573275e+05
5646 0 +4.768638198e+05 +4.768088798e+05 +4.768088798e+05
