% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2446 +2.190088819e+00 +2.190088819e+00 -2.305991118e+01 -2.525000000e+01 +3.5486e+00 +4.2868e-01 -1.6340e+00 -2.0630e+00 +3.6240e+00 -5.1453e-02 -2.1875e+00 -1.9964e+00 +1.5721e+00 -2.4432e+00 +2.4075e+00 +1.1505e+00 -1.8227e+00 -1.4000e-01 +2.2718e+00 +1.6800e-01 -2.1789e-01 -1.5400e+00 +1.0991e+00 -6.5345e-01
2820 +1.278964044e+00 +1.278964044e+00 -2.397103596e+01 -2.525000000e+01 +3.5486e+00 +4.2868e-01 -1.6340e+00 -2.0630e+00 +3.6240e+00 -5.1453e-02 -2.1875e+00 -1.9964e+00 +1.5721e+00 -2.4432e+00 +2.4075e+00 +1.1505e+00 -2.7431e+00 -1.4000e-01 +2.2718e+00 +1.6800e-01 -2.1789e-01 -1.5400e+00 +7.6490e-01 -6.5345e-01
3193 +9.898687954e-01 +9.898687954e-01 -2.426013120e+01 -2.525000000e+01 +3.5486e+00 +4.2868e-01 -1.6340e+00 -2.0630e+00 +3.3734e+00 -5.1453e-02 -2.1875e+00 -1.9964e+00 +1.5721e+00 -2.4432e+00 +2.4075e+00 +1.1505e+00 -2.7431e+00 -1.4000e-01 +2.2718e+00 +1.6800e-01 -2.1789e-01 -1.5400e+00 +7.6490e-01 -1.4079e+00
4118 +5.866428292e-01 +5.866428292e-01 -2.466335717e+01 -2.525000000e+01 +3.5486e+00 +4.2868e-01 -1.6340e+00 -2.0630e+00 +3.3734e+00 -5.1453e-02 -2.1875e+00 -1.9964e+00 +1.5721e+00 -2.4432e+00 +2.6178e+00 +1.1505e+00 -2.7431e+00 -1.4000e-01 +2.2718e+00 +1.6800e-01 -5.0751e-01 -1.4885e+00 +5.5098e-01 -1.0171e+00
4673 +3.802174676e-01 +3.802174676e-01 -2.486978253e+01 -2.525000000e+01 +3.5486e+00 +5.7115e-01 -1.6340e+00 -2.0630e+00 +3.3734e+00 -5.1453e-02 -2.4698e+00 -1.9381e+00 +1.5721e+00 -2.4432e+00 +2.6178e+00 +1.1505e+00 -2.6439e+00 +1.0042e-01 +2.2718e+00 +1.6800e-01 -5.0751e-01 -1.4808e+00 +5.5098e-01 -1.0620e+00
5044 +1.986251132e-01 +1.986251132e-01 -2.505137489e+01 -2.525000000e+01 +3.5486e+00 +4.2868e-01 -1.4291e+00 -2.0630e+00 +3.3734e+00 -5.1453e-02 -2.4698e+00 -1.9381e+00 +1.3285e+00 -2.4432e+00 +2.6178e+00 +1.1505e+00 -2.5066e+00 -1.4000e-01 +2.0314e+00 +4.2965e-01 -6.7129e-01 -1.2632e+00 +4.1081e-01 -1.0620e+00
5230 +1.553906177e-01 +1.553906177e-01 -2.509460938e+01 -2.525000000e+01 +3.5486e+00 +5.7115e-01 -1.4291e+00 -2.0630e+00 +3.4184e+00 -5.1453e-02 -2.4698e+00 -1.9381e+00 +1.3285e+00 -2.6004e+00 +2.6178e+00 +1.1505e+00 -2.7431e+00 -1.4000e-01 +2.0314e+00 +1.6800e-01 -6.7129e-01 -1.2632e+00 +4.1081e-01 -1.0620e+00
5600 +9.916613039e-02 +9.916613039e-02 -2.515083387e+01 -2.525000000e+01 +3.5486e+00 +5.7115e-01 -1.4291e+00 -2.0630e+00 +3.4184e+00 -5.1453e-02 -2.4698e+00 -1.9381e+00 +1.3285e+00 -2.6004e+00 +2.6178e+00 +1.1505e+00 -2.6439e+00 +1.0042e-01 +2.0314e+00 +1.6800e-01 -6.7129e-01 -1.2632e+00 +3.3650e-01 -1.0620e+00
6525 +5.807916413e-02 +5.807916413e-02 -2.519192084e+01 -2.525000000e+01 +3.5486e+00 +5.7115e-01 -1.4291e+00 -2.0630e+00 +3.3734e+00 -5.1453e-02 -2.4698e+00 -1.8010e+00 +1.3285e+00 -2.6004e+00 +2.6178e+00 +1.1505e+00 -2.6439e+00 +1.0042e-01 +2.0314e+00 +2.6703e-01 -6.7129e-01 -1.2632e+00 +4.1081e-01 -1.0620e+00
7614 +3.289082023e-02 +3.289082023e-02 -2.521710918e+01 -2.525000000e+01 +3.5486e+00 +6.3692e-01 -1.4291e+00 -2.1831e+00 +3.3734e+00 -5.1453e-02 -2.4698e+00 -1.8010e+00 +1.3285e+00 -2.7163e+00 +2.6178e+00 +1.1505e+00 -2.5602e+00 +1.0042e-01 +2.0314e+00 +2.6703e-01 -6.7129e-01 -1.2632e+00 +3.3650e-01 -1.2280e+00
8367 +2.151858212e-02 +2.151858212e-02 -2.522848142e+01 -2.525000000e+01 +3.5841e+00 +6.3692e-01 -1.4291e+00 -2.1831e+00 +3.3145e+00 -5.1453e-02 -2.4698e+00 -1.8010e+00 +1.3285e+00 -2.7163e+00 +2.6178e+00 +1.1505e+00 -2.5602e+00 +1.0042e-01 +2.0314e+00 +2.6703e-01 -6.7129e-01 -1.2632e+00 +3.3650e-01 -1.2089e+00
8741 +1.581249798e-02 +1.581249798e-02 -2.523418750e+01 -2.525000000e+01 +3.5841e+00 +6.3692e-01 -1.4291e+00 -2.1831e+00 +3.3145e+00 -5.1453e-02 -2.4698e+00 -1.8010e+00 +1.3285e+00 -2.6620e+00 +2.6178e+00 +1.1505e+00 -2.5602e+00 -2.9384e-03 +2.0314e+00 +2.6703e-01 -6.7129e-01 -1.2632e+00 +3.3650e-01 -1.1387e+00
39554 +9.807101278e-03 +9.807101278e-03 -2.524019290e+01 -2.525000000e+01 +3.5841e+00 +6.3692e-01 -1.4291e+00 -2.1578e+00 +3.3145e+00 -5.1453e-02 -2.4698e+00 -1.8010e+00 +1.3285e+00 -2.6620e+00 +2.6337e+00 +1.1189e+00 -2.5602e+00 +2.2664e-02 +2.0314e+00 +2.6703e-01 -6.2364e-01 -1.2632e+00 +3.4862e-01 -1.1387e+00
44674 +4.645693175e-03 +4.645693175e-03 -2.524535431e+01 -2.525000000e+01 +3.6242e+00 +6.3692e-01 -1.4291e+00 -2.1545e+00 +3.2891e+00 -1.2068e-01 -2.4698e+00 -1.8105e+00 +1.3285e+00 -2.6669e+00 +2.6427e+00 +1.1189e+00 -2.5602e+00 +6.1144e-02 +2.0314e+00 +2.6703e-01 -6.2364e-01 -1.3345e+00 +3.5346e-01 -1.1665e+00
45227 +3.472260196e-03 +3.472260196e-03 -2.524652774e+01 -2.525000000e+01 +3.6242e+00 +6.3692e-01 -1.4291e+00 -2.1545e+00 +3.2891e+00 -1.2068e-01 -2.4698e+00 -1.8105e+00 +1.3285e+00 -2.6669e+00 +2.6427e+00 +1.1189e+00 -2.5602e+00 +6.1144e-02 +2.0314e+00 +3.4712e-01 -6.2364e-01 -1.3345e+00 +3.5346e-01 -1.1665e+00
56015 +2.429369496e-03 +2.429369496e-03 -2.524757063e+01 -2.525000000e+01 +3.6062e+00 +6.4613e-01 -1.4273e+00 -2.1597e+00 +3.3080e+00 -9.6138e-02 -2.4659e+00 -1.7937e+00 +1.3145e+00 -2.6605e+00 +2.6299e+00 +1.1376e+00 -2.5701e+00 +2.5698e-02 +2.0600e+00 +3.2466e-01 -6.4303e-01 -1.2928e+00 +3.7743e-01 -1.1416e+00
56815 +1.340977398e-03 +1.340977398e-03 -2.524865902e+01 -2.525000000e+01 +3.6020e+00 +6.3499e-01 -1.4308e+00 -2.1560e+00 +3.2981e+00 -1.0553e-01 -2.4871e+00 -1.8100e+00 +1.3031e+00 -2.6586e+00 +2.6512e+00 +1.1266e+00 -2.5682e+00 +2.9379e-02 +2.0379e+00 +2.9949e-01 -6.2784e-01 -1.3086e+00 +3.6220e-01 -1.1516e+00
102686 +8.000778559e-04 +8.000778559e-04 -2.524919992e+01 -2.525000000e+01 +3.6107e+00 +6.3374e-01 -1.4276e+00 -2.1520e+00 +3.2889e+00 -1.0314e-01 -2.4699e+00 -1.8193e+00 +1.3174e+00 -2.6674e+00 +2.6426e+00 +1.1121e+00 -2.5601e+00 +4.4287e-02 +2.0326e+00 +3.1735e-01 -6.2415e-01 -1.3133e+00 +3.5936e-01 -1.1396e+00
104886 +5.778082764e-04 +5.778082764e-04 -2.524942219e+01 -2.525000000e+01 +3.6175e+00 +6.3452e-01 -1.4254e+00 -2.1543e+00 +3.2880e+00 -1.0185e-01 -2.4682e+00 -1.8214e+00 +1.3218e+00 -2.6772e+00 +2.6440e+00 +1.1196e+00 -2.5608e+00 +4.7858e-02 +2.0322e+00 +3.1278e-01 -6.2816e-01 -1.3138e+00 +3.5865e-01 -1.1445e+00
106486 +3.136905909e-04 +3.136905909e-04 -2.524968631e+01 -2.525000000e+01 +3.6196e+00 +6.4209e-01 -1.4265e+00 -2.1477e+00 +3.2952e+00 -1.0138e-01 -2.4699e+00 -1.8227e+00 +1.3200e+00 -2.6752e+00 +2.6436e+00 +1.1185e+00 -2.5728e+00 +4.4110e-02 +2.0385e+00 +3.1388e-01 -6.3538e-01 -1.3063e+00 +3.6677e-01 -1.1548e+00
143346 +2.348416516e-04 +2.348416516e-04 -2.524976516e+01 -2.525000000e+01 +3.6122e+00 +6.3759e-01 -1.4180e+00 -2.1572e+00 +3.2940e+00 -1.0329e-01 -2.4752e+00 -1.8168e+00 +1.3049e+00 -2.6693e+00 +2.6439e+00 +1.1200e+00 -2.5649e+00 +4.0574e-02 +2.0446e+00 +3.1377e-01 -6.3627e-01 -1.3065e+00 +3.6162e-01 -1.1552e+00
169963 +1.390957949e-04 +1.390957949e-04 -2.524986090e+01 -2.525000000e+01 +3.6173e+00 +6.3260e-01 -1.4265e+00 -2.1534e+00 +3.2967e+00 -1.0131e-01 -2.4747e+00 -1.8144e+00 +1.3120e+00 -2.6725e+00 +2.6412e+00 +1.1215e+00 -2.5707e+00 +4.2634e-02 +2.0333e+00 +3.1538e-01 -6.3057e-01 -1.3095e+00 +3.6321e-01 -1.1598e+00
172363 +9.560108895e-05 +9.560108895e-05 -2.524990440e+01 -2.525000000e+01 +3.6156e+00 +6.3212e-01 -1.4267e+00 -2.1565e+00 +3.2995e+00 -1.0169e-01 -2.4737e+00 -1.8165e+00 +1.3115e+00 -2.6740e+00 +2.6407e+00 +1.1228e+00 -2.5715e+00 +4.3043e-02 +2.0403e+00 +3.1304e-01 -6.2915e-01 -1.3081e+00 +3.6289e-01 -1.1578e+00
182563 +4.283251584e-05 +4.283251584e-05 -2.524995717e+01 -2.525000000e+01 +3.6146e+00 +6.3440e-01 -1.4234e+00 -2.1548e+00 +3.2977e+00 -9.8898e-02 -2.4738e+00 -1.8176e+00 +1.3144e+00 -2.6734e+00 +2.6442e+00 +1.1197e+00 -2.5702e+00 +4.3403e-02 +2.0401e+00 +3.1299e-01 -6.2856e-01 -1.3073e+00 +3.5975e-01 -1.1526e+00
182763 +3.607127028e-05 +3.607127028e-05 -2.524996393e+01 -2.525000000e+01 +3.6146e+00 +6.3472e-01 -1.4234e+00 -2.1525e+00 +3.2973e+00 -1.0120e-01 -2.4738e+00 -1.8181e+00 +1.3149e+00 -2.6733e+00 +2.6440e+00 +1.1195e+00 -2.5698e+00 +4.2927e-02 +2.0390e+00 +3.1373e-01 -6.2830e-01 -1.3077e+00 +3.6009e-01 -1.1539e+00
201859 +2.477401557e-05 +2.477401557e-05 -2.524997523e+01 -2.525000000e+01 +3.6126e+00 +6.3688e-01 -1.4214e+00 -2.1533e+00 +3.2970e+00 -1.0149e-01 -2.4746e+00 -1.8158e+00 +1.3139e+00 -2.6715e+00 +2.6421e+00 +1.1209e+00 -2.5702e+00 +4.2722e-02 +2.0417e+00 +3.1333e-01 -6.3115e-01 -1.3094e+00 +3.6326e-01 -1.1565e+00
240355 +1.372675090e-05 +1.372675090e-05 -2.524998627e+01 -2.525000000e+01 +3.6153e+00 +6.3594e-01 -1.4220e+00 -2.1522e+00 +3.2976e+00 -1.0200e-01 -2.4765e+00 -1.8160e+00 +1.3130e+00 -2.6724e+00 +2.6401e+00 +1.1200e+00 -2.5716e+00 +4.2200e-02 +2.0409e+00 +3.1442e-01 -6.3081e-01 -1.3095e+00 +3.5967e-01 -1.1552e+00
240955 +9.907578498e-06 +9.907578498e-06 -2.524999009e+01 -2.525000000e+01 +3.6149e+00 +6.3503e-01 -1.4210e+00 -2.1523e+00 +3.2977e+00 -1.0186e-01 -2.4755e+00 -1.8152e+00 +1.3124e+00 -2.6718e+00 +2.6404e+00 +1.1202e+00 -2.5716e+00 +4.2669e-02 +2.0401e+00 +3.1457e-01 -6.3071e-01 -1.3082e+00 +3.5969e-01 -1.1545e+00
258963 +6.026370166e-06 +6.026370166e-06 -2.524999397e+01 -2.525000000e+01 +3.6145e+00 +6.3489e-01 -1.4215e+00 -2.1534e+00 +3.2966e+00 -1.0243e-01 -2.4750e+00 -1.8167e+00 +1.3131e+00 -2.6729e+00 +2.6420e+00 +1.1196e+00 -2.5703e+00 +4.2872e-02 +2.0414e+00 +3.1495e-01 -6.3139e-01 -1.3084e+00 +3.5990e-01 -1.1556e+00
259563 +3.352071808e-06 +3.352071808e-06 -2.524999665e+01 -2.525000000e+01 +3.6143e+00 +6.3470e-01 -1.4217e+00 -2.1537e+00 +3.2968e+00 -1.0202e-01 -2.4748e+00 -1.8153e+00 +1.3130e+00 -2.6729e+00 +2.6426e+00 +1.1197e+00 -2.5710e+00 +4.2810e-02 +2.0410e+00 +3.1470e-01 -6.3175e-01 -1.3076e+00 +3.5993e-01 -1.1556e+00
260163 +2.254613126e-06 +2.254613126e-06 -2.524999775e+01 -2.525000000e+01 +3.6143e+00 +6.3485e-01 -1.4211e+00 -2.1530e+00 +3.2968e+00 -1.0157e-01 -2.4750e+00 -1.8154e+00 +1.3132e+00 -2.6729e+00 +2.6427e+00 +1.1196e+00 -2.5700e+00 +4.2462e-02 +2.0413e+00 +3.1430e-01 -6.3157e-01 -1.3077e+00 +3.5996e-01 -1.1552e+00
280163 +1.443880713e-06 +1.443880713e-06 -2.524999856e+01 -2.525000000e+01 +3.6150e+00 +6.3501e-01 -1.4211e+00 -2.1530e+00 +3.2971e+00 -1.0173e-01 -2.4752e+00 -1.8151e+00 +1.3131e+00 -2.6729e+00 +2.6424e+00 +1.1199e+00 -2.5703e+00 +4.1978e-02 +2.0411e+00 +3.1445e-01 -6.3110e-01 -1.3078e+00 +3.6084e-01 -1.1555e+00
308012 +9.831559673e-07 +9.831559673e-07 -2.524999902e+01 -2.525000000e+01 +3.6149e+00 +6.3531e-01 -1.4214e+00 -2.1527e+00 +3.2969e+00 -1.0189e-01 -2.4752e+00 -1.8156e+00 +1.3126e+00 -2.6729e+00 +2.6425e+00 +1.1201e+00 -2.5702e+00 +4.2491e-02 +2.0403e+00 +3.1419e-01 -6.3101e-01 -1.3080e+00 +3.6096e-01 -1.1548e+00
315212 +6.106769135e-07 +6.106769135e-07 -2.524999939e+01 -2.525000000e+01 +3.6145e+00 +6.3521e-01 -1.4215e+00 -2.1530e+00 +3.2967e+00 -1.0139e-01 -2.4751e+00 -1.8150e+00 +1.3132e+00 -2.6727e+00 +2.6423e+00 +1.1199e+00 -2.5701e+00 +4.2418e-02 +2.0410e+00 +3.1441e-01 -6.3109e-01 -1.3081e+00 +3.6072e-01 -1.1554e+00
317012 +3.515950091e-07 +3.515950091e-07 -2.524999965e+01 -2.525000000e+01 +3.6145e+00 +6.3534e-01 -1.4216e+00 -2.1529e+00 +3.2968e+00 -1.0129e-01 -2.4751e+00 -1.8150e+00 +1.3129e+00 -2.6731e+00 +2.6425e+00 +1.1201e+00 -2.5704e+00 +4.2411e-02 +2.0410e+00 +3.1444e-01 -6.3118e-01 -1.3079e+00 +3.6067e-01 -1.1550e+00
356100 +2.422783076e-07 +2.422783076e-07 -2.524999976e+01 -2.525000000e+01 +3.6145e+00 +6.3522e-01 -1.4215e+00 -2.1527e+00 +3.2969e+00 -1.0167e-01 -2.4753e+00 -1.8154e+00 +1.3127e+00 -2.6729e+00 +2.6424e+00 +1.1201e+00 -2.5703e+00 +4.2470e-02 +2.0408e+00 +3.1419e-01 -6.3127e-01 -1.3080e+00 +3.6055e-01 -1.1552e+00
356500 +1.572223063e-07 +1.572223063e-07 -2.524999984e+01 -2.525000000e+01 +3.6144e+00 +6.3522e-01 -1.4214e+00 -2.1528e+00 +3.2969e+00 -1.0163e-01 -2.4752e+00 -1.8153e+00 +1.3126e+00 -2.6729e+00 +2.6425e+00 +1.1200e+00 -2.5703e+00 +4.2479e-02 +2.0407e+00 +3.1448e-01 -6.3132e-01 -1.3080e+00 +3.6087e-01 -1.1552e+00
357100 +8.056710143e-08 +8.056710143e-08 -2.524999992e+01 -2.525000000e+01 +3.6144e+00 +6.3516e-01 -1.4216e+00 -2.1527e+00 +3.2967e+00 -1.0162e-01 -2.4752e+00 -1.8153e+00 +1.3127e+00 -2.6729e+00 +2.6422e+00 +1.1200e+00 -2.5706e+00 +4.2487e-02 +2.0407e+00 +3.1428e-01 -6.3132e-01 -1.3080e+00 +3.6082e-01 -1.1552e+00
375900 +5.673526005e-08 +5.673526005e-08 -2.524999994e+01 -2.525000000e+01 +3.6144e+00 +6.3510e-01 -1.4216e+00 -2.1529e+00 +3.2968e+00 -1.0162e-01 -2.4752e+00 -1.8151e+00 +1.3128e+00 -2.6728e+00 +2.6425e+00 +1.1199e+00 -2.5705e+00 +4.2397e-02 +2.0408e+00 +3.1419e-01 -6.3139e-01 -1.3080e+00 +3.6084e-01 -1.1552e+00
376700 +2.080969708e-08 +2.080969708e-08 -2.524999998e+01 -2.525000000e+01 +3.6144e+00 +6.3520e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0161e-01 -2.4752e+00 -1.8151e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2413e-02 +2.0408e+00 +3.1443e-01 -6.3127e-01 -1.3080e+00 +3.6086e-01 -1.1552e+00
423994 +1.456494658e-08 +1.456494658e-08 -2.524999999e+01 -2.525000000e+01 +3.6144e+00 +6.3517e-01 -1.4215e+00 -2.1528e+00 +3.2968e+00 -1.0161e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2355e-02 +2.0408e+00 +3.1439e-01 -6.3116e-01 -1.3080e+00 +3.6082e-01 -1.1552e+00
424194 +8.970943099e-09 +8.970943099e-09 -2.524999999e+01 -2.525000000e+01 +3.6144e+00 +6.3519e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0160e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2358e-02 +2.0408e+00 +3.1440e-01 -6.3119e-01 -1.3080e+00 +3.6083e-01 -1.1552e+00
451551 +4.958106814e-09 +4.958106814e-09 -2.525000000e+01 -2.525000000e+01 +3.6144e+00 +6.3520e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0159e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2389e-02 +2.0408e+00 +3.1442e-01 -6.3120e-01 -1.3080e+00 +3.6082e-01 -1.1552e+00
452551 +3.838820817e-09 +3.838820817e-09 -2.525000000e+01 -2.525000000e+01 +3.6144e+00 +6.3521e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0159e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2387e-02 +2.0408e+00 +3.1443e-01 -6.3119e-01 -1.3080e+00 +3.6080e-01 -1.1552e+00
453751 +2.393662157e-09 +2.393662157e-09 -2.525000000e+01 -2.525000000e+01 +3.6144e+00 +6.3521e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0160e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2390e-02 +2.0408e+00 +3.1443e-01 -6.3119e-01 -1.3080e+00 +3.6080e-01 -1.1552e+00
454351 +1.298623431e-09 +1.298623431e-09 -2.525000000e+01 -2.525000000e+01 +3.6144e+00 +6.3521e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0161e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2390e-02 +2.0408e+00 +3.1439e-01 -6.3120e-01 -1.3080e+00 +3.6080e-01 -1.1552e+00
482890 +9.837464177e-10 +9.837464177e-10 -2.525000000e+01 -2.525000000e+01 +3.6144e+00 +6.3520e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0159e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2403e-02 +2.0408e+00 +3.1440e-01 -6.3119e-01 -1.3080e+00 +3.6079e-01 -1.1552e+00
492690 +5.665263814e-10 +5.665263814e-10 -2.525000000e+01 -2.525000000e+01 +3.6144e+00 +6.3521e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0160e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2400e-02 +2.0408e+00 +3.1440e-01 -6.3120e-01 -1.3080e+00 +3.6080e-01 -1.1552e+00
520860 +3.645297397e-10 +3.645297397e-10 -2.525000000e+01 -2.525000000e+01 +3.6144e+00 +6.3519e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0160e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2401e-02 +2.0408e+00 +3.1440e-01 -6.3120e-01 -1.3080e+00 +3.6079e-01 -1.1552e+00
530460 +2.211955064e-10 +2.211955064e-10 -2.525000000e+01 -2.525000000e+01 +3.6144e+00 +6.3520e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0160e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2398e-02 +2.0408e+00 +3.1440e-01 -6.3120e-01 -1.3080e+00 +3.6080e-01 -1.1552e+00
557932 +1.489546264e-10 +1.489546264e-10 -2.525000000e+01 -2.525000000e+01 +3.6144e+00 +6.3520e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0160e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2401e-02 +2.0408e+00 +3.1440e-01 -6.3120e-01 -1.3080e+00 +3.6080e-01 -1.1552e+00
559332 +8.955325370e-11 +8.955325370e-11 -2.525000000e+01 -2.525000000e+01 +3.6144e+00 +6.3520e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0160e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2399e-02 +2.0408e+00 +3.1440e-01 -6.3120e-01 -1.3080e+00 +3.6080e-01 -1.1552e+00
576832 +5.328004704e-11 +5.328004704e-11 -2.525000000e+01 -2.525000000e+01 +3.6144e+00 +6.3520e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0160e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2401e-02 +2.0408e+00 +3.1440e-01 -6.3120e-01 -1.3080e+00 +3.6080e-01 -1.1552e+00
578032 +3.789679681e-11 +3.789679681e-11 -2.525000000e+01 -2.525000000e+01 +3.6144e+00 +6.3520e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0160e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2401e-02 +2.0408e+00 +3.1440e-01 -6.3120e-01 -1.3080e+00 +3.6080e-01 -1.1552e+00
607195 +2.237854346e-11 +2.237854346e-11 -2.525000000e+01 -2.525000000e+01 +3.6144e+00 +6.3520e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0160e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2399e-02 +2.0408e+00 +3.1440e-01 -6.3120e-01 -1.3080e+00 +3.6080e-01 -1.1552e+00
644641 +1.520916726e-11 +1.520916726e-11 -2.525000000e+01 -2.525000000e+01 +3.6144e+00 +6.3520e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0160e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2401e-02 +2.0408e+00 +3.1440e-01 -6.3120e-01 -1.3080e+00 +3.6080e-01 -1.1552e+00
645241 +7.744915820e-12 +7.744915820e-12 -2.525000000e+01 -2.525000000e+01 +3.6144e+00 +6.3520e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0160e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2401e-02 +2.0408e+00 +3.1440e-01 -6.3120e-01 -1.3080e+00 +3.6080e-01 -1.1552e+00
646041 +5.702105454e-12 +5.702105454e-12 -2.525000000e+01 -2.525000000e+01 +3.6144e+00 +6.3520e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0160e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2401e-02 +2.0408e+00 +3.1440e-01 -6.3120e-01 -1.3080e+00 +3.6080e-01 -1.1552e+00
656041 +2.867039939e-12 +2.867039939e-12 -2.525000000e+01 -2.525000000e+01 +3.6144e+00 +6.3520e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0160e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2401e-02 +2.0408e+00 +3.1440e-01 -6.3120e-01 -1.3080e+00 +3.6080e-01 -1.1552e+00
656241 +2.355449169e-12 +2.355449169e-12 -2.525000000e+01 -2.525000000e+01 +3.6144e+00 +6.3520e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0160e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2400e-02 +2.0408e+00 +3.1440e-01 -6.3120e-01 -1.3080e+00 +3.6080e-01 -1.1552e+00
703510 +1.577404873e-12 +1.577404873e-12 -2.525000000e+01 -2.525000000e+01 +3.6144e+00 +6.3520e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0160e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2400e-02 +2.0408e+00 +3.1440e-01 -6.3120e-01 -1.3080e+00 +3.6080e-01 -1.1552e+00
704510 +9.556799796e-13 +9.556799796e-13 -2.525000000e+01 -2.525000000e+01 +3.6144e+00 +6.3520e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0160e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2400e-02 +2.0408e+00 +3.1440e-01 -6.3120e-01 -1.3080e+00 +3.6080e-01 -1.1552e+00
