% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1273 +2.460540651e+01 +2.460540651e+01 -4.933045935e+02 -5.179100000e+02 -2.7995e+00 -3.9900e+00 +1.5779e+00 +2.6104e+00 +1.3697e+00 +2.9534e+00 +3.0523e+00 -2.5583e+00 +2.4509e+00 +3.5202e+00 +1.6383e-01 -8.8490e-01 -3.3958e+00 +2.0421e+00 -3.7895e+00 -4.2689e+00 -4.9916e+00 -9.4872e-01 -3.3887e+00 -4.9437e+00
10960 +1.553035522e+01 +1.553035522e+01 -5.023796448e+02 -5.179100000e+02 +4.2409e+00 -4.2596e+00 +1.4145e+00 -4.5956e+00 +2.5480e+00 -3.5212e+00 -5.0847e-03 +4.7476e+00 +1.7624e+00 -1.6441e-01 +1.6886e+00 -5.4245e-01 +4.4765e+00 +4.4243e+00 +6.3294e-01 +1.1999e+00 -3.6806e+00 -3.1143e+00 +1.8047e+00 -4.7826e-01
41096 +9.990192424e+00 +9.990192424e+00 -5.079198076e+02 -5.179100000e+02 +3.9724e+00 -7.7872e-01 -3.1462e-01 -3.5351e+00 -4.8120e-01 -1.4362e+00 +6.8178e-01 +4.5267e+00 +4.2518e+00 -3.2036e+00 +8.8889e-01 +1.5735e+00 +1.6710e+00 +4.2005e+00 +8.5413e-01 -2.2089e-01 -1.6908e+00 -2.0652e+00 +4.4209e+00 -4.0108e+00
144188 +6.282687115e+00 +6.282687115e+00 -5.116273129e+02 -5.179100000e+02 +3.9823e+00 -7.7061e-01 -3.1462e-01 -3.5351e+00 -4.8120e-01 -1.4681e+00 +6.5744e-01 +4.5267e+00 +4.4053e+00 -3.2036e+00 +8.8889e-01 +1.5735e+00 +1.5750e+00 +4.2005e+00 +8.6414e-01 -2.2089e-01 -1.6908e+00 -2.1602e+00 +4.4502e+00 -4.0113e+00
573940 +3.979755824e+00 +3.979755824e+00 -5.139302442e+02 -5.179100000e+02 +3.9667e+00 -7.9111e-01 -3.6335e-01 -3.6633e+00 -4.8034e-01 -1.4905e+00 +6.5452e-01 +4.4977e+00 +4.4056e+00 -3.2099e+00 +8.8366e-01 +1.3977e+00 +1.5802e+00 +4.2014e+00 +8.6867e-01 -2.1712e-01 -1.7173e+00 -2.1613e+00 +4.4542e+00 -4.0055e+00
% function evaluation | noise-free fitness - Fopt (-5.721000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.373986159e+01 +4.373986159e+01 -1.347013841e+01 -5.721000000e+01 -2.2869e+00 -1.2814e+00 +4.2824e+00 +3.0109e+00 -4.0651e+00 +3.8838e+00 +7.1942e-01 +3.6284e+00 -3.5569e+00 +1.9289e+00 -4.2700e+00 -2.2073e+00 +8.3688e-01 -2.5469e+00 +3.8701e+00 +4.2554e+00 -2.2271e+00 +3.8082e+00 +3.6473e-01 +1.8809e+00
361 +3.362687506e+01 +3.362687506e+01 -2.358312494e+01 -5.721000000e+01 -4.0438e+00 +1.9158e+00 -2.1055e+00 -9.2943e-01 +1.5470e+00 -2.2816e+00 -4.9001e+00 -1.7131e+00 +9.4508e-01 +4.1425e+00 +1.0284e-01 -2.5855e+00 -4.3070e+00 -1.9911e+00 -9.7148e-01 -1.1528e+00 -1.0402e+00 -8.2594e-01 +2.3486e+00 -1.1905e+00
874 +2.410971865e+01 +2.410971865e+01 -3.310028135e+01 -5.721000000e+01 -4.0438e+00 +1.9158e+00 -2.1055e+00 -9.2943e-01 +1.5470e+00 -2.2816e+00 -5.4531e+00 -1.7131e+00 +9.4508e-01 +4.1425e+00 +1.9300e-01 -2.9249e+00 -4.5728e+00 -1.9911e+00 -9.7148e-01 -7.7246e-01 -1.0402e+00 -8.2594e-01 +2.3486e+00 -1.1905e+00
5721 +1.533843094e+01 +1.533843094e+01 -4.187156906e+01 -5.721000000e+01 -3.9521e+00 +1.8534e+00 -2.0979e+00 -9.1362e-01 +1.3099e+00 -2.2816e+00 -5.4531e+00 -1.7131e+00 +9.4508e-01 +4.1425e+00 +1.8647e-01 -2.5855e+00 -4.5728e+00 -1.9911e+00 -1.1575e+00 -7.7246e-01 -6.3511e-01 -8.2594e-01 +2.4859e+00 -1.1905e+00
22767 +9.690012230e+00 +9.690012230e+00 -4.751998777e+01 -5.721000000e+01 +2.0337e+00 -1.2585e+00 +3.1888e+00 -3.8740e+00 +2.2143e-01 +1.4766e+00 -4.3307e+00 -4.6540e+00 +4.1841e+00 -1.6662e+00 -2.5166e+00 +1.9682e+00 -3.4391e+00 -2.1019e+00 -1.0124e+00 -2.7818e+00 -2.2375e+00 +3.4938e+00 -4.6659e+00 -4.3365e+00
27857 +6.238465406e+00 +6.238465406e+00 -5.097153459e+01 -5.721000000e+01 +2.0337e+00 -1.2585e+00 +2.5100e+00 -3.9201e+00 +4.2789e-01 +1.4766e+00 -4.3307e+00 -4.7030e+00 +4.1841e+00 -1.7229e+00 -2.5166e+00 +1.9682e+00 -3.4391e+00 -2.4613e+00 -1.0124e+00 -2.7818e+00 -2.5177e+00 +3.4938e+00 -4.4908e+00 -4.3365e+00
303564 +3.979604801e+00 +3.979604801e+00 -5.323039520e+01 -5.721000000e+01 +2.1110e+00 -1.2585e+00 +2.5075e+00 -3.9376e+00 +4.2795e-01 +1.4567e+00 -4.2928e+00 -4.7029e+00 +4.1851e+00 -1.7230e+00 -2.5083e+00 +1.9679e+00 -3.4263e+00 -2.4072e+00 -1.0562e+00 -2.7777e+00 -2.5362e+00 +3.4929e+00 -4.4909e+00 -4.3365e+00
% function evaluation | noise-free fitness - Fopt (6.770000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.872855034e+01 +6.872855034e+01 +7.549855034e+01 +6.770000000e+00 -2.5399e-01 -4.5166e+00 -3.3751e+00 -4.8856e+00 -1.1679e+00 +2.5085e+00 +1.7121e+00 -3.0996e+00 -2.4108e-01 -4.4346e+00 +3.8275e+00 +1.7923e+00 -2.8301e+00 -1.8195e+00 +3.8235e+00 -4.2652e+00 +4.8040e+00 -6.5750e-01 +3.3227e+00 -2.5698e+00
398 +3.307176213e+01 +3.307176213e+01 +3.984176213e+01 +6.770000000e+00 -4.0304e-01 -1.3583e+00 +4.5022e+00 +2.1768e+00 -3.5295e+00 +3.8345e+00 +4.5722e+00 +4.4228e+00 +3.0784e+00 -3.3186e+00 -8.4279e-01 -9.0447e-01 +4.6732e+00 +3.5085e-01 -8.3005e-01 -2.3212e+00 +2.2677e+00 +1.0442e+00 +2.9295e+00 +3.6368e+00
1558 +2.233968399e+01 +2.233968399e+01 +2.910968399e+01 +6.770000000e+00 -1.1312e+00 +2.6984e+00 +4.4844e+00 +3.1110e+00 -6.2275e-01 +1.2339e+00 -2.9570e+00 +4.8429e+00 -3.6151e+00 +4.7095e+00 +4.1031e+00 -4.2101e+00 -6.7002e-02 -1.0770e+00 -3.9040e+00 +1.7117e+00 +4.2709e+00 -9.3455e-01 -2.8242e+00 -1.7334e+00
2338 +1.529983049e+01 +1.529983049e+01 +2.206983049e+01 +6.770000000e+00 -1.1312e+00 +2.6984e+00 +4.4844e+00 +3.1110e+00 -6.2275e-01 +1.3660e+00 -2.9570e+00 +4.8429e+00 -3.6151e+00 +3.9828e+00 +4.1031e+00 -4.2101e+00 -6.7002e-02 -1.0770e+00 -3.9040e+00 +1.7117e+00 +4.2709e+00 -9.3455e-01 -2.8242e+00 -1.7334e+00
7230 +9.809278389e+00 +9.809278389e+00 +1.657927839e+01 +6.770000000e+00 -1.1312e+00 +2.6748e+00 +4.4844e+00 +3.1110e+00 -6.2275e-01 +1.5786e+00 -2.9534e+00 +4.8486e+00 -3.4837e+00 +3.9706e+00 +4.1031e+00 -4.2101e+00 +2.1372e-01 -7.1401e-01 -3.9820e+00 +1.7117e+00 +4.2709e+00 -9.3642e-01 -2.8242e+00 -1.7334e+00
14142 +6.103207490e+00 +6.103207490e+00 +1.287320749e+01 +6.770000000e+00 +2.8965e-01 -5.8094e-01 -2.1057e+00 -2.5449e+00 -3.1879e+00 -4.6978e+00 +3.5724e+00 -2.4883e+00 -1.4463e+00 +3.4973e+00 +4.0284e+00 -5.0026e+00 -9.0200e-01 -3.4920e+00 +9.2180e-01 -1.4996e+00 +1.1011e+00 -3.1654e+00 -3.7910e+00 +1.6473e+00
117764 +3.977684111e+00 +3.977684111e+00 +1.074768411e+01 +6.770000000e+00 +1.1941e+00 -4.6010e+00 +3.6514e+00 +8.5757e-01 +1.2952e+00 +3.0748e+00 +4.7090e+00 +8.3682e-02 -2.5291e-01 -9.5190e-01 +2.1074e+00 -3.4989e+00 +4.7069e-01 -4.8533e+00 +1.7966e-02 +3.5056e+00 -6.6394e-01 -4.3498e+00 +8.2714e-01 +2.8143e-01
% function evaluation | noise-free fitness - Fopt (-1.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.420940310e+01 +7.420940310e+01 +6.342940310e+01 -1.078000000e+01 -2.5044e+00 -1.2002e+00 -2.5715e+00 -3.2964e+00 +3.1493e+00 -3.8102e+00 +7.4418e-01 -2.7222e-01 -2.2094e+00 +1.1690e+00 -2.3829e+00 -2.2282e+00 -4.5407e+00 +1.7221e+00 +5.0907e-01 +4.8274e+00 +2.2184e+00 +4.2033e+00 +2.0942e+00 -1.8287e+00
375 +3.065454026e+01 +3.065454026e+01 +1.987454026e+01 -1.078000000e+01 +5.9741e-02 +3.7278e+00 -2.5909e-01 -1.0840e+00 +1.4866e+00 -1.6533e+00 +5.8326e-01 -4.4596e+00 +1.2249e+00 -2.2589e+00 +2.1855e+00 -2.4134e+00 +1.1278e+00 +4.3927e+00 -7.7190e-02 -2.6410e+00 -2.2351e-02 +2.7742e+00 -2.6324e+00 +2.7077e+00
1058 +2.322526216e+01 +2.322526216e+01 +1.244526216e+01 -1.078000000e+01 -3.1968e+00 -4.3325e-02 +2.0282e+00 -2.6132e+00 +2.4272e+00 -1.8215e+00 -4.1158e+00 -3.9905e+00 +1.2249e+00 -2.2589e+00 +2.1855e+00 -2.4134e+00 +1.1278e+00 +4.3927e+00 +9.6496e-01 -2.6410e+00 -2.2351e-02 +2.7742e+00 -2.6324e+00 +2.7077e+00
2467 +1.447215546e+01 +1.447215546e+01 +3.692155462e+00 -1.078000000e+01 +5.9741e-02 +3.7278e+00 -2.5909e-01 -1.5211e+00 +1.7276e+00 -1.6533e+00 +5.8326e-01 -3.9905e+00 +1.2249e+00 -2.2589e+00 +2.1855e+00 -2.9654e+00 +1.1278e+00 +4.3927e+00 -7.7190e-02 -2.5727e+00 -2.2351e-02 +2.7742e+00 -2.2103e+00 +2.5545e+00
12609 +9.841120165e+00 +9.841120165e+00 -9.388798354e-01 -1.078000000e+01 +2.7212e+00 +4.8462e+00 +7.7034e-02 +3.2620e+00 +4.4784e+00 +6.4245e-01 +1.3705e+00 +9.3341e-01 +5.5021e-02 -1.6350e+00 -2.4735e+00 -1.3994e+00 -7.5710e-01 +1.9762e+00 -1.7730e+00 +2.7428e+00 -2.8966e+00 -7.4673e-01 +2.0675e+00 -2.6414e+00
107641 +6.309031918e+00 +6.309031918e+00 -4.470968082e+00 -1.078000000e+01 +7.4780e-01 -3.1850e+00 +4.1396e+00 -1.4095e+00 +3.2022e+00 +3.2907e+00 -4.6742e+00 +2.3109e+00 -4.1905e-01 +1.1510e+00 +1.8169e-01 -1.7556e+00 -3.5050e+00 -1.7453e+00 -1.6691e+00 +2.0108e+00 -1.3441e+00 -3.5386e+00 +1.2417e+00 -3.1064e+00
% function evaluation | noise-free fitness - Fopt (-1.645900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.253694201e+01 +9.253694201e+01 -7.205305799e+01 -1.645900000e+02 -2.6085e+00 +1.5134e+00 +1.6292e+00 -4.5935e-01 -1.8193e+00 +4.7351e+00 +4.3268e+00 -2.8351e+00 +1.6918e+00 -3.0766e+00 +4.4536e+00 -1.2406e+00 -4.5579e+00 +2.9504e+00 +3.8590e-01 +9.4444e-01 +4.3943e+00 +4.6241e+00 +3.1276e+00 +1.4672e+00
194 +2.823866239e+01 +2.823866239e+01 -1.363513376e+02 -1.645900000e+02 +1.6720e+00 +6.8684e-02 +2.7929e+00 -2.2690e+00 -2.6476e+00 -1.0387e+00 -3.3227e+00 +3.8532e+00 +1.0168e+00 -3.6951e+00 +1.7173e+00 -4.5478e-01 -4.9138e+00 +6.6031e-01 +1.0566e+00 +2.9709e+00 +2.3916e+00 -1.6420e+00 +1.2636e+00 +4.9335e+00
1163 +2.039830957e+01 +2.039830957e+01 -1.441916904e+02 -1.645900000e+02 +1.6720e+00 +6.8684e-02 +2.7929e+00 -2.4007e+00 -2.6476e+00 -1.0387e+00 -3.3227e+00 +3.9882e+00 +1.0168e+00 -3.9603e+00 +1.8598e+00 -4.5478e-01 -4.9138e+00 +6.6031e-01 +1.0566e+00 +2.9709e+00 +2.3916e+00 -1.6420e+00 +1.2636e+00 +4.9335e+00
4842 +1.563174173e+01 +1.563174173e+01 -1.489582583e+02 -1.645900000e+02 +1.7355e+00 +6.8684e-02 +2.8046e+00 -2.3034e+00 -2.6476e+00 -1.0387e+00 -3.3314e+00 +3.8532e+00 +1.0168e+00 -3.9603e+00 +1.8598e+00 -4.5478e-01 -4.9138e+00 +6.9858e-01 +1.0566e+00 +2.9709e+00 +2.3916e+00 -1.6559e+00 +1.2636e+00 +4.9335e+00
16911 +9.853902842e+00 +9.853902842e+00 -1.547360972e+02 -1.645900000e+02 -4.9915e+00 +4.7125e+00 -4.2822e+00 +3.6652e+00 +1.7155e+00 -7.3941e-01 -7.9106e-01 -3.0999e+00 -4.7162e+00 -1.0159e+00 +4.8672e+00 -4.0456e+00 -8.1386e-01 +5.1325e-01 -8.8616e-01 -2.3232e-01 +5.0876e-01 +2.3168e+00 +4.0725e+00 +4.1271e+00
613599 +6.309501811e+00 +6.309501811e+00 -1.582804982e+02 -1.645900000e+02 -1.2823e+00 +2.4463e-01 -1.2679e+00 -2.7939e+00 +3.7773e+00 +2.9249e+00 -3.2643e+00 -3.2658e+00 +4.9668e+00 -1.1486e+00 +1.4737e+00 -2.6988e+00 +3.0197e+00 +4.9436e+00 +2.9761e+00 +2.2085e+00 -2.9019e+00 +1.9249e+00 +3.1967e+00 -1.5636e+00
% function evaluation | noise-free fitness - Fopt (-1.429800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.009273309e+02 +1.009273309e+02 -4.205266910e+01 -1.429800000e+02 +2.4120e+00 -3.7462e+00 +3.1667e+00 +3.6154e+00 +2.8187e+00 +1.1302e+00 -1.5145e+00 +1.2243e+00 -1.7964e+00 +4.5009e+00 -7.5065e-02 -4.0151e-01 +4.5070e+00 +1.1101e+00 -2.5531e+00 +2.5303e+00 -3.2628e+00 +8.4934e-01 -1.7582e+00 -4.9801e+00
387 +3.015829252e+01 +3.015829252e+01 -1.128217075e+02 -1.429800000e+02 -1.8561e+00 +8.1715e-01 -2.0596e+00 +5.7323e-01 -2.5359e+00 -4.8596e+00 -3.9757e+00 +4.6678e+00 -4.1634e+00 -1.8504e+00 -4.9441e+00 +4.9193e-01 +3.6026e+00 -6.8950e-01 -1.5555e+00 +2.6784e+00 -1.2046e+00 -2.5111e+00 -1.4157e-01 +3.0878e-01
1161 +2.435603497e+01 +2.435603497e+01 -1.186239650e+02 -1.429800000e+02 +1.5279e+00 +3.7436e+00 -2.5108e+00 +8.2970e-01 -4.9082e+00 +1.8568e+00 +4.7000e+00 -1.1487e+00 -4.3026e+00 +2.8365e-02 -1.1356e+00 +4.9193e-01 +3.6026e+00 -2.8094e-02 -2.0774e+00 -2.8571e+00 -9.0108e-01 -2.5111e+00 -1.4157e-01 -1.5556e+00
1743 +1.537505687e+01 +1.537505687e+01 -1.276049431e+02 -1.429800000e+02 +1.5279e+00 +3.7436e+00 -2.5108e+00 +8.2970e-01 -4.9082e+00 +1.8568e+00 +5.3506e+00 -1.1487e+00 -4.3026e+00 +2.8365e-02 -1.1356e+00 +4.9193e-01 +3.6026e+00 -2.8094e-02 -2.0774e+00 -2.8571e+00 -9.1455e-01 -3.1456e+00 -1.7126e-01 -1.5556e+00
