% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.211100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.016411381e+09 +1.016410759e+09 +1.016410759e+09
2 0 +9.821755260e+08 +9.821749049e+08 +9.821749049e+08
10 0 +7.907126270e+08 +7.907120059e+08 +7.907120059e+08
24 0 +6.799301083e+08 +6.799294872e+08 +6.799294872e+08
41 0 +4.701849549e+08 +4.701843338e+08 +4.701843338e+08
153 0 +4.355553777e+08 +4.355547566e+08 +4.355547566e+08
352 0 +3.194250116e+08 +3.194243905e+08 +3.194243905e+08
517 0 +2.353385662e+08 +2.353379451e+08 +2.353379451e+08
531 0 +2.159556411e+08 +2.159550200e+08 +2.159550200e+08
563 0 +2.093445425e+08 +2.093439214e+08 +2.093439214e+08
578 0 +1.878017869e+08 +1.878011658e+08 +1.878011658e+08
637 0 +1.840047135e+08 +1.840040924e+08 +1.840040924e+08
638 0 +1.599504204e+08 +1.599497993e+08 +1.599497993e+08
662 0 +1.557686720e+08 +1.557680509e+08 +1.557680509e+08
669 0 +1.451994800e+08 +1.451988588e+08 +1.451988588e+08
671 0 +1.393910551e+08 +1.393904340e+08 +1.393904340e+08
698 0 +1.372972751e+08 +1.372966539e+08 +1.372966539e+08
711 0 +1.313841447e+08 +1.313835236e+08 +1.313835236e+08
734 0 +1.140580089e+08 +1.140573878e+08 +1.140573878e+08
746 0 +1.020984082e+08 +1.020977871e+08 +1.020977871e+08
1276 0 +9.632636688e+07 +9.632574577e+07 +9.632574577e+07
1290 0 +9.401107058e+07 +9.401044947e+07 +9.401044947e+07
1298 0 +9.316438090e+07 +9.316375979e+07 +9.316375979e+07
1312 0 +8.997912153e+07 +8.997850042e+07 +8.997850042e+07
1320 0 +8.636202794e+07 +8.636140683e+07 +8.636140683e+07
1352 0 +8.321932358e+07 +8.321870247e+07 +8.321870247e+07
1357 0 +8.239051141e+07 +8.238989030e+07 +8.238989030e+07
1362 0 +7.702056298e+07 +7.701994187e+07 +7.701994187e+07
1902 0 +7.317513750e+07 +7.317451639e+07 +7.317451639e+07
1988 0 +7.158885227e+07 +7.158823116e+07 +7.158823116e+07
2090 0 +7.066628261e+07 +7.066566150e+07 +7.066566150e+07
2128 0 +6.888309560e+07 +6.888247449e+07 +6.888247449e+07
2142 0 +6.738661965e+07 +6.738599854e+07 +6.738599854e+07
2208 0 +6.542817701e+07 +6.542755590e+07 +6.542755590e+07
2333 0 +6.235481122e+07 +6.235419011e+07 +6.235419011e+07
2430 0 +6.122336175e+07 +6.122274064e+07 +6.122274064e+07
2461 0 +6.021114980e+07 +6.021052869e+07 +6.021052869e+07
2598 0 +5.843608926e+07 +5.843546815e+07 +5.843546815e+07
2678 0 +5.653218627e+07 +5.653156516e+07 +5.653156516e+07
2767 0 +5.621965928e+07 +5.621903817e+07 +5.621903817e+07
2819 0 +5.482669915e+07 +5.482607804e+07 +5.482607804e+07
2878 0 +5.368907516e+07 +5.368845405e+07 +5.368845405e+07
2895 0 +5.195259777e+07 +5.195197666e+07 +5.195197666e+07
2907 0 +5.114523383e+07 +5.114461272e+07 +5.114461272e+07
2933 0 +4.850796206e+07 +4.850734095e+07 +4.850734095e+07
2963 0 +4.763327765e+07 +4.763265654e+07 +4.763265654e+07
2967 0 +4.663544847e+07 +4.663482736e+07 +4.663482736e+07
2980 0 +4.248228947e+07 +4.248166836e+07 +4.248166836e+07
2986 0 +4.152135018e+07 +4.152072907e+07 +4.152072907e+07
3027 0 +4.023573558e+07 +4.023511447e+07 +4.023511447e+07
3088 0 +3.851219976e+07 +3.851157865e+07 +3.851157865e+07
3116 0 +3.788030847e+07 +3.787968736e+07 +3.787968736e+07
3770 0 +3.654016593e+07 +3.653954482e+07 +3.653954482e+07
3771 0 +3.613249464e+07 +3.613187353e+07 +3.613187353e+07
3845 0 +3.157993116e+07 +3.157931005e+07 +3.157931005e+07
3863 0 +2.969754615e+07 +2.969692504e+07 +2.969692504e+07
3958 0 +2.791575565e+07 +2.791513454e+07 +2.791513454e+07
4032 0 +2.739606170e+07 +2.739544059e+07 +2.739544059e+07
4036 0 +2.687650353e+07 +2.687588242e+07 +2.687588242e+07
4038 0 +2.624784852e+07 +2.624722741e+07 +2.624722741e+07
4202 0 +2.506343619e+07 +2.506281508e+07 +2.506281508e+07
4316 0 +2.437498859e+07 +2.437436748e+07 +2.437436748e+07
4430 0 +2.289385771e+07 +2.289323660e+07 +2.289323660e+07
4588 0 +2.229759109e+07 +2.229696998e+07 +2.229696998e+07
4835 0 +2.155394559e+07 +2.155332448e+07 +2.155332448e+07
4837 0 +1.995051538e+07 +1.994989427e+07 +1.994989427e+07
5056 0 +1.873641392e+07 +1.873579281e+07 +1.873579281e+07
5060 0 +1.791234794e+07 +1.791172683e+07 +1.791172683e+07
5845 0 +1.767846561e+07 +1.767784450e+07 +1.767784450e+07
5922 0 +1.732917109e+07 +1.732854998e+07 +1.732854998e+07
5964 0 +1.668519353e+07 +1.668457242e+07 +1.668457242e+07
