% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
136440 +2.505736471e+00 +2.505736471e+00 +2.131573647e+01 +2.131573647e+01 +1.9186e-01 +1.7039e+00 -1.5742e+00 -1.2562e+00 +9.1737e-01 -3.0963e+00 +7.7920e-01 +9.2077e-01 +1.6692e+00 +2.4059e+00 -3.4862e+00 +2.7647e+00 +4.0827e+00 -2.5149e-01 -2.3536e+00 -3.1644e+00 -2.1735e+00 +3.2752e+00 +3.1509e-01 +2.1212e+00
165761 +1.471370234e+00 +1.471370234e+00 +2.028137023e+01 +2.028137023e+01 +2.3121e-01 +1.7039e+00 -1.5742e+00 -1.2550e+00 +9.0768e-01 -3.0963e+00 +7.6943e-01 +1.2308e+00 +1.1335e+00 +2.3668e+00 -3.7301e+00 +2.7708e+00 +4.0828e+00 -4.6282e-01 -2.9013e+00 -2.9727e+00 -2.4862e+00 +3.2286e+00 +3.1570e-01 +2.1212e+00
270981 +9.959161987e-01 +9.959161987e-01 +1.980591620e+01 +1.980591620e+01 +1.9215e-01 +1.7136e+00 -1.5768e+00 -1.2500e+00 +9.0768e-01 -3.0767e+00 +7.7889e-01 +1.2333e+00 +1.2116e+00 +2.3473e+00 -3.7304e+00 +2.7598e+00 +4.0827e+00 -4.6282e-01 -2.9013e+00 -2.9727e+00 -2.4079e+00 +3.1974e+00 +3.1509e-01 +2.1407e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.371405511e+02 +4.371405511e+02 +7.102905511e+02 +7.102905511e+02 +3.2612e+00 -4.7806e+00 -3.0243e+00 -2.4082e+00 +4.5534e+00 -3.3406e+00 -3.6717e+00 -2.9636e+00 -3.9578e+00 -3.6841e+00 -4.0472e+00 -2.5873e+00 -9.5771e-01 +2.0841e+00 -1.6038e+00 +3.2499e+00 -2.9236e+00 -7.3522e-01 +4.3723e+00 -4.5529e+00
2 +1.378874715e+02 +1.378874715e+02 +4.110374715e+02 +4.110374715e+02 -4.5871e+00 -3.1636e+00 +2.0830e+00 +3.0350e+00 -2.8784e-01 +3.0451e+00 -2.4609e+00 +3.1619e+00 -4.5401e+00 +3.4542e+00 +2.6720e+00 +2.4239e+00 +3.1644e+00 +1.3884e+00 -9.2653e-01 -3.9929e-01 +3.2834e+00 +1.8756e+00 -2.4485e+00 +5.8815e-01
40 +9.635287835e+01 +9.635287835e+01 +3.695028783e+02 +3.695028783e+02 -4.1974e+00 +3.8762e+00 -1.3336e-01 +2.1688e+00 +6.5135e-01 +7.2544e-01 -9.8994e-01 +1.8116e-01 -1.1849e+00 -1.6401e+00 +4.8800e-01 +3.8579e+00 +2.6744e+00 +4.3253e+00 -4.7782e+00 -1.0672e+00 +1.3819e+00 -1.8355e+00 +4.9966e+00 -3.4801e+00
1075 +4.747843623e+01 +4.747843623e+01 +3.206284362e+02 +3.206284362e+02 -3.9159e+00 +3.8004e+00 +2.1114e+00 +2.4583e+00 +4.9950e+00 -3.4856e+00 -3.4986e+00 -1.7489e+00 -2.9108e+00 -2.4449e+00 +4.3387e-01 +1.2298e-01 +2.5030e+00 +4.6001e+00 -4.6898e-01 -3.8971e+00 +2.8076e+00 -2.9564e+00 +4.9223e-01 -4.3196e-01
6686 +3.420989077e+01 +3.420989077e+01 +3.073598908e+02 +3.073598908e+02 -1.7618e+00 +3.0999e+00 -1.1827e+00 -1.6784e+00 +3.4072e+00 -2.7861e-01 -5.1927e-01 -4.8531e+00 -3.9243e+00 +4.7075e+00 +3.2392e+00 -3.1142e+00 -1.5311e+00 +1.8387e+00 +2.7044e+00 +1.8265e-01 +4.2856e+00 +2.2181e+00 -6.9188e-01 -4.3939e+00
17159 +2.298508109e+01 +2.298508109e+01 +2.961350811e+02 +2.961350811e+02 -4.2253e+00 +4.0864e+00 -1.0415e+00 +1.8298e+00 +1.4834e+00 -3.6862e+00 -2.1219e+00 -3.1264e+00 -3.3269e+00 +2.4027e+00 +2.4325e-01 +2.4110e+00 -1.7442e+00 -2.2316e-02 +1.5251e+00 -3.0160e+00 +4.8024e+00 -9.3679e-01 +3.1534e+00 -1.7171e+00
30088 +1.572862471e+01 +1.572862471e+01 +2.888786247e+02 +2.888786247e+02 -4.2075e+00 +2.7123e+00 -1.9717e+00 +4.6367e+00 +4.3121e+00 -2.6474e+00 -6.3952e-01 -1.8598e+00 -2.6230e+00 +4.5653e+00 -2.0915e-01 +1.6106e+00 -4.4434e-01 +2.2162e+00 +6.8374e-01 -4.6110e+00 +4.5799e+00 -1.8462e+00 +3.1429e+00 -4.3857e+00
47505 +8.143079832e+00 +8.143079832e+00 +2.812930798e+02 +2.812930798e+02 -4.6360e+00 +2.6638e+00 +9.3352e-01 +2.5863e+00 +1.4834e+00 -3.6862e+00 -2.1219e+00 -3.1264e+00 -3.3269e+00 +2.4808e+00 +2.4325e-01 +2.4110e+00 -1.7442e+00 -2.2316e-02 +3.4397e+00 -3.8677e+00 +4.3157e+00 +1.4015e+00 +4.1670e+00 -4.0779e+00
75390 +6.185269382e+00 +6.185269382e+00 +2.793352694e+02 +2.793352694e+02 -4.7397e+00 +4.1543e+00 +1.0564e+00 +2.5418e+00 +1.2694e+00 -3.2726e+00 -2.5421e+00 -1.8405e+00 -1.3623e+00 +3.4076e+00 -2.5934e+00 +2.4110e+00 -1.7442e+00 -2.2316e-02 +3.4388e+00 -3.0160e+00 +2.6216e+00 +6.1894e-01 +4.4767e+00 -2.7613e+00
95660 +3.608950995e+00 +3.608950995e+00 +2.767589510e+02 +2.767589510e+02 -3.7153e+00 +3.2193e+00 -9.6342e-01 +2.5102e+00 +1.4834e+00 -4.6143e+00 -1.5087e+00 -2.2521e+00 -2.7193e+00 +3.2472e+00 -1.2939e+00 +1.0117e+00 -7.1833e-01 +1.5518e+00 +2.8147e+00 -2.9154e+00 +4.3157e+00 +1.4018e+00 +4.1670e+00 -4.1832e+00
135758 +2.413537543e+00 +2.413537543e+00 +2.755635375e+02 +2.755635375e+02 -4.2253e+00 +3.8646e+00 -2.2057e-01 +2.5863e+00 +1.7864e+00 -3.9893e+00 -1.5063e+00 -1.7776e+00 -2.4465e+00 +3.4035e+00 -1.2939e+00 +1.0117e+00 -1.1678e+00 +1.1931e+00 +3.3699e+00 -2.5157e+00 +3.2221e+00 +6.2384e-01 +2.9490e+00 -3.6030e+00
172423 +1.569994304e+00 +1.569994304e+00 +2.747199943e+02 +2.747199943e+02 -4.2253e+00 +3.8646e+00 -2.2057e-01 +2.5863e+00 +1.7864e+00 -3.9893e+00 -1.5063e+00 -1.7776e+00 -2.4465e+00 +3.4035e+00 -1.2939e+00 +1.0117e+00 -1.1677e+00 +1.1956e+00 +3.2124e+00 -2.5352e+00 +2.8712e+00 +1.1256e+00 +3.1875e+00 -3.6104e+00
223613 +9.826355010e-01 +9.826355010e-01 +2.741326355e+02 +2.741326355e+02 -4.0950e+00 +3.8640e+00 -2.2057e-01 +2.5082e+00 +1.7864e+00 -3.9897e+00 -1.5063e+00 -1.7580e+00 -2.4466e+00 +3.2472e+00 -1.4499e+00 +1.1680e+00 -1.1677e+00 +1.1956e+00 +3.3699e+00 -2.5157e+00 +2.9432e+00 +9.4008e-01 +3.1729e+00 -3.6128e+00
530651 +6.308298950e-01 +6.308298950e-01 +2.737808299e+02 +2.737808299e+02 -4.2269e+00 +3.8646e+00 -2.1508e-01 +2.5863e+00 +1.7791e+00 -3.9897e+00 -1.4941e+00 -1.7776e+00 -2.4865e+00 +3.1758e+00 -1.4495e+00 +1.1692e+00 -1.1689e+00 +1.1960e+00 +3.3595e+00 -2.5059e+00 +2.8627e+00 +1.1012e+00 +3.1512e+00 -3.6128e+00
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.675969571e+01 +8.675969571e+01 +1.239396957e+02 +1.239396957e+02 +6.0496e-02 -8.6119e-01 +4.8375e-01 +1.6818e+00 +4.6758e+00 +3.3874e+00 -4.8841e+00 -7.1328e-01 -1.7768e+00 +1.7542e+00 -1.2687e+00 +3.0491e+00 +3.5103e+00 +2.4783e+00 +1.2600e+00 -9.4569e-02 +2.9185e-01 -2.5695e+00 -3.6528e-01 -1.7166e+00
39 +6.161732388e+01 +6.161732388e+01 +9.879732388e+01 +9.879732388e+01 -3.3074e+00 -3.4985e+00 +2.4085e+00 -4.1403e+00 +5.3933e-01 +4.4413e+00 +1.3763e+00 -3.1322e+00 -1.4893e+00 +3.1114e+00 -2.5074e+00 -2.9229e+00 +4.9006e+00 -8.6438e-01 +3.6144e+00 +4.1891e+00 +5.3522e-01 +4.2520e+00 -1.9993e+00 -4.2007e-01
235 +3.578637510e+01 +3.578637510e+01 +7.296637510e+01 +7.296637510e+01 -4.6981e-01 +4.5659e+00 +1.7256e+00 -3.2923e+00 -3.9105e+00 -1.5167e+00 +4.0419e+00 -2.5192e+00 +1.7947e+00 +1.5274e+00 +3.6704e+00 -8.7303e-01 +4.4297e+00 +4.5368e-01 -3.8033e-01 +3.7526e-01 +3.7899e+00 +9.7442e-01 -4.2912e+00 -5.6467e-01
14560 +2.312171694e+01 +2.312171694e+01 +6.030171694e+01 +6.030171694e+01 -3.1967e+00 -2.5904e+00 +2.0989e+00 -1.8308e-02 -2.0538e+00 -2.6436e+00 -1.8873e+00 +7.5864e-01 -2.2719e+00 +1.0420e+00 +1.5054e+00 -1.0706e+00 +1.9509e+00 +1.8872e+00 +4.3014e-01 +1.2383e+00 -2.8121e+00 +2.1967e+00 -4.2417e+00 +1.1091e+00
30291 +1.564212821e+01 +1.564212821e+01 +5.282212821e+01 +5.282212821e+01 -2.9572e+00 +2.5543e+00 +3.4441e+00 +5.0545e-01 -3.8815e+00 -7.4859e-01 -2.4797e+00 -4.1888e+00 -3.3191e+00 +4.1811e+00 -5.1079e-01 -2.8103e+00 +2.1175e+00 -3.4098e+00 +4.6194e+00 -1.4301e+00 +1.3594e+00 -2.0507e-02 -4.4893e+00 +3.0661e+00
58917 +9.883829043e+00 +9.883829043e+00 +4.706382904e+01 +4.706382904e+01 -1.7621e+00 +1.3038e+00 +2.0020e+00 +3.7667e-01 -2.4861e+00 -7.2295e-01 +2.4722e+00 -2.5303e+00 +1.8570e+00 +1.3826e+00 -7.1706e-01 -1.0609e+00 +1.3259e+00 -2.3157e+00 +4.6188e+00 +3.3623e+00 +1.8193e+00 -1.0650e-01 -4.6374e+00 +1.9576e+00
93107 +6.013243876e+00 +6.013243876e+00 +4.319324388e+01 +4.319324388e+01 -3.0147e+00 +1.3502e+00 +1.4273e+00 -1.1211e+00 -1.2361e+00 -7.2295e-01 +2.4722e+00 -2.5303e+00 +1.8569e+00 +1.9760e+00 +6.7402e-01 -1.0731e+00 +1.6236e+00 -2.3157e+00 +2.3144e+00 +2.9849e+00 +5.8626e-01 -1.0711e-01 -4.4879e+00 +1.5704e+00
159825 +3.974294710e+00 +3.974294710e+00 +4.115429471e+01 +4.115429471e+01 -2.4687e+00 +1.3246e+00 +1.4273e+00 +6.4164e-02 -1.2361e+00 -7.2295e-01 +2.4725e+00 -2.5303e+00 +1.8569e+00 +1.3826e+00 +6.7402e-01 -1.0914e+00 +1.7896e+00 -1.7895e+00 +2.3144e+00 +2.9850e+00 +9.7644e-01 -1.0650e-01 -4.4880e+00 +1.3631e+00
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.588917881e+02 +2.588917881e+02 +1.109917881e+02 +1.109917881e+02 -3.9473e+00 -1.5609e+00 +3.6619e+00 +2.4090e+00 -2.3429e+00 +4.1615e+00 -4.7390e+00 +4.4485e+00 -2.0751e+00 -1.8389e+00 -1.2193e+00 -2.6522e+00 -3.0369e+00 +2.5150e+00 +3.6513e+00 +2.8901e+00 +1.3861e+00 +1.8791e+00 +4.8180e+00 -2.2054e-01
2 +9.497234074e+01 +9.497234074e+01 -5.292765926e+01 -5.292765926e+01 -3.5892e+00 +2.7748e+00 -1.8203e+00 +3.5659e+00 +3.8666e+00 -3.2644e-01 -1.0692e+00 +4.0488e+00 -1.7137e+00 +7.7968e-01 -4.8162e+00 +3.9848e+00 -3.6280e+00 -8.0518e-01 +4.7173e+00 -3.7667e+00 -1.0882e+00 -1.9267e+00 -1.7305e+00 +1.6709e+00
5 +5.838592833e+01 +5.838592833e+01 -8.951407167e+01 -8.951407167e+01 +3.7809e+00 -4.3664e-01 -1.9190e+00 -3.0234e+00 +2.4691e+00 +9.9655e-01 +4.7438e+00 -2.6714e+00 +9.5265e-01 -3.4173e+00 -2.0151e-01 -1.0109e+00 -4.7644e-02 -9.8026e-01 -3.6153e+00 +9.2336e-01 -2.2323e+00 +3.5884e+00 -2.2684e+00 -3.6664e+00
2976 +3.438548710e+01 +3.438548710e+01 -1.135145129e+02 -1.135145129e+02 +8.8239e-01 +2.7147e+00 -1.8582e+00 -2.0558e+00 -3.9100e+00 +1.9934e+00 -5.0281e-01 -4.7592e+00 -2.9626e+00 +2.6157e+00 -9.3500e-01 +2.8308e+00 -2.7037e-01 -6.3248e-01 +1.7342e+00 +1.9178e+00 -3.4400e+00 +1.8972e+00 -1.2213e+00 -2.4020e+00
10556 +2.067775383e+01 +2.067775383e+01 -1.272222462e+02 -1.272222462e+02 -1.1279e+00 -2.2676e-01 +8.7805e-01 -1.2112e+00 -6.0692e-01 +1.2162e+00 +5.4218e-01 -2.9650e-01 -4.4497e+00 -9.1144e-01 -4.5122e+00 +3.7619e+00 -3.9535e+00 -4.3115e+00 +1.0422e+00 -1.6967e+00 -4.8409e+00 -2.4855e+00 -2.0087e+00 -2.9349e-02
32188 +1.541352574e+01 +1.541352574e+01 -1.324864743e+02 -1.324864743e+02 +2.3212e+00 +3.9186e+00 +8.7805e-01 -1.2112e+00 -6.0677e-01 +1.2162e+00 +5.4218e-01 -2.9650e-01 -4.4497e+00 -9.1144e-01 -4.5122e+00 +3.7613e+00 -3.9535e+00 -4.7291e+00 +1.0408e+00 +2.4117e+00 -4.3709e+00 -2.2740e+00 -4.3849e+00 +2.3395e+00
52978 +9.994714610e+00 +9.994714610e+00 -1.379052854e+02 -1.379052854e+02 -1.3525e+00 +1.0280e+00 +7.2957e-01 -1.3920e+00 -3.7122e+00 +1.7473e+00 -2.8164e+00 -2.9142e+00 -2.9265e+00 +3.5715e+00 -2.6393e+00 +3.1118e+00 -2.7037e-01 -3.8518e+00 +2.6612e+00 +5.1397e-01 -3.2118e+00 -9.8456e-01 -4.6305e+00 +6.9944e-01
67773 +5.346946914e+00 +5.346946914e+00 -1.425530531e+02 -1.425530531e+02 -9.7239e-01 +3.4748e-01 +8.8476e-01 -2.3411e+00 -3.4968e+00 +1.7277e+00 -3.1641e-01 -3.0704e+00 -3.7908e+00 +2.2345e+00 -4.1779e+00 +3.1256e+00 -5.5263e-01 -3.0890e+00 +2.0644e+00 +2.7263e+00 -4.3709e+00 -2.4810e+00 -2.0087e+00 +2.7240e+00
92009 +3.664265593e+00 +3.664265593e+00 -1.442357344e+02 -1.442357344e+02 -2.3781e+00 -2.2676e-01 +8.7805e-01 -1.2112e+00 -3.4968e+00 +1.3731e+00 -1.4532e+00 -3.3282e+00 -3.3148e+00 +1.9186e+00 -4.1973e+00 +2.9524e+00 -5.6542e-01 -2.8146e+00 +1.7342e+00 +2.7263e+00 -4.3709e+00 -2.8550e+00 -2.8844e+00 +2.5677e+00
120774 +2.310389355e+00 +2.310389355e+00 -1.455896106e+02 -1.455896106e+02 -2.3779e+00 -1.8770e-01 +8.7801e-01 -1.5095e+00 -3.7122e+00 +1.2162e+00 -1.4532e+00 -2.8478e+00 -3.3197e+00 +1.9062e+00 -3.9047e+00 +3.1256e+00 -5.5263e-01 -3.8518e+00 +1.4998e+00 +2.8044e+00 -4.3709e+00 -2.9464e+00 -3.0937e+00 +2.5677e+00
147922 +1.526327334e+00 +1.526327334e+00 -1.463736727e+02 -1.463736727e+02 -2.0410e+00 -2.2676e-01 +8.7805e-01 -1.3920e+00 -3.0872e+00 +1.2162e+00 -1.4532e+00 -2.9222e+00 -3.7957e+00 +1.8966e+00 -4.1973e+00 +3.7619e+00 -5.6534e-01 -3.8518e+00 +1.8123e+00 +2.7263e+00 -4.2911e+00 -2.9463e+00 -2.8844e+00 +2.7650e+00
215574 +9.953594380e-01 +9.953594380e-01 -1.469046406e+02 -1.469046406e+02 -2.3793e+00 -2.2676e-01 +8.7683e-01 -1.2950e+00 -3.6732e+00 +1.2162e+00 -1.4532e+00 -2.9113e+00 -3.3974e+00 +2.2345e+00 -4.1973e+00 +3.1305e+00 -5.5263e-01 -3.7737e+00 +1.8312e+00 +2.7263e+00 -4.6552e+00 -3.4598e+00 -3.0155e+00 +2.4433e+00
418132 +6.280715775e-01 +6.280715775e-01 -1.472719284e+02 -1.472719284e+02 -2.3695e+00 -2.2676e-01 +8.7744e-01 -1.2901e+00 -3.6720e+00 +1.2162e+00 -1.4549e+00 -2.9106e+00 -3.3977e+00 +2.2299e+00 -4.1973e+00 +3.1305e+00 -5.5262e-01 -3.7542e+00 +1.8270e+00 +2.7016e+00 -4.6742e+00 -3.4697e+00 -3.0155e+00 +2.4433e+00
% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
