% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.837843042e+02 +1.837843042e+02 +1.668443042e+02 +1.668443042e+02 -8.8240e-01 -2.4676e+00 -2.2724e+00 +2.2416e-01 -3.8864e+00 -3.2999e+00 -9.1567e-01 +3.0624e+00 +3.0616e+00 +1.6474e+00
3 +7.975548737e+01 +7.975548737e+01 +6.281548737e+01 +6.281548737e+01 +6.6018e-01 -8.6507e-03 +1.4996e-01 +4.2734e+00 -1.0125e+00 +4.9605e+00 -2.7819e+00 -3.5659e+00 -7.8625e-01 -1.8329e+00
6 +4.184577145e+01 +4.184577145e+01 +2.490577145e+01 +2.490577145e+01 +4.0459e+00 +1.9765e+00 -1.7461e+00 -3.0292e+00 -2.0784e-01 +4.9989e+00 -2.1056e+00 -1.8729e+00 +2.0893e+00 +2.2581e-01
7 +3.536391232e+01 +3.536391232e+01 +1.842391232e+01 +1.842391232e+01 +3.5478e+00 -8.6389e-01 +1.3475e+00 -1.6489e+00 -8.5305e-01 -3.9947e+00 +5.0386e-01 -3.0087e+00 -1.8479e+00 +6.3570e-01
35 +2.242193927e+01 +2.242193927e+01 +5.481939269e+00 +5.481939269e+00 +1.4180e+00 -1.9574e-01 -3.7071e+00 +1.3769e+00 -2.7215e+00 +4.1683e-01 +4.9940e+00 +1.7787e+00 -2.7315e+00 -1.1359e+00
44 +1.025202697e+01 +1.025202697e+01 -6.687973034e+00 -6.687973034e+00 +4.6440e+00 +1.8325e+00 +3.5712e+00 -1.0754e-01 +3.9260e+00 -7.5160e-01 +3.5372e+00 -4.4204e+00 -3.9161e+00 -4.5424e+00
224 +9.580364019e+00 +9.580364019e+00 -7.359635981e+00 -7.359635981e+00 +1.1577e+00 +3.7155e+00 -1.6717e-02 +2.0939e+00 -3.9836e-01 -4.3064e+00 +3.4326e+00 +1.1444e+00 +2.8621e+00 -1.1842e+00
5188 +5.342934203e+00 +5.342934203e+00 -1.159706580e+01 -1.159706580e+01 +2.8018e+00 +3.7931e+00 -6.4148e-01 +3.9706e+00 +5.4043e-01 -3.2728e+00 +4.4632e+00 -3.6796e+00 -2.5685e+00 -1.6513e+00
8792 +3.597953446e+00 +3.597953446e+00 -1.334204655e+01 -1.334204655e+01 +2.9842e+00 +4.1327e+00 +2.5359e-01 +2.9904e+00 +1.2938e+00 -4.0029e+00 +3.7037e+00 -2.8383e+00 -1.5173e+00 -1.1885e+00
21379 +2.389534656e+00 +2.389534656e+00 -1.455046534e+01 -1.455046534e+01 +3.9438e+00 +3.0144e+00 -2.4921e+00 +2.0385e+00 +1.2011e+00 -1.8132e+00 +4.1289e+00 -1.2385e+00 +1.4023e+00 -1.5172e+00
