% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
385 +5.193839134e+02 +5.193839134e+02 +4.711639134e+02 -4.822000000e+01 -4.8543e+00 -1.6285e+00 -3.9749e+00 -3.2284e+00 -9.4325e-01 +4.7539e+00 -4.1869e+00 +2.6769e-01 -2.3027e+00 +5.1542e+00 -1.5064e+00 -2.4839e+00 +1.4179e+00 +7.8597e-01 -2.2035e+00 +3.1159e+00 -3.3480e+00 +1.4020e+00 -1.1857e+00 +3.7864e+00
736 +3.706247989e+02 +3.706247989e+02 +3.224047989e+02 -4.822000000e+01 -3.9985e+00 -3.6432e-01 -4.1679e+00 -1.8154e+00 -2.8810e+00 +1.6579e+00 -1.9339e+00 +2.3922e-01 -2.3027e+00 +4.7434e+00 -1.5064e+00 -1.4463e+00 +1.4179e+00 +7.8597e-01 -1.3506e+00 -3.7454e+00 -4.2664e+00 -6.4254e-01 +2.1849e+00 +2.3682e+00
1453 +2.419664887e+02 +2.419664887e+02 +1.937464887e+02 -4.822000000e+01 -3.9985e+00 -3.6432e-01 -4.1679e+00 -1.8154e+00 -2.8810e+00 +2.3870e+00 -4.4803e+00 +2.9469e-02 -2.3027e+00 +4.7434e+00 -1.5064e+00 -1.4463e+00 +1.4179e+00 +7.8597e-01 -2.2035e+00 -1.6230e+00 -1.9797e+00 -6.4254e-01 +2.1849e+00 +2.3682e+00
3433 +1.557638350e+02 +1.557638350e+02 +1.075438350e+02 -4.822000000e+01 -2.5159e+00 +1.2202e-01 -4.1679e+00 -2.0803e+00 -3.4686e+00 +2.3870e+00 -4.5519e+00 +2.9469e-02 -2.1589e+00 +4.7434e+00 -1.5064e+00 -1.4463e+00 +2.3113e-01 +7.8597e-01 -2.4810e+00 -1.4916e+00 -1.9797e+00 -6.4254e-01 +2.1849e+00 +1.8025e+00
7506 +9.741686852e+01 +9.741686852e+01 +4.919686852e+01 -4.822000000e+01 -2.6526e+00 +1.2202e-01 -4.4228e+00 -2.0803e+00 -3.3950e+00 +2.3364e+00 -4.5519e+00 -1.0243e-01 -2.1416e+00 +4.5923e+00 -1.6088e+00 -1.4463e+00 +2.4223e-01 +7.8597e-01 -2.4810e+00 -1.4916e+00 -1.9797e+00 -6.8354e-01 +2.1849e+00 +2.0078e+00
% function evaluation | noise-free fitness - Fopt (2.547000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.885886603e+03 +1.885886603e+03 +1.911356603e+03 +2.547000000e+01 -9.9533e-02 -1.0420e+00 -4.6977e-01 +1.2054e+00 +3.4192e+00 +3.3914e+00 +4.8593e+00 +1.1640e+00 -4.2760e-01 +2.4393e+00 +2.8036e+00 +2.0693e+00 -3.3930e+00 -7.9517e-01 +7.8039e-01 +1.7581e+00 -1.1038e+00 +1.7196e+00 -3.7405e+00 -4.2025e+00
391 +5.498125540e+02 +5.498125540e+02 +5.752825540e+02 +2.547000000e+01 -3.5951e+00 -4.7697e+00 +4.2605e+00 -2.2087e+00 -4.4222e+00 +2.6455e+00 +6.2754e-01 +2.5908e+00 +1.5354e+00 +1.5047e-01 +1.4830e+00 -1.3634e+00 -6.2746e-02 -4.1807e-01 +4.6147e+00 -1.0130e+00 +4.0086e+00 +1.2663e+00 -2.8310e+00 -8.9155e-01
974 +3.369031158e+02 +3.369031158e+02 +3.623731158e+02 +2.547000000e+01 -4.0297e+00 -2.4336e+00 +4.3676e-01 -2.2087e+00 -4.4222e+00 +2.6455e+00 +6.2754e-01 +1.5028e+00 +1.9257e+00 +2.1737e+00 -3.7047e+00 -1.3634e+00 +6.2615e-01 -4.1807e-01 +4.6147e+00 -3.9500e+00 +8.7664e-01 +3.9321e+00 +4.5543e-01 -9.2498e-01
2133 +2.395923060e+02 +2.395923060e+02 +2.650623060e+02 +2.547000000e+01 -4.0540e+00 -2.8416e+00 +1.9236e-02 -3.6341e+00 -2.6832e+00 +9.0303e-02 -2.7062e+00 +4.7081e-01 +3.9741e+00 +2.1737e+00 -3.7047e+00 -1.3634e+00 -6.2746e-02 -3.2464e-01 +4.6147e+00 -7.1405e-01 +8.7664e-01 +3.3789e+00 +8.4895e-01 -1.5012e+00
5971 +1.575467673e+02 +1.575467673e+02 +1.830167673e+02 +2.547000000e+01 -4.0540e+00 -2.8416e+00 +4.3676e-01 -3.3188e+00 -2.5594e+00 -3.5354e-02 -2.5692e+00 +4.7081e-01 +3.9741e+00 +2.1737e+00 -3.7047e+00 -1.3634e+00 -6.2746e-02 -3.2464e-01 +4.6147e+00 -6.9379e-01 +8.7664e-01 +3.4801e+00 +7.5816e-01 -1.4435e+00
15164 +9.697180438e+01 +9.697180438e+01 +1.224418044e+02 +2.547000000e+01 -3.8724e+00 -2.9401e+00 -3.2918e+00 -2.3229e+00 -1.1143e+00 -9.0883e-01 -2.7922e+00 -4.4119e-01 +2.4916e+00 -8.7687e-01 -3.4699e+00 -2.1073e-01 -2.6051e+00 +5.5076e-01 +3.6470e+00 -4.8704e+00 +2.3757e+00 +4.0667e+00 +2.0481e+00 -3.2221e+00
24289 +6.172329245e+01 +6.172329245e+01 +8.719329245e+01 +2.547000000e+01 -3.7679e+00 -5.3547e-01 -2.4810e+00 -2.7808e+00 -8.7016e-01 +5.0166e-01 -2.9913e+00 +2.2795e-01 +3.1675e+00 -1.2344e+00 -3.3671e+00 -5.5829e-01 +6.9842e-01 +3.4593e-01 +3.4763e+00 -4.0466e+00 +2.3453e+00 +3.4811e+00 +1.5156e+00 -2.6326e+00
63958 +3.946365994e+01 +3.946365994e+01 +6.493365994e+01 +2.547000000e+01 -3.8074e+00 -5.4405e-01 -2.4545e+00 -2.7808e+00 -9.9531e-01 +5.0166e-01 -2.9913e+00 +3.0659e-01 +3.1675e+00 -1.3060e+00 -3.4592e+00 -5.5829e-01 +6.7130e-01 +3.5995e-01 +3.5918e+00 -3.9928e+00 +2.4152e+00 +3.4811e+00 +1.5451e+00 -2.6326e+00
% function evaluation | noise-free fitness - Fopt (-1.008100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.728744081e+03 +3.728744081e+03 +3.627934081e+03 -1.008100000e+02 -7.3456e-01 -2.9909e+00 +1.0905e+00 +1.9018e-01 -4.6991e-01 +7.9293e-01 +2.2167e+00 -1.2393e+00 +3.5912e+00 +3.7700e-01 -2.5430e+00 -3.3127e+00 +1.3872e-01 -4.9874e+00 -2.0310e+00 -4.8065e+00 -4.9355e-01 +2.1379e+00 -5.8193e-01 +2.3227e+00
384 +4.191278182e+02 +4.191278182e+02 +3.183178182e+02 -1.008100000e+02 -1.9738e+00 +1.4815e+00 +9.0209e-01 +4.4270e+00 +1.8377e+00 +4.7406e+00 +3.9164e-01 +1.7912e+00 -4.2172e+00 -9.0930e-01 +9.0576e-01 -4.5035e+00 +2.3652e-01 -4.7959e+00 -2.0167e+00 +3.6670e+00 +4.7131e+00 +5.6751e-01 +2.5401e+00 +3.1959e+00
569 +3.648179007e+02 +3.648179007e+02 +2.640079007e+02 -1.008100000e+02 -1.9738e+00 +1.4815e+00 +3.0937e+00 +3.1076e+00 +2.5609e+00 +4.6708e+00 +3.9164e-01 +1.7912e+00 -4.2172e+00 -9.0930e-01 +9.0576e-01 -4.5035e+00 +2.3652e-01 -2.0071e-01 -2.5241e+00 +4.5455e+00 +2.1821e+00 +5.6751e-01 +2.5401e+00 +3.1959e+00
1317 +2.197944691e+02 +2.197944691e+02 +1.189844691e+02 -1.008100000e+02 -8.9761e-01 +1.5891e+00 +2.5375e+00 +3.1076e+00 +2.5609e+00 +2.1923e+00 +3.9164e-01 +1.7912e+00 -4.2172e+00 -9.0930e-01 +9.0576e-01 -4.5035e+00 +2.3652e-01 -2.0071e-01 -2.0167e+00 +3.6670e+00 +2.6257e+00 -1.5399e+00 +1.1913e+00 +3.4028e+00
7253 +1.567806108e+02 +1.567806108e+02 +5.597061079e+01 -1.008100000e+02 +2.4565e-01 +2.1860e+00 +3.6119e+00 +1.7248e+00 +1.4885e+00 +2.1960e+00 +4.3335e-01 +1.9392e+00 -4.0892e+00 -8.8910e-01 +9.0576e-01 -4.4887e+00 +2.3652e-01 -1.4975e-01 +3.3224e-01 +3.9836e+00 +2.6257e+00 -2.8894e+00 +1.4022e-01 +2.7518e+00
% function evaluation | noise-free fitness - Fopt (4.017300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.863204732e+03 +1.863204732e+03 +2.264934732e+03 +4.017300000e+02 -2.1215e-01 +2.8375e+00 +2.3299e+00 -4.5391e-01 -1.1385e+00 +4.1379e+00 +2.8818e+00 -2.0736e+00 -4.7025e+00 -8.3434e-02 +2.8190e+00 -3.2467e+00 +2.0113e+00 -4.5300e+00 -1.5763e+00 -5.8761e-01 -5.7627e-01 -4.9086e+00 +6.3054e-01 -2.8667e+00
364 +4.606777392e+02 +4.606777392e+02 +8.624077392e+02 +4.017300000e+02 +1.7676e+00 -2.6682e+00 -9.2266e-01 +2.7677e-01 -1.5754e-01 +3.2155e+00 -1.6866e+00 -4.6029e+00 +3.7403e+00 -5.4355e-01 +1.7200e+00 +1.3004e+00 +3.4723e+00 +1.1335e+00 -8.6222e-01 +1.6840e+00 -4.4930e+00 +1.9052e+00 +2.1202e+00 -2.9108e+00
527 +3.135148194e+02 +3.135148194e+02 +7.152448194e+02 +4.017300000e+02 +1.7625e+00 -3.3519e-01 +2.9056e+00 +3.5945e-01 +1.9721e+00 -1.5763e+00 -3.3227e+00 -2.6255e+00 +1.1015e+00 +2.6694e+00 +6.3990e-01 +1.3004e+00 +3.4723e+00 +1.1335e+00 -8.6222e-01 +1.6840e+00 -4.4930e+00 +1.9052e+00 +2.1202e+00 -1.3250e+00
2563 +2.496604974e+02 +2.496604974e+02 +6.513904974e+02 +4.017300000e+02 +1.6630e+00 -3.3519e-01 +2.9056e+00 +3.5945e-01 +1.9721e+00 -1.5763e+00 -3.3227e+00 -2.6255e+00 +1.1015e+00 +2.5848e+00 +6.3990e-01 +1.3004e+00 +3.2188e+00 +1.1335e+00 -1.0802e+00 +1.6840e+00 -4.4930e+00 +1.8690e+00 +2.0237e+00 -1.3250e+00
11167 +1.435998164e+02 +1.435998164e+02 +5.453298164e+02 +4.017300000e+02 +2.1784e+00 -1.3776e+00 +4.2021e-01 -2.7221e+00 +2.9456e+00 +2.2952e+00 -3.2731e+00 -4.8247e+00 +4.3966e-01 +2.0980e+00 -2.1220e+00 +4.7654e+00 +2.8280e+00 -1.2234e+00 -4.3042e+00 -1.8327e+00 -8.1218e-01 +3.1043e-01 +1.4140e+00 -1.6453e+00
15231 +9.933551792e+01 +9.933551792e+01 +5.010655179e+02 +4.017300000e+02 +2.2162e+00 -1.3237e+00 +4.9582e-01 -2.8311e+00 +2.9999e+00 +2.2952e+00 -3.2731e+00 -4.6696e+00 +5.3383e-01 +2.1054e+00 -2.1220e+00 +4.9134e+00 +2.7122e+00 -1.2293e+00 -4.3042e+00 -1.7783e+00 -8.1218e-01 +2.7957e-01 +1.4153e+00 -1.6453e+00
% function evaluation | noise-free fitness - Fopt (-9.575000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.250000057e+03 +4.250000057e+03 +4.154250057e+03 -9.575000000e+01 -3.3120e+00 +4.9006e+00 +3.6503e+00 -4.5119e+00 -4.1575e-01 -1.2278e+00 -3.6853e+00 -3.5822e+00 +2.9310e+00 -4.3429e+00 -2.7782e+00 +3.9725e+00 +3.9684e-01 +2.9864e+00 +2.9715e+00 +3.2042e+00 -4.7402e+00 +3.0893e+00 -4.0234e+00 +4.0506e+00
397 +5.817804992e+02 +5.817804992e+02 +4.860304992e+02 -9.575000000e+01 +3.1606e+00 -2.3748e+00 -3.5948e+00 +2.1660e+00 +1.5935e+00 -4.0389e+00 +3.5816e-01 +4.9398e+00 +2.7369e+00 +2.4727e+00 -1.5333e+00 -2.3192e+00 +3.2393e+00 -2.2233e+00 -4.1050e-01 -4.2218e+00 +4.3282e-01 -2.5614e+00 +1.8344e+00 -8.0142e-01
791 +3.528253755e+02 +3.528253755e+02 +2.570753755e+02 -9.575000000e+01 +2.5883e+00 +4.5592e+00 -1.2669e+00 +3.4967e+00 +1.2287e-01 -4.0389e+00 +6.7701e-02 +4.1614e+00 +9.7633e-01 +2.4357e+00 +2.7844e+00 -6.0190e-01 +2.9567e-01 -3.6666e+00 -3.2010e+00 -1.0762e-01 -2.9497e+00 -6.7692e-01 +1.9085e+00 -4.5917e+00
1189 +2.175743821e+02 +2.175743821e+02 +1.218243821e+02 -9.575000000e+01 +1.1351e+00 +1.9649e+00 -3.4730e+00 +3.4967e+00 +1.5935e+00 -2.0736e-01 +6.7701e-02 +4.1614e+00 +9.7633e-01 +2.4357e+00 +2.7844e+00 -1.1334e+00 +3.7098e+00 -1.7501e+00 -4.5558e-01 +8.9243e-02 +1.3817e+00 +1.6069e+00 +1.9085e+00 -4.5917e+00
5932 +1.581830024e+02 +1.581830024e+02 +6.243300242e+01 -9.575000000e+01 +1.1470e+00 +1.9423e+00 -3.6253e+00 +3.4967e+00 +1.5935e+00 -2.0736e-01 +6.7701e-02 +4.1614e+00 +1.1077e+00 +2.4357e+00 +2.7419e+00 -1.1334e+00 +3.7373e+00 -1.7501e+00 -2.1121e-01 -2.1527e-02 +1.3982e+00 +1.6069e+00 +1.7991e+00 -4.5430e+00
183758 +9.995888947e+01 +9.995888947e+01 +4.208889466e+00 -9.575000000e+01 +3.4042e+00 +4.0356e+00 -1.1961e+00 +4.1988e+00 +9.2149e-01 -1.3839e+00 +1.9827e+00 +4.1901e+00 +1.8478e+00 +2.4691e+00 +3.5666e+00 -1.5326e+00 +1.1892e+00 -3.7470e+00 +5.0243e-01 +2.3330e+00 +1.4302e+00 -1.0401e+00 +1.0443e-01 -3.5568e+00
% function evaluation | noise-free fitness - Fopt (-9.136000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.838997642e+03 +1.838997642e+03 +1.747637642e+03 -9.136000000e+01 +4.6721e+00 +3.1883e+00 +6.8299e-02 -9.2840e-01 -6.1961e-01 +3.7058e+00 -1.0965e+00 -3.8418e+00 -3.3376e+00 +1.6725e+00 +6.3411e-01 -1.7153e+00 -8.7845e-03 +1.9092e+00 -3.8519e+00 +1.7610e+00 -1.7131e+00 +2.6835e+00 +3.0178e-03 -2.1558e+00
181 +3.975902585e+02 +3.975902585e+02 +3.062302585e+02 -9.136000000e+01 -3.0776e+00 +2.1396e+00 +7.3872e-01 +2.5385e+00 +5.1098e-01 -3.7357e-01 -4.3579e+00 +7.3727e-01 +4.3253e+00 -4.1696e+00 -3.3305e+00 -4.1293e+00 -4.0099e+00 -8.6962e-01 -3.9963e+00 -1.7763e+00 +5.9417e-01 -3.0702e+00 -2.5509e+00 +8.1592e-02
1640 +2.193670554e+02 +2.193670554e+02 +1.280070554e+02 -9.136000000e+01 -3.0776e+00 +2.1396e+00 +7.3872e-01 +1.8711e+00 +5.1098e-01 -3.7357e-01 -3.4054e+00 +2.4865e+00 +9.3030e-01 -4.1696e+00 -3.3305e+00 -4.1293e+00 -2.9664e+00 -4.2751e-01 -3.9963e+00 -1.7763e+00 +5.9417e-01 -3.0702e+00 -2.3009e+00 +8.1592e-02
3973 +1.579512080e+02 +1.579512080e+02 +6.659120798e+01 -9.136000000e+01 -3.0776e+00 +2.1396e+00 +7.3872e-01 +1.8711e+00 +5.1098e-01 +9.6183e-02 -3.4054e+00 +2.4865e+00 +9.3030e-01 -4.1696e+00 -3.3305e+00 -4.0171e+00 -2.6374e+00 -4.2751e-01 -3.9963e+00 -1.7763e+00 +1.6455e+00 -3.0702e+00 -2.4160e+00 +8.1592e-02
17652 +9.841956168e+01 +9.841956168e+01 +7.059561684e+00 -9.136000000e+01 -2.3989e-01 +3.4314e+00 -9.6519e-02 -9.0691e-01 -1.4291e+00 +8.9182e-01 -2.1920e+00 +1.5397e+00 -1.6231e+00 -1.2246e+00 -2.0377e+00 -2.3078e+00 -2.5053e+00 -1.1482e+00 +1.0634e-01 +6.5067e-01 +8.9324e-01 -9.6814e-01 -3.0442e-01 +1.1168e+00
% function evaluation | noise-free fitness - Fopt (2.315300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.903150799e+03 +1.903150799e+03 +2.134680799e+03 +2.315300000e+02 -2.8575e+00 -7.3953e-01 -2.3638e+00 -3.5019e+00 +3.9531e+00 +2.7941e+00 +1.8800e+00 +4.3588e+00 -1.9537e+00 +2.3152e+00 +5.3477e-01 -4.2322e+00 -2.0673e+00 -2.9219e+00 -2.5880e+00 +4.6851e+00 -1.8408e-01 -4.3645e+00 +1.5766e+00 -2.0017e+00
372 +4.633097508e+02 +4.633097508e+02 +6.948397508e+02 +2.315300000e+02 -1.7772e+00 +7.8394e-01 +8.7961e-01 +4.3205e+00 +2.8060e+00 +1.4008e+00 -3.6255e+00 -1.4756e+00 +3.6768e+00 +1.8457e+00 -1.5312e+00 +7.1553e-02 +4.8241e+00 -1.8716e+00 +3.6121e+00 +3.4678e+00 +5.8454e-02 -3.6498e+00 -3.2869e+00 -2.3428e+00
545 +3.768376625e+02 +3.768376625e+02 +6.083676625e+02 +2.315300000e+02 -1.5128e+00 -1.0573e+00 -1.1888e+00 +1.6133e+00 +4.1730e+00 +1.9267e-01 -3.1143e+00 -3.0438e+00 +4.5962e+00 -1.6663e+00 -2.5435e+00 +3.5236e+00 -1.4674e-01 -2.5353e-01 +2.3779e+00 +2.1386e+00 +4.1705e+00 -2.9187e+00 +1.0800e-01 +4.4453e+00
1064 +2.433020369e+02 +2.433020369e+02 +4.748320369e+02 +2.315300000e+02 -2.0620e+00 -2.7678e+00 -2.4375e+00 -1.5533e+00 +1.7445e-01 -1.4276e+00 -5.7704e-01 +1.3736e+00 +1.2675e+00 -1.6663e+00 -2.5435e+00 +3.5236e+00 -1.4674e-01 -2.5353e-01 +2.3779e+00 +2.1386e+00 +4.9457e+00 +4.3930e-01 -3.4773e+00 +3.7374e+00
3177 +1.537483121e+02 +1.537483121e+02 +3.852783121e+02 +2.315300000e+02 -2.0620e+00 -2.7678e+00 -1.0299e+00 -6.7550e-01 +1.7445e-01 -1.4852e+00 -5.7704e-01 -7.5171e-01 +2.7914e+00 -5.8237e-01 -3.0403e+00 +3.5236e+00 +5.2874e-02 -2.5353e-01 +2.3779e+00 +2.6337e+00 +4.5699e+00 +3.4737e-01 -3.4773e+00 +3.7374e+00
7028 +9.920635282e+01 +9.920635282e+01 +3.307363528e+02 +2.315300000e+02 -2.0620e+00 -2.7536e+00 -1.0299e+00 -6.7550e-01 +1.7445e-01 -1.4852e+00 -4.9628e-01 -7.5171e-01 +2.7914e+00 -5.8237e-01 -3.0723e+00 +3.5236e+00 +5.2874e-02 -1.6262e-01 +2.2963e+00 +2.6337e+00 +4.5699e+00 -4.0327e-02 -3.4294e+00 +4.0056e+00
% function evaluation | noise-free fitness - Fopt (-1.397700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.489689522e+03 +3.489689522e+03 +3.349919522e+03 -1.397700000e+02 +4.4272e+00 +1.5582e+00 -4.2863e+00 -7.7193e-02 +2.8847e+00 -1.6360e+00 -1.8830e+00 +4.0091e+00 +1.8426e+00 +7.6561e-01 +1.9743e+00 -2.0956e+00 -6.5940e-01 +3.7546e+00 -3.0135e+00 -4.3504e+00 +4.1196e+00 -2.8892e+00 +3.8103e+00 -2.3087e+00
384 +5.557619641e+02 +5.557619641e+02 +4.159919641e+02 -1.397700000e+02 -1.5242e+00 +3.5789e+00 +1.0751e+00 +3.2133e+00 +5.3593e-01 -2.8653e+00 -7.9707e-01 -2.9667e-01 -1.9791e+00 +7.3456e-01 +3.0366e+00 -2.3285e+00 -4.6461e+00 -3.2596e+00 -1.6372e-01 -2.1517e+00 -3.9244e+00 +2.2461e+00 -3.3280e+00 +4.4657e+00
757 +3.677080340e+02 +3.677080340e+02 +2.279380340e+02 -1.397700000e+02 -3.0871e+00 +3.7551e+00 -3.7358e+00 +3.8885e+00 +2.3922e-01 -2.6061e+00 +3.0387e+00 -4.8844e+00 -2.7302e+00 +3.6111e+00 +4.0457e+00 -1.5788e-01 -1.9160e+00 -6.3954e-01 +2.8221e+00 +7.9706e-01 +9.0385e-01 +4.4956e-01 -2.9301e+00 -6.0592e-01
