% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
27440 +3.797665461e+01 +3.797665461e+01 +6.794665461e+01 +2.997000000e+01 +6.1132e-01 -1.6604e+00 -3.7134e+00 -1.8609e+00 +3.1602e+00 +3.6455e+00 -3.8242e+00 -2.7620e+00 +1.0673e+00 -1.7877e+00 +1.5063e+00 -1.8399e+00 +4.1912e+00 +2.4467e+00 -1.6128e+00 +2.5492e+00 -2.3997e+00 -1.2237e+00 +1.3964e+00 -3.1924e+00
52934 +2.446483005e+01 +2.446483005e+01 +5.443483005e+01 +2.997000000e+01 +7.6738e-01 -1.6659e+00 -3.6901e+00 -1.8582e+00 +3.1056e+00 +3.3832e+00 -3.7826e+00 -2.7729e+00 +9.5644e-01 -1.7669e+00 +1.3687e+00 -1.7218e+00 +4.0640e+00 +2.4424e+00 -1.5327e+00 +2.6185e+00 -2.4756e+00 -1.0874e+00 +1.4803e+00 -3.2489e+00
78274 +1.518069537e+01 +1.518069537e+01 +4.515069537e+01 +2.997000000e+01 +7.6738e-01 -1.6968e+00 -3.7175e+00 -1.9126e+00 +3.1224e+00 +3.4656e+00 -3.8075e+00 -2.7729e+00 +9.8869e-01 -1.7669e+00 +1.3826e+00 -1.7590e+00 +4.0865e+00 +2.4050e+00 -1.5052e+00 +2.6421e+00 -2.4648e+00 -1.1477e+00 +1.4588e+00 -3.1951e+00
136529 +9.264356286e+00 +9.264356286e+00 +3.923435629e+01 +2.997000000e+01 +7.6534e-01 -1.7093e+00 -3.6999e+00 -1.8908e+00 +3.1375e+00 +3.4471e+00 -3.8428e+00 -2.7823e+00 +9.6088e-01 -1.7665e+00 +1.3693e+00 -1.7666e+00 +4.0535e+00 +2.4177e+00 -1.5339e+00 +2.6465e+00 -2.5163e+00 -1.0847e+00 +1.4861e+00 -3.2570e+00
174321 +6.166622681e+00 +6.166622681e+00 +3.613662268e+01 +2.997000000e+01 +7.0264e-01 -1.6754e+00 -3.7409e+00 -1.8776e+00 +3.1497e+00 +3.5618e+00 -3.7887e+00 -2.6611e+00 +1.0845e+00 -1.7304e+00 +1.4840e+00 -1.8802e+00 +4.1257e+00 +2.4464e+00 -1.5707e+00 +2.6351e+00 -2.4004e+00 -1.2803e+00 +1.4510e+00 -3.1908e+00
184121 +3.960594613e+00 +3.960594613e+00 +3.393059461e+01 +2.997000000e+01 +7.8892e-01 -1.6993e+00 -3.6939e+00 -1.9056e+00 +3.1291e+00 +3.4405e+00 -3.8661e+00 -2.7738e+00 +9.3463e-01 -1.7648e+00 +1.3651e+00 -1.7722e+00 +4.0522e+00 +2.4051e+00 -1.5370e+00 +2.6662e+00 -2.5248e+00 -1.0857e+00 +1.4930e+00 -3.2692e+00
260130 +2.342042721e+00 +2.342042721e+00 +3.231204272e+01 +2.997000000e+01 +7.9382e-01 -1.7003e+00 -3.7007e+00 -1.9075e+00 +3.1297e+00 +3.4427e+00 -3.8713e+00 -2.7735e+00 +9.3707e-01 -1.7554e+00 +1.3674e+00 -1.7712e+00 +4.0507e+00 +2.3993e+00 -1.5367e+00 +2.6638e+00 -2.5240e+00 -1.0996e+00 +1.4938e+00 -3.2708e+00
318258 +1.495538516e+00 +1.495538516e+00 +3.146553852e+01 +2.997000000e+01 +7.9018e-01 -1.6960e+00 -3.7035e+00 -1.9102e+00 +3.1299e+00 +3.4426e+00 -3.8737e+00 -2.7760e+00 +9.3914e-01 -1.7546e+00 +1.3678e+00 -1.7727e+00 +4.0549e+00 +2.3996e+00 -1.5372e+00 +2.6609e+00 -2.5171e+00 -1.0990e+00 +1.4881e+00 -3.2668e+00
378753 +9.310714023e-01 +9.310714023e-01 +3.090107140e+01 +2.997000000e+01 +7.9530e-01 -1.6944e+00 -3.7005e+00 -1.9118e+00 +3.1291e+00 +3.4360e+00 -3.8755e+00 -2.7869e+00 +9.3539e-01 -1.7580e+00 +1.3628e+00 -1.7659e+00 +4.0538e+00 +2.3964e+00 -1.5345e+00 +2.6611e+00 -2.5220e+00 -1.0896e+00 +1.4929e+00 -3.2682e+00
448041 +6.292144120e-01 +6.292144120e-01 +3.059921441e+01 +2.997000000e+01 +7.9567e-01 -1.6944e+00 -3.7003e+00 -1.9116e+00 +3.1290e+00 +3.4369e+00 -3.8760e+00 -2.7862e+00 +9.3402e-01 -1.7583e+00 +1.3627e+00 -1.7660e+00 +4.0531e+00 +2.3966e+00 -1.5359e+00 +2.6613e+00 -2.5233e+00 -1.0897e+00 +1.4928e+00 -3.2693e+00
613165 +3.969762975e-01 +3.969762975e-01 +3.036697630e+01 +2.997000000e+01 +7.9509e-01 -1.6941e+00 -3.7004e+00 -1.9114e+00 +3.1291e+00 +3.4369e+00 -3.8764e+00 -2.7863e+00 +9.3338e-01 -1.7575e+00 +1.3629e+00 -1.7658e+00 +4.0529e+00 +2.3963e+00 -1.5358e+00 +2.6602e+00 -2.5234e+00 -1.0900e+00 +1.4927e+00 -3.2694e+00
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.381681020e+03 +3.381681020e+03 +3.329971020e+03 -5.171000000e+01 +1.3200e+00 -9.5683e-01 -2.6438e+00 +5.8786e-01 -3.2051e-01 -4.4089e+00 +6.9677e-01 +4.0921e+00 +1.5069e+00 -8.4266e-01 -1.5939e+00 -4.2842e+00 -2.0378e+00 -2.8985e-01 -3.7529e+00 -1.6777e+00 -4.9332e-01 -4.2819e+00 +1.1135e+00 +1.7423e+00
381 +2.006615744e+03 +2.006615744e+03 +1.954905744e+03 -5.171000000e+01 -1.8531e+00 +3.7705e+00 +9.1588e-01 -1.7838e+00 -7.5078e-02 +3.4972e+00 -4.4279e+00 +4.7760e+00 +9.2394e-01 -2.8408e+00 +1.3151e+00 +1.3177e+00 -3.1219e+00 -4.6655e-01 +2.5314e+00 +2.1446e+00 -3.1163e+00 +4.4389e+00 +1.7390e+00 +4.5785e+00
558 +1.507627669e+03 +1.507627669e+03 +1.455917669e+03 -5.171000000e+01 +1.5505e+00 +2.5886e+00 -4.9894e+00 -3.0159e+00 +5.4262e-01 +1.3220e+00 -1.9886e+00 +2.4864e+00 -4.3594e+00 -1.0741e+00 +4.2849e+00 -1.1328e+00 +1.0410e+00 +2.3986e+00 -3.6286e+00 +1.5186e+00 -1.4471e-01 +4.1223e+00 +4.7882e+00 -1.3087e+00
1277 +8.712347275e+02 +8.712347275e+02 +8.195247275e+02 -5.171000000e+01 +1.1841e+00 +2.4504e+00 -3.4683e+00 -3.0159e+00 +5.4262e-01 +1.3220e+00 -1.9886e+00 +2.4864e+00 -1.9738e+00 +3.1515e-01 +3.6243e+00 -1.1328e+00 +1.0410e+00 -1.9300e+00 -1.8404e+00 +2.1446e+00 -3.1163e+00 +4.4389e+00 +1.7390e+00 +4.5623e+00
2529 +6.200552787e+02 +6.200552787e+02 +5.683452787e+02 -5.171000000e+01 +3.1768e+00 +3.7705e+00 -3.4683e+00 -3.0159e+00 +5.4262e-01 +1.3220e+00 -2.5515e+00 +2.4864e+00 -1.9738e+00 -1.1268e+00 +4.2849e+00 +2.6925e-01 +2.8651e+00 -1.9300e+00 -1.8404e+00 +2.1446e+00 -3.8777e+00 +4.2565e+00 +1.7390e+00 +4.5785e+00
4495 +3.953151750e+02 +3.953151750e+02 +3.436051750e+02 -5.171000000e+01 +2.8988e+00 +3.7705e+00 -3.4683e+00 -3.0159e+00 +1.1031e+00 +1.3220e+00 -3.2019e+00 +2.4864e+00 -2.2180e+00 -5.8388e-01 +4.2849e+00 +9.6966e-01 +3.4059e+00 -1.0812e+00 -2.3856e+00 +2.1446e+00 -4.4574e+00 +4.4389e+00 +1.7390e+00 +3.8907e+00
6462 +2.236478296e+02 +2.236478296e+02 +1.719378296e+02 -5.171000000e+01 +2.8988e+00 +2.9048e+00 -3.4683e+00 -3.4221e+00 +1.1031e+00 +1.3220e+00 -3.6856e+00 +2.4864e+00 -2.7281e+00 -2.6781e-01 +4.2849e+00 +1.6185e+00 +3.4059e+00 -1.0812e+00 -3.2058e+00 +2.1446e+00 -4.6720e+00 +4.2565e+00 +1.7390e+00 +3.9377e+00
7363 +1.471615691e+02 +1.471615691e+02 +9.545156914e+01 -5.171000000e+01 +2.8988e+00 +2.9048e+00 -3.4683e+00 -3.9706e+00 +1.1031e+00 +1.3220e+00 -3.6856e+00 +2.4864e+00 -2.7281e+00 -2.6301e-02 +4.2849e+00 +1.6642e+00 +3.4059e+00 -7.2191e-01 -3.2058e+00 +2.1446e+00 -4.6720e+00 +3.8228e+00 +1.7390e+00 +3.5583e+00
18402 +9.823305569e+01 +9.823305569e+01 +4.652305569e+01 -5.171000000e+01 +2.7003e+00 +2.8762e+00 -3.5240e+00 -3.9920e+00 +1.1036e+00 +1.3949e+00 -3.5934e+00 +3.3725e+00 -3.3481e+00 +5.1012e-01 +3.8988e+00 +1.8526e+00 +3.1149e+00 +1.4707e-01 -3.0617e+00 +3.1002e+00 -4.1242e+00 +3.3065e+00 +1.4670e+00 +3.4010e+00
42263 +6.130025118e+01 +6.130025118e+01 +9.590251184e+00 -5.171000000e+01 +2.7620e+00 +2.6405e+00 -3.4683e+00 -3.9706e+00 +1.3890e+00 +1.3220e+00 -3.6856e+00 +2.8049e+00 -2.8849e+00 +2.8577e-01 +4.0761e+00 +1.7364e+00 +3.1749e+00 -6.0649e-01 -3.3150e+00 +2.4083e+00 -4.6720e+00 +3.8228e+00 +1.6012e+00 +3.3776e+00
47131 +3.821736484e+01 +3.821736484e+01 -1.349263516e+01 -5.171000000e+01 +2.7620e+00 +2.6405e+00 -3.4683e+00 -4.0705e+00 +1.3563e+00 +1.3585e+00 -3.6013e+00 +2.7052e+00 -2.8761e+00 +3.0052e-01 +4.0761e+00 +1.7364e+00 +3.0575e+00 -6.0649e-01 -3.4023e+00 +2.4666e+00 -4.7223e+00 +3.8228e+00 +1.6722e+00 +3.3340e+00
143738 +2.452746368e+01 +2.452746368e+01 -2.718253632e+01 -5.171000000e+01 +2.7119e+00 +2.8632e+00 -3.3828e+00 -3.7586e+00 +1.1493e+00 +1.5629e+00 -3.5964e+00 +3.0354e+00 -3.3958e+00 +2.7591e-01 +3.9848e+00 +1.9196e+00 +3.0975e+00 +2.2118e-01 -3.0716e+00 +3.0985e+00 -4.2861e+00 +3.4706e+00 +1.6552e+00 +3.2840e+00
146138 +1.538596436e+01 +1.538596436e+01 -3.632403564e+01 -5.171000000e+01 +2.6839e+00 +2.8899e+00 -3.4080e+00 -3.8247e+00 +1.1837e+00 +1.5508e+00 -3.5316e+00 +3.0352e+00 -3.3702e+00 +2.5884e-01 +3.9974e+00 +1.9171e+00 +3.0887e+00 +1.9413e-01 -3.0660e+00 +3.0705e+00 -4.3353e+00 +3.4909e+00 +1.7046e+00 +3.2925e+00
204331 +9.870621147e+00 +9.870621147e+00 -4.183937885e+01 -5.171000000e+01 +2.6820e+00 +2.9008e+00 -3.4123e+00 -3.8455e+00 +1.1839e+00 +1.5530e+00 -3.5395e+00 +3.0289e+00 -3.3754e+00 +2.5630e-01 +4.0002e+00 +1.9343e+00 +3.0833e+00 +1.9781e-01 -3.0803e+00 +3.1023e+00 -4.3229e+00 +3.4882e+00 +1.6751e+00 +3.2885e+00
264778 +6.149673819e+00 +6.149673819e+00 -4.556032618e+01 -5.171000000e+01 +2.6937e+00 +2.8921e+00 -3.4180e+00 -3.8425e+00 +1.1832e+00 +1.5601e+00 -3.5339e+00 +3.0118e+00 -3.3898e+00 +2.5096e-01 +4.0014e+00 +1.9241e+00 +3.0916e+00 +2.0149e-01 -3.0862e+00 +3.1092e+00 -4.3254e+00 +3.4882e+00 +1.6840e+00 +3.2653e+00
436381 +3.969278321e+00 +3.969278321e+00 -4.774072168e+01 -5.171000000e+01 +2.6841e+00 +2.9082e+00 -3.4128e+00 -3.8352e+00 +1.1757e+00 +1.5675e+00 -3.5339e+00 +3.0182e+00 -3.4070e+00 +2.4343e-01 +4.0044e+00 +1.9314e+00 +3.0983e+00 +2.2525e-01 -3.0830e+00 +3.1306e+00 -4.3131e+00 +3.4798e+00 +1.6873e+00 +3.2661e+00
% function evaluation | noise-free fitness - Fopt (-2.799500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.050464163e+03 +4.050464163e+03 +3.770514163e+03 -2.799500000e+02 +2.4743e+00 -4.1669e+00 -4.2175e+00 -1.8698e+00 +1.4727e+00 +3.1117e+00 +3.6555e+00 -1.3024e+00 +4.5457e+00 -4.4782e+00 -4.7723e+00 -4.5989e-01 -4.6371e-01 +4.0257e+00 +1.8070e+00 +1.8019e+00 -4.5783e+00 -4.4419e+00 -4.1321e+00 +4.0485e+00
392 +1.835069003e+03 +1.835069003e+03 +1.555119003e+03 -2.799500000e+02 -6.3863e-01 -1.0607e+00 +3.6865e+00 -2.4241e+00 -2.5558e+00 -1.3645e+00 -3.5944e+00 +2.2697e+00 +2.7661e+00 +1.1260e+00 -5.6517e-03 +1.9597e+00 -8.5532e-01 +2.1833e+00 +7.8398e-01 +3.8638e+00 +1.8446e+00 -8.8312e-01 +6.8976e-01 +1.2865e-01
776 +1.393772691e+03 +1.393772691e+03 +1.113822691e+03 -2.799500000e+02 -2.0309e-01 -1.7535e+00 +4.0098e+00 +1.8898e+00 -3.7324e+00 -4.3111e+00 -8.0609e-01 -1.3024e+00 -2.3570e+00 -4.3159e+00 -9.9165e-01 +2.4795e+00 -3.1583e+00 -7.3158e-01 +3.5818e+00 +2.9724e+00 +2.5992e+00 +1.8112e+00 +9.0176e-01 +3.5963e+00
1558 +9.911420085e+02 +9.911420085e+02 +7.111920085e+02 -2.799500000e+02 -2.0309e-01 -1.7535e+00 +3.4350e+00 -4.0659e-01 -3.7324e+00 -1.4474e+00 -1.1577e+00 -2.2535e+00 +3.7772e+00 -2.6472e+00 +1.6561e+00 +2.0768e+00 -4.7923e+00 -2.3848e+00 +1.1979e-03 +3.8729e+00 +3.1236e+00 +1.8112e+00 +9.0176e-01 +3.5963e+00
2727 +6.281863937e+02 +6.281863937e+02 +3.482363937e+02 -2.799500000e+02 -2.0309e-01 -1.7535e+00 +4.0098e+00 -4.0659e-01 -2.9121e+00 -1.4474e+00 -1.1577e+00 -1.3144e+00 +2.7661e+00 -2.6472e+00 -9.9165e-01 +1.2499e+00 -3.1583e+00 -2.3848e+00 +8.7782e-01 +3.8729e+00 +3.7416e+00 +4.2624e+00 +3.0563e+00 +3.5963e+00
4282 +3.915233639e+02 +3.915233639e+02 +1.115733639e+02 -2.799500000e+02 -1.5714e+00 -2.7422e+00 +3.4350e+00 -4.0659e-01 -2.9121e+00 -2.0054e+00 -1.1577e+00 -1.3144e+00 +2.7661e+00 -2.6472e+00 -9.9165e-01 +1.2499e+00 -3.1583e+00 -2.3848e+00 +4.2784e-01 +3.8729e+00 +3.7416e+00 +4.0328e+00 +2.9941e+00 +3.0374e+00
6804 +2.480244903e+02 +2.480244903e+02 -3.192550972e+01 -2.799500000e+02 -2.2334e+00 -3.2385e+00 +3.4350e+00 -4.0659e-01 -2.7003e+00 -2.4114e+00 -1.1577e+00 -1.3144e+00 +2.4095e+00 -3.4984e+00 -1.2106e+00 +1.2499e+00 -3.1583e+00 -2.3848e+00 +6.2421e-01 +3.8729e+00 +3.8355e+00 +3.7687e+00 +3.0563e+00 +3.0374e+00
9129 +1.554496674e+02 +1.554496674e+02 -1.245003326e+02 -2.799500000e+02 -2.9115e+00 -3.6325e+00 +3.4350e+00 -4.0659e-01 -2.7003e+00 -2.4114e+00 -1.2876e+00 -1.0078e+00 +2.2486e+00 -3.6933e+00 -1.3542e+00 +1.8648e+00 -3.1583e+00 -2.4388e+00 +6.2421e-01 +3.8729e+00 +3.8355e+00 +3.3087e+00 +3.0046e+00 +3.0374e+00
16972 +9.275470677e+01 +9.275470677e+01 -1.871952932e+02 -2.799500000e+02 -3.7944e+00 -4.1366e+00 +3.1495e+00 -1.0901e+00 -4.0236e+00 -2.4936e+00 -1.3150e+00 -1.3904e-01 +1.7914e+00 -3.5282e+00 -1.6318e+00 +1.6416e+00 -4.0541e+00 -2.2882e+00 +5.6043e-01 +3.3070e+00 +3.1502e+00 +2.3836e+00 +1.7094e+00 +2.7558e+00
18698 +6.110261750e+01 +6.110261750e+01 -2.188473825e+02 -2.799500000e+02 -3.7944e+00 -4.1366e+00 +3.1967e+00 -1.0901e+00 -3.8881e+00 -2.7315e+00 -1.3535e+00 -1.3904e-01 +1.6637e+00 -3.5282e+00 -1.7732e+00 +1.6416e+00 -4.1184e+00 -2.2882e+00 +5.6043e-01 +3.3070e+00 +3.1502e+00 +2.5329e+00 +1.7094e+00 +2.7558e+00
57588 +3.525766530e+01 +3.525766530e+01 -2.446923347e+02 -2.799500000e+02 -3.7095e+00 -4.0769e+00 +3.1583e+00 -1.2569e+00 -3.8388e+00 -2.7621e+00 -1.5173e+00 -1.0781e-01 +1.6878e+00 -3.5381e+00 -1.8065e+00 +1.5520e+00 -4.1448e+00 -2.2825e+00 +4.8433e-01 +3.4156e+00 +3.2266e+00 +2.5675e+00 +1.7334e+00 +2.9081e+00
58788 +2.482357589e+01 +2.482357589e+01 -2.551264241e+02 -2.799500000e+02 -3.7357e+00 -4.0594e+00 +3.2153e+00 -1.1678e+00 -3.8678e+00 -2.7823e+00 -1.5802e+00 -9.5521e-02 +1.6714e+00 -3.5325e+00 -1.8086e+00 +1.6284e+00 -4.1263e+00 -2.2218e+00 +4.6386e-01 +3.3820e+00 +3.2351e+00 +2.5760e+00 +1.7126e+00 +2.9056e+00
86716 +1.490180856e+01 +1.490180856e+01 -2.650481914e+02 -2.799500000e+02 -3.7590e+00 -4.0566e+00 +3.2265e+00 -1.1751e+00 -3.9039e+00 -2.7854e+00 -1.5116e+00 -1.3904e-01 +1.6637e+00 -3.4852e+00 -1.8618e+00 +1.6022e+00 -4.1571e+00 -2.1921e+00 +5.0665e-01 +3.3487e+00 +3.1869e+00 +2.4840e+00 +1.7094e+00 +2.9097e+00
151000 +9.965031778e+00 +9.965031778e+00 -2.699849682e+02 -2.799500000e+02 -3.7564e+00 -4.0481e+00 +3.2375e+00 -1.1666e+00 -3.8637e+00 -2.8045e+00 -1.5826e+00 -9.6175e-02 +1.6542e+00 -3.4905e+00 -1.8524e+00 +1.5933e+00 -4.1609e+00 -2.2041e+00 +4.9228e-01 +3.3889e+00 +3.2281e+00 +2.5123e+00 +1.7246e+00 +2.9393e+00
214413 +6.196692365e+00 +6.196692365e+00 -2.737533076e+02 -2.799500000e+02 -3.7478e+00 -4.0357e+00 +3.2556e+00 -1.1434e+00 -3.8511e+00 -2.8054e+00 -1.5737e+00 -1.0577e-01 +1.6475e+00 -3.5013e+00 -1.8458e+00 +1.5906e+00 -4.1431e+00 -2.2022e+00 +4.7763e-01 +3.3905e+00 +3.2389e+00 +2.5265e+00 +1.7538e+00 +2.9568e+00
273920 +3.819502449e+00 +3.819502449e+00 -2.761304976e+02 -2.799500000e+02 -3.7489e+00 -4.0278e+00 +3.2379e+00 -1.1472e+00 -3.8515e+00 -2.8139e+00 -1.5757e+00 -1.1605e-01 +1.6365e+00 -3.5080e+00 -1.8457e+00 +1.5973e+00 -4.1411e+00 -2.2015e+00 +4.7700e-01 +3.3947e+00 +3.2454e+00 +2.5320e+00 +1.7548e+00 +2.9560e+00
351327 +2.489459491e+00 +2.489459491e+00 -2.774605405e+02 -2.799500000e+02 -3.7461e+00 -4.0331e+00 +3.2351e+00 -1.1566e+00 -3.8726e+00 -2.8143e+00 -1.5745e+00 -1.1071e-01 +1.6404e+00 -3.4957e+00 -1.8516e+00 +1.5887e+00 -4.1574e+00 -2.1951e+00 +4.7701e-01 +3.3838e+00 +3.2361e+00 +2.5167e+00 +1.7358e+00 +2.9490e+00
% function evaluation | noise-free fitness - Fopt (9.319900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.865183665e+03 +2.865183665e+03 +3.797173665e+03 +9.319900000e+02 -1.2817e+00 -9.7124e-01 +3.9253e+00 -3.7638e+00 +1.1556e+00 +3.1947e+00 -2.8450e+00 +4.1971e+00 -2.9251e+00 +1.8016e-02 -1.0448e+00 +1.0204e+00 +1.0814e+00 +2.1809e+00 +2.6753e+00 +3.6780e+00 -4.9350e-01 +2.8164e+00 +3.9215e+00 +1.9310e+00
395 +1.572248137e+03 +1.572248137e+03 +2.504238137e+03 +9.319900000e+02 +3.0225e+00 -2.8905e+00 +2.8134e+00 -1.1120e+00 +4.0285e+00 -2.3996e+00 +3.1259e+00 -1.9822e+00 -3.6709e+00 +3.1219e+00 -1.5637e+00 -3.4829e+00 -1.7342e+00 -1.6613e+00 +1.5481e+00 +2.0156e+00 -2.5233e+00 -1.3280e+00 -9.1839e-01 -8.2711e-01
1160 +9.285271271e+02 +9.285271271e+02 +1.860517127e+03 +9.319900000e+02 +3.0225e+00 -2.8905e+00 +2.8134e+00 -1.1120e+00 +4.0285e+00 -2.3996e+00 +3.1259e+00 -1.9822e+00 -1.5203e+00 +3.1219e+00 +4.5411e+00 -2.8550e+00 -1.0443e+00 -3.2558e+00 +3.7895e+00 +3.4580e+00 -2.5233e+00 -1.3280e+00 +2.9446e+00 -1.3641e+00
2104 +5.728151592e+02 +5.728151592e+02 +1.504805159e+03 +9.319900000e+02 +1.5115e+00 -1.0066e+00 +2.8134e+00 -1.1120e+00 +4.0285e+00 -2.3996e+00 +3.1259e+00 -2.9934e+00 -1.5203e+00 +3.4730e+00 +4.0157e+00 -8.9406e-01 -1.0443e+00 -3.2558e+00 +3.4529e+00 +2.6752e+00 -2.5233e+00 -1.3280e+00 +2.0419e+00 -2.2576e-01
3418 +3.919374455e+02 +3.919374455e+02 +1.323927446e+03 +9.319900000e+02 +1.5115e+00 -3.7459e-01 +2.8134e+00 -4.2207e-01 +3.5145e+00 -2.0088e+00 +3.1259e+00 -2.9934e+00 -1.5203e+00 +3.4730e+00 +4.0157e+00 -3.8229e-01 -1.1961e+00 -3.2351e+00 +2.9273e+00 +2.7137e+00 -1.5559e+00 -2.0706e+00 +2.0419e+00 -8.5860e-01
4759 +2.474986288e+02 +2.474986288e+02 +1.179488629e+03 +9.319900000e+02 +1.5115e+00 +2.2251e-01 +2.8134e+00 -4.2207e-01 +2.7108e+00 -2.6087e+00 +2.5921e+00 -2.9934e+00 -1.5203e+00 +2.6278e+00 +3.5276e+00 -8.9406e-01 -1.4311e+00 -2.8738e+00 +3.2670e+00 +2.7137e+00 -1.5737e+00 -2.0706e+00 +2.0419e+00 -8.5860e-01
6082 +1.570106700e+02 +1.570106700e+02 +1.089000670e+03 +9.319900000e+02 +1.5115e+00 +6.4370e-01 +3.0584e+00 -4.2207e-01 +2.7108e+00 -2.6087e+00 +2.5921e+00 -3.2639e+00 -1.5203e+00 +2.4249e+00 +3.5276e+00 -8.9406e-01 -1.9340e+00 -2.8738e+00 +2.9273e+00 +2.7137e+00 -1.1901e+00 -1.7818e+00 +2.2187e+00 -1.0843e+00
