% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
198 +2.007720011e+02 +2.007720011e+02 +1.782220011e+02 -2.255000000e+01 +3.3417e+00 +1.1685e+00 -1.0621e+00 -3.9027e+00 +3.9944e+00 -8.1988e-01 -3.5131e+00 -2.2023e+00 -1.1627e+00 -3.0669e+00 -4.4222e+00 +6.7274e-01 +1.4477e+00 +4.2338e+00 -2.8077e+00 +4.0049e+00 +2.2411e+00 -2.3561e+00 -3.5376e+00 +2.0834e+00
1747 +1.584530598e+02 +1.584530598e+02 +1.359030598e+02 -2.255000000e+01 +3.3417e+00 +1.1685e+00 -1.0621e+00 -3.9027e+00 +3.9944e+00 -8.1988e-01 -3.5131e+00 -2.2023e+00 -1.1497e+00 -2.9269e+00 -4.4222e+00 +6.7274e-01 +7.3275e-01 +4.3250e+00 -2.8077e+00 +3.7886e+00 +2.2411e+00 -2.3561e+00 -3.5376e+00 +2.0834e+00
36500 +9.994349773e+01 +9.994349773e+01 +7.739349773e+01 -2.255000000e+01 +1.5064e+00 -2.6135e+00 +2.1455e+00 -2.4795e+00 +1.7657e+00 -2.0279e+00 +5.6513e-01 -1.2823e+00 -8.2921e-01 +8.8413e-01 +4.3157e+00 +3.7527e+00 +1.4798e+00 +3.9417e-01 -1.1781e+00 +6.9965e-01 +1.9425e-01 -3.6239e+00 +1.1398e+00 -2.6557e+00
212390 +6.141455327e+01 +6.141455327e+01 +3.886455327e+01 -2.255000000e+01 +4.4987e+00 +3.4771e+00 +2.3241e+00 -2.9110e+00 +1.2502e+00 -2.7478e-01 +1.6576e+00 -7.9632e-01 -2.8034e-03 -1.4824e-01 +3.7297e+00 +4.4637e+00 +3.4535e+00 +1.8932e+00 -1.0993e+00 -3.7185e-01 +2.4624e+00 -3.8532e+00 +1.2715e+00 -1.1660e+00
351425 +3.929532727e+01 +3.929532727e+01 +1.674532727e+01 -2.255000000e+01 +1.6544e+00 +1.0427e+00 +1.7570e+00 -2.5523e+00 +1.3062e+00 -6.9701e-01 +5.8217e-01 -8.3244e-01 +3.7875e+00 -9.4251e-01 +3.1078e+00 +3.3427e+00 +3.1986e+00 +8.8795e-01 -1.1312e+00 +1.0049e+00 +1.5000e+00 -3.3709e+00 +1.7036e+00 -5.9760e-01
603015 +2.359081985e+01 +2.359081985e+01 +1.040819854e+00 -2.255000000e+01 +1.5016e+00 +2.7069e+00 +1.1866e+00 -2.5822e+00 +8.8845e-01 -5.5514e-01 +1.0343e+00 -2.5341e+00 +2.3687e+00 +3.7707e-01 +3.8200e+00 +2.1854e+00 +3.0486e+00 -5.2645e-01 -1.3283e+00 +1.4635e+00 +1.5052e+00 -3.5690e+00 +1.5670e+00 -4.2827e-01
954770 +1.493022416e+01 +1.493022416e+01 -7.619775838e+00 -2.255000000e+01 +1.6854e+00 +1.8117e+00 +1.5711e+00 -2.4993e+00 +1.3030e+00 -1.1286e+00 +6.3771e-01 -2.7559e+00 +2.5588e+00 -1.3594e+00 +1.9806e+00 +1.7757e+00 +4.1326e+00 +5.9815e-01 -2.4924e+00 +8.4137e-01 +2.0522e+00 -3.2772e+00 +1.0579e+00 +1.6134e+00
1152720 +8.988487864e+00 +8.988487864e+00 -1.356151214e+01 -2.255000000e+01 +1.6344e+00 +1.8792e+00 +2.1276e+00 -2.5133e+00 +1.3397e+00 -1.1502e+00 +4.9625e-01 -4.2440e+00 +2.5666e+00 -1.1074e+00 +1.0532e+00 +1.9054e+00 +3.9006e+00 +4.1521e-01 -2.0617e+00 +7.4035e-01 +2.0167e+00 -3.3358e+00 +1.0463e+00 +1.6413e+00
1426612 +5.689113545e+00 +5.689113545e+00 -1.686088646e+01 -2.255000000e+01 +1.3683e+00 +1.8148e+00 +2.5884e+00 -2.7294e+00 +1.5751e+00 -9.7900e-01 +3.6637e-01 -3.3452e+00 +2.2826e+00 -1.1414e+00 +4.3544e-01 +1.1470e+00 +3.2536e+00 +1.2093e-01 -1.1766e+00 +1.6979e+00 +2.3724e+00 -4.0421e+00 +1.9122e+00 +1.5609e+00
1695256 +3.968895357e+00 +3.968895357e+00 -1.858110464e+01 -2.255000000e+01 +1.6776e+00 +2.2881e+00 +2.7799e+00 -2.6099e+00 +1.1952e+00 -1.0007e+00 +5.8316e-01 -4.0294e+00 +2.6490e+00 -1.2042e+00 +9.5356e-01 +6.7812e-01 +3.3789e+00 -1.3301e-01 -1.4998e+00 +1.7265e+00 +3.2204e+00 -4.0775e+00 +1.7515e+00 +1.5212e+00
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.022168103e+06 +2.022168103e+06 +2.022181763e+06 +1.366000000e+01 -1.6156e+00 -4.4566e+00 -2.8574e+00 +1.3061e-01 +3.8814e+00 +1.7557e+00 -3.7601e+00 +4.2736e+00 +5.2268e-01 -5.7885e-01 +4.9674e+00 -4.2622e+00 +7.9333e-01 +4.5218e+00 +2.3623e+00 -4.4009e+00 -8.8894e-01 +5.5277e-02 +8.4018e-01 +1.1225e+00
388 +2.946523703e+02 +2.946523703e+02 +3.083123703e+02 +1.366000000e+01 +8.4278e-03 -5.0881e-02 +4.0578e+00 +3.4278e+00 +4.7536e+00 -1.2010e+00 +9.9272e-01 -2.6282e-01 -3.6970e+00 -5.9125e-01 +9.1581e-01 +3.9766e+00 -1.9704e+00 -2.1693e+00 +3.3093e+00 +6.5663e-01 -2.9109e+00 +2.1162e+00 +2.2915e+00 -1.9902e+00
573 +2.031745272e+02 +2.031745272e+02 +2.168345272e+02 +1.366000000e+01 -2.4998e+00 -5.8547e-01 +4.3042e+00 +1.6621e+00 -8.2031e-01 +1.0291e+00 -2.6691e+00 -4.2224e-01 -8.7509e-01 -2.4031e+00 -3.4900e+00 +2.6022e+00 -1.1650e+00 +7.3221e-01 +4.8099e+00 -3.7521e+00 +2.1971e-01 +3.7039e+00 -2.4153e+00 +8.5891e-01
37087 +1.577355262e+02 +1.577355262e+02 +1.713955262e+02 +1.366000000e+01 +4.4446e+00 +4.5364e+00 +2.2131e+00 +1.7849e+00 +2.1045e+00 +1.2277e+00 +4.8108e+00 +2.8763e+00 +2.0041e+00 -1.1837e+00 -1.5324e+00 -3.2917e+00 -1.3834e+00 -8.2802e-01 +7.8426e-01 -5.0466e-02 -8.1437e-01 -1.4083e+00 -3.8261e-01 +1.7304e+00
76366 +9.246875185e+01 +9.246875185e+01 +1.061287519e+02 +1.366000000e+01 -1.3587e-01 +3.3905e+00 +8.0991e-01 +2.6457e+00 -1.2471e+00 +2.5607e+00 +3.8080e+00 -5.0252e+00 +2.3966e+00 -5.0000e+00 +7.8469e-02 +4.1166e+00 -1.5008e-03 +2.7361e+00 -1.0601e+00 +1.5445e+00 -2.6164e+00 -1.9314e+00 -3.0672e+00 -5.0557e+00
151756 +6.157393310e+01 +6.157393310e+01 +7.523393310e+01 +1.366000000e+01 +1.2353e+00 +3.9132e+00 +2.2316e+00 +1.3256e+00 +2.5060e+00 +6.1399e-01 +2.2803e+00 -2.9821e+00 +7.5506e-01 -3.9546e+00 +6.6551e-01 +4.2381e+00 -3.6822e-01 +2.9564e+00 +5.6957e-01 +2.9878e+00 -1.5629e+00 -2.0947e+00 -1.2334e+00 -1.4914e+00
399550 +3.705049710e+01 +3.705049710e+01 +5.071049710e+01 +1.366000000e+01 +1.0798e+00 +2.0307e+00 +4.6069e+00 -1.8231e+00 -5.5053e-01 -4.6538e-01 +5.0000e+00 -3.3967e+00 +1.8566e+00 -2.0259e+00 -4.2593e+00 +2.9438e+00 -2.3591e+00 +2.5867e+00 +1.6500e+00 +1.8645e+00 -2.3185e+00 -5.0000e+00 -9.2623e-01 +2.1730e-01
647277 +2.505982524e+01 +2.505982524e+01 +3.871982524e+01 +1.366000000e+01 -9.6338e-01 +3.0691e+00 +5.0000e+00 +1.6920e+00 -1.9502e+00 -5.5784e-01 +4.8483e+00 -5.0000e+00 +2.2921e+00 -3.9577e+00 -3.3140e+00 +3.9425e+00 -3.0545e+00 -4.5714e-01 +2.0888e+00 +3.4694e-01 -3.2077e+00 -5.0000e+00 -1.2921e+00 +3.2019e-01
1076964 +1.306152655e+01 +1.306152655e+01 +2.672152655e+01 +1.366000000e+01 -4.9822e-02 +4.1976e+00 +3.3669e+00 +4.9529e-01 -1.9486e+00 -8.3798e-01 +3.7067e+00 -3.4943e+00 +2.2191e+00 -4.9337e+00 -2.3036e+00 +3.5846e+00 -2.1551e+00 +6.2754e-01 +1.4653e+00 +9.1695e-01 -3.7408e+00 -4.6073e+00 -2.0828e-01 -1.9203e+00
1406312 +9.869445471e+00 +9.869445471e+00 +2.352944547e+01 +1.366000000e+01 -1.4162e-01 +4.2180e+00 +3.5228e+00 +6.8329e-01 -1.4828e+00 -7.9842e-01 +4.8291e+00 -3.2456e+00 +7.4446e-01 -5.0000e+00 -2.3569e+00 +3.4134e+00 -2.3670e+00 -1.7032e-01 +1.4709e+00 +1.4748e+00 -4.5293e+00 -4.4034e+00 -1.6344e+00 -1.5815e+00
1532095 +5.854829538e+00 +5.854829538e+00 +1.951482954e+01 +1.366000000e+01 +4.0912e-01 +2.9176e+00 +3.8291e+00 -1.7995e-01 -1.4777e+00 -2.2975e-01 +3.7620e+00 -4.5410e+00 +2.0372e+00 -4.4495e+00 -2.2424e+00 +3.7605e+00 -2.1555e+00 -3.2169e-01 +1.6031e+00 +1.3155e+00 -3.8970e+00 -4.0509e+00 -1.8158e+00 -1.0822e+00
1687861 +3.702290146e+00 +3.702290146e+00 +1.736229015e+01 +1.366000000e+01 +7.3052e-01 +2.3539e+00 +3.5915e+00 +2.3237e-02 -1.7354e+00 -3.1296e-01 +3.8637e+00 -4.5148e+00 +8.9765e-01 -4.5030e+00 -2.0594e+00 +3.4302e+00 -2.7966e+00 -4.0045e-01 +1.6195e+00 +1.6800e+00 -3.9785e+00 -3.8150e+00 -1.5543e+00 -1.1639e+00
% function evaluation | noise-free fitness - Fopt (9.378400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.633673289e+06 +2.633673289e+06 +2.634611129e+06 +9.378400000e+02 -3.5117e+00 -3.5278e+00 -5.4344e-01 +1.3973e+00 +7.1072e-01 -4.8060e+00 -2.2669e+00 +3.7974e+00 +4.7964e+00 +1.3226e+00 +3.8410e+00 +3.0441e+00 -1.2266e+00 +2.8189e+00 +9.5022e-01 -3.6818e+00 -7.6474e-01 +1.8647e+00 +1.3844e+00 +3.4531e+00
182 +1.781510218e+02 +1.781510218e+02 +1.115991022e+03 +9.378400000e+02 -4.1803e+00 +2.9339e+00 +3.8278e+00 +5.6960e-01 -4.5233e+00 +4.3976e+00 +3.8161e+00 +1.5779e+00 +1.2332e+00 +4.5168e+00 -4.2324e+00 -3.3776e+00 -8.1621e-01 -1.8149e+00 -2.2049e+00 +4.0774e+00 +4.9220e+00 -1.6547e+00 +3.9795e-01 -4.6784e+00
914 +1.553005426e+02 +1.553005426e+02 +1.093140543e+03 +9.378400000e+02 -4.1803e+00 +2.9339e+00 +3.8278e+00 +5.6960e-01 -4.5233e+00 +4.3976e+00 +3.8161e+00 +1.5779e+00 +1.2332e+00 +4.5168e+00 -4.2324e+00 -3.4095e+00 -8.1621e-01 -1.8149e+00 -2.2049e+00 +4.0774e+00 +4.9220e+00 -1.6547e+00 +3.9795e-01 -4.6784e+00
114216 +9.482977577e+01 +9.482977577e+01 +1.032669776e+03 +9.378400000e+02 -2.9605e+00 +2.7620e+00 +2.8415e+00 +3.1577e+00 -3.8030e+00 +4.5636e+00 -4.6284e+00 +8.5690e-01 +1.0105e+00 -1.0429e+00 -1.6388e+00 -4.2278e-01 -5.0000e+00 -1.8637e+00 -3.1367e+00 +3.3434e-01 +2.6423e+00 -2.7478e+00 -2.0296e+00 +9.9834e-01
264196 +5.718494795e+01 +5.718494795e+01 +9.950249480e+02 +9.378400000e+02 -3.4968e+00 +1.9895e+00 +3.2051e+00 -5.9866e-01 -4.8067e+00 +4.1458e+00 +1.5676e-01 +8.9811e-01 +3.1044e+00 +4.4294e+00 -5.0000e+00 -1.0015e+00 -2.6829e+00 -4.4384e-01 -2.5493e+00 +1.5527e+00 +3.2683e+00 -3.2559e+00 -1.2405e+00 +9.0707e-02
550671 +3.966584424e+01 +3.966584424e+01 +9.775058442e+02 +9.378400000e+02 +6.3345e-01 +3.8487e+00 +3.6295e+00 -2.1371e+00 -1.9220e+00 +3.8001e+00 -7.4103e-01 +2.5004e+00 +3.4429e+00 +3.4725e+00 -4.6882e+00 -3.0311e+00 -2.7018e+00 +1.7766e+00 -1.9421e+00 +1.1637e+00 +4.8374e+00 -5.0000e+00 +2.8279e-01 -1.0662e+00
761856 +2.440260694e+01 +2.440260694e+01 +9.622426069e+02 +9.378400000e+02 +5.6115e-01 +3.9119e+00 +4.7949e+00 -7.3860e-01 -1.6785e+00 +4.6739e+00 -8.6222e-01 +2.7775e+00 +1.1759e+00 +3.4677e+00 -4.0100e+00 -2.7264e+00 -2.8135e+00 +1.9772e+00 -1.9483e+00 -1.2236e-01 +3.4320e+00 -4.4483e+00 -3.0749e-01 +4.2916e-01
1025702 +1.554903202e+01 +1.554903202e+01 +9.533890320e+02 +9.378400000e+02 +7.0464e-01 +3.7134e+00 +3.6878e+00 -2.5032e+00 -1.5616e+00 +4.1732e+00 -1.0971e+00 +2.7077e+00 +2.9398e+00 +3.3802e+00 -3.1850e+00 -3.0455e+00 -2.7981e+00 +1.9772e+00 -1.7653e+00 +1.0650e+00 +1.3482e+00 -3.4759e+00 -1.1297e+00 +1.8319e+00
1510982 +9.855866202e+00 +9.855866202e+00 +9.476958662e+02 +9.378400000e+02 +6.5970e-01 +3.7645e+00 +4.4951e+00 -1.1887e+00 -1.3825e+00 +3.3630e+00 -2.1530e+00 +2.7772e+00 +2.2257e+00 +3.4031e+00 -3.9415e+00 -8.5734e-01 -3.8613e+00 +5.7212e-01 -1.9434e+00 +2.6798e-01 +2.0976e+00 -4.2144e+00 -1.4616e+00 -5.2421e-01
1659673 +5.376795821e+00 +5.376795821e+00 +9.432167958e+02 +9.378400000e+02 +5.1868e-01 +3.7721e+00 +4.4893e+00 -1.3031e+00 -1.3799e+00 +3.5024e+00 -1.6352e+00 +2.7850e+00 +2.2080e+00 +3.3339e+00 -3.5716e+00 -1.1192e+00 -3.7368e+00 +6.2255e-01 -1.9133e+00 +3.5343e-01 +2.0642e+00 -3.9341e+00 -1.5092e+00 -2.3301e-02
1921298 +3.758268521e+00 +3.758268521e+00 +9.415982685e+02 +9.378400000e+02 +1.8034e-01 +3.6971e+00 +4.3777e+00 -1.2256e+00 -1.3567e+00 +3.4017e+00 -1.4454e+00 +2.6756e+00 +2.4162e+00 +3.6716e+00 -3.2781e+00 -1.5195e+00 -4.1621e+00 +4.5933e-01 -1.6887e+00 +2.8620e-01 +2.0066e+00 -4.1876e+00 -1.6304e+00 +3.7845e-01
% function evaluation | noise-free fitness - Fopt (-7.872000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.706747849e+06 +2.706747849e+06 +2.706669129e+06 -7.872000000e+01 +2.5072e+00 +1.6699e+00 -1.1190e+00 -2.1033e+00 +4.8844e+00 +2.7907e+00 -3.6467e+00 +2.1821e-01 +4.5918e-01 -3.5845e+00 -1.0718e-01 -3.4627e+00 -2.6735e+00 -2.7255e+00 +4.4881e+00 -2.3842e+00 -3.1532e+00 -1.4093e+00 +2.0763e-02 +3.6332e+00
386 +3.427311904e+02 +3.427311904e+02 +2.640111904e+02 -7.872000000e+01 +4.1592e+00 -1.9183e+00 +2.5047e+00 -1.4199e+00 -4.1657e+00 -2.8996e+00 -4.8878e+00 +3.7497e-01 -1.0756e+00 -2.3272e+00 -2.8112e+00 -5.7287e-01 +1.2088e+00 -1.3691e+00 -2.9475e+00 -3.4901e+00 -2.3756e+00 -2.6176e+00 +1.2848e+00 -2.4533e+00
584 +1.453235871e+02 +1.453235871e+02 +6.660358714e+01 -7.872000000e+01 -7.5751e-01 +3.1130e-01 -1.0672e+00 -1.8533e+00 -4.1889e+00 +5.6175e-01 -1.0314e+00 +2.0662e+00 -1.0756e+00 -2.9887e+00 -2.8112e+00 -5.7287e-01 +1.2088e+00 -1.3691e+00 -2.9475e+00 -3.4901e+00 -2.3756e+00 +1.8158e+00 -3.5429e+00 -2.0976e+00
76192 +9.406544760e+01 +9.406544760e+01 +1.534544760e+01 -7.872000000e+01 +9.6654e-01 -9.8446e-01 -1.1077e+00 +1.6068e+00 -5.0000e+00 +6.0364e-01 +5.0000e+00 +3.3119e+00 +1.4894e+00 -5.0000e+00 -3.4761e+00 -6.8098e-01 +2.0392e+00 -7.7697e-01 -5.7664e-01 -2.8163e+00 -2.2995e+00 +2.0079e+00 +5.5987e-01 -1.1777e+00
142505 +6.189247533e+01 +6.189247533e+01 -1.682752467e+01 -7.872000000e+01 +4.8810e+00 -7.0700e-01 -4.2289e+00 +1.6553e+00 +1.2261e+00 +1.4766e+00 +1.1238e+00 +4.8415e+00 +2.0382e+00 -3.4331e+00 -3.7541e+00 +3.9131e+00 -4.8332e-01 -1.4156e+00 -2.5695e+00 -2.7442e+00 -3.2990e+00 +1.4056e+00 +2.4734e+00 -9.4098e-01
341126 +3.944234378e+01 +3.944234378e+01 -3.927765622e+01 -7.872000000e+01 +3.1874e+00 +2.9273e-01 -2.5039e+00 -1.2612e+00 +9.1019e-01 -5.0000e+00 +5.8876e-01 +1.4158e+00 +5.0000e+00 -1.1772e+00 -5.0000e+00 +2.9522e+00 -2.0862e+00 -1.2406e+00 -5.0000e+00 -2.7145e+00 -2.1916e+00 +1.6994e+00 +4.3689e+00 -1.2535e+00
579934 +2.401781300e+01 +2.401781300e+01 -5.470218700e+01 -7.872000000e+01 +3.6042e+00 +3.0685e-01 -1.2216e+00 -1.4334e+00 -2.0567e+00 -3.3423e+00 +6.2746e-01 +1.6728e+00 +3.6147e+00 -2.9744e+00 -4.6161e+00 +2.8497e+00 +4.7104e-01 -1.3249e+00 -3.4217e+00 -3.4060e+00 -1.5007e+00 +1.6898e+00 +4.4930e+00 -1.2142e+00
802150 +1.567810279e+01 +1.567810279e+01 -6.304189721e+01 -7.872000000e+01 +2.8262e+00 -4.4357e-01 -1.2480e+00 +6.0005e-01 -1.5533e+00 -2.1919e+00 +2.0338e+00 +1.6168e+00 +3.9684e+00 -3.5205e+00 -4.4059e+00 +2.2799e+00 +3.0418e-01 -1.5287e+00 -2.6576e+00 -2.2573e+00 -2.7831e+00 +1.5287e+00 +3.9775e+00 -1.3680e-01
1135351 +9.144288913e+00 +9.144288913e+00 -6.957571109e+01 -7.872000000e+01 +3.7926e+00 -1.3986e+00 -1.2541e+00 -6.7616e-01 -1.4923e+00 -4.6622e+00 +2.9621e+00 +2.7837e+00 +4.3551e+00 -2.2979e+00 -3.9907e+00 +1.8141e+00 -1.6433e-01 -9.8381e-01 -2.4418e+00 -3.5830e+00 -2.9073e+00 +1.7403e+00 +3.8714e+00 -1.0416e+00
1353305 +5.928740892e+00 +5.928740892e+00 -7.279125911e+01 -7.872000000e+01 +3.9229e+00 -1.6625e+00 -1.3990e+00 -5.2812e-01 -1.4222e+00 -3.3271e+00 +2.7118e+00 +2.2201e+00 +4.0445e+00 -2.1757e+00 -3.9397e+00 +1.8109e+00 -2.2589e-01 -1.3053e+00 -2.4417e+00 -2.9876e+00 -3.0614e+00 +1.4943e+00 +3.1712e+00 -1.2305e+00
1655202 +3.524408340e+00 +3.524408340e+00 -7.519559166e+01 -7.872000000e+01 +3.1709e+00 -1.4283e+00 -1.7954e+00 +2.8545e-01 -1.4033e+00 -3.5907e+00 +2.8086e+00 +2.7143e+00 +4.3651e+00 -2.1513e+00 -3.8078e+00 +2.3959e+00 -2.6431e-01 -1.3510e+00 -2.4626e+00 -3.2268e+00 -2.7546e+00 +2.1685e+00 +2.9133e+00 -2.0828e+00
% function evaluation | noise-free fitness - Fopt (6.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.615627512e+05 +3.615627512e+05 +3.616327212e+05 +6.997000000e+01 +2.4272e+00 +5.0500e-01 +9.3240e-01 -3.3519e+00 -4.9312e+00 +2.9883e+00 +3.7605e+00 +9.3490e-01 -4.6052e+00 +4.6119e-01 +4.6664e+00 +4.6520e-01 -3.0247e+00 +4.5534e+00 +1.7815e+00 -1.2080e+00 +1.5632e-01 -3.3636e+00 +2.1522e+00 -1.9427e+00
171 +3.568082758e+02 +3.568082758e+02 +4.267782758e+02 +6.997000000e+01 -1.6241e+00 +3.6906e+00 -4.9094e+00 -2.1819e+00 +1.9371e+00 +2.4799e-01 +1.9658e+00 -1.9644e+00 -7.6849e-01 +6.6931e-01 -1.1051e+00 -2.8453e+00 +4.8457e+00 -6.8021e-01 +2.9197e-01 -2.2944e+00 -4.3308e+00 -3.6535e+00 -4.1849e+00 -1.1856e+00
733 +2.147689603e+02 +2.147689603e+02 +2.847389603e+02 +6.997000000e+01 +3.8295e+00 +3.5629e+00 -2.1059e+00 +4.7240e+00 +1.9371e+00 +1.4251e+00 +3.1260e-01 -4.5025e-02 -1.2236e+00 -8.4330e-01 +4.8126e+00 +6.3355e-01 -8.7875e-01 -8.3726e-01 +1.9253e+00 -4.9605e+00 +4.9780e+00 -4.2179e+00 -7.1078e-01 -1.3884e+00
30153 +1.560546727e+02 +1.560546727e+02 +2.260246727e+02 +6.997000000e+01 +1.5676e+00 -4.3610e+00 -1.9705e+00 -4.1448e-02 -1.6597e+00 -1.9107e+00 -2.1253e+00 -2.2063e+00 -9.2738e-01 +1.9927e+00 -2.5418e+00 -1.9854e+00 +2.8308e+00 +4.0680e+00 -2.2149e+00 +4.1553e+00 +1.2370e+00 -2.4087e+00 +3.5315e+00 -1.5067e+00
76795 +9.671575467e+01 +9.671575467e+01 +1.666857547e+02 +6.997000000e+01 +1.5676e+00 -4.3610e+00 -1.9705e+00 +4.3201e-01 -5.9968e-01 -1.9107e+00 -1.9382e+00 -2.0897e+00 -5.5838e-01 +1.9927e+00 -2.5418e+00 -1.9854e+00 +2.8308e+00 +3.6178e+00 -2.2248e+00 -1.5122e+00 +1.5194e+00 -2.7776e+00 +3.5315e+00 -1.5067e+00
218938 +5.666097962e+01 +5.666097962e+01 +1.266309796e+02 +6.997000000e+01 +2.5551e+00 -4.5755e+00 -1.2208e+00 +4.0452e+00 +5.0003e+00 -1.8927e+00 -6.3990e-01 +6.6486e-01 +1.1815e-01 +1.4715e+00 -2.2178e+00 -2.0971e+00 +1.9780e+00 +2.9321e+00 -2.0439e+00 -1.9530e+00 +1.3759e+00 -4.5709e+00 +1.8753e+00 -2.0562e+00
