% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.159538000e+03 +6.159538000e+03 +7.159538000e+03 +7.159538000e+03 -1.1307e+00 -2.2415e+00 -4.3994e-01 -4.2160e+00 +6.3515e-01 +4.3830e+00 +1.4679e+00 -3.6077e+00 -2.3515e+00 -1.3064e+00 -2.1775e+00 +6.4954e-01 -3.4469e+00 +3.0030e+00 +4.6511e+00 -4.5084e+00 +4.5960e+00 -4.4017e+00 -2.8003e+00 +1.0838e+00 -2.0686e+00 -3.4099e+00 -3.0277e+00 -3.2017e+00 -4.6931e+00 +2.4936e+00 -2.3952e+00 +1.5131e+00 +3.0103e+00 -1.1740e+00 -4.2220e+00 +3.0433e+00 -4.6624e+00 -4.1110e+00 +3.0404e+00 +1.5791e+00 -1.6838e+00 -1.7777e+00 +2.2934e+00 +2.2909e+00
3 +3.267321117e+03 +3.267321117e+03 +4.267321117e+03 +4.267321117e+03 -1.4587e+00 -4.5469e+00 +4.3594e+00 -1.4133e-01 -6.2098e-02 +2.7846e+00 -3.6938e+00 +4.8130e-01 +3.7575e-01 +2.3576e+00 -1.2022e+00 -4.1145e+00 -1.2557e-01 -4.7768e+00 +3.0255e+00 -2.6925e+00 -4.1026e+00 -9.8498e-01 +2.6031e-01 +2.1309e+00 -3.8155e-01 +3.3701e+00 +1.5723e+00 -7.1258e-02 +1.9281e-01 +1.6395e+00 +2.2075e+00 +2.9779e+00 +3.6294e+00 -3.2265e+00 +2.9039e+00 -6.1449e-01 +9.2300e-01 +2.2084e+00 -9.7304e-01 +1.1739e+00 +8.5044e-01 +2.0629e+00 -3.9094e+00 +8.0315e-01
38 +2.025188173e+03 +2.025188173e+03 +3.025188173e+03 +3.025188173e+03 -1.1958e+00 +6.8228e-01 +7.9967e-01 -2.8138e+00 -1.9480e-01 -4.0099e+00 +1.2490e+00 +3.9770e+00 +3.7566e+00 -3.6240e+00 -4.5171e+00 -2.1379e+00 +6.2771e-01 -3.9441e+00 +4.8691e+00 -4.0636e+00 +4.1143e+00 +4.4912e+00 -2.4315e+00 +6.8790e-02 +5.1055e-01 +4.7854e-01 +5.6914e-01 +4.8727e+00 +2.5070e+00 +2.5339e+00 -3.9299e+00 -8.8880e-01 -8.4469e-01 +1.1434e+00 +1.7515e+00 +1.6465e+00 +5.8078e-01 -1.4983e-01 -1.0767e+00 +5.3507e-02 -1.7306e+00 +1.7121e+00 +1.6496e+00 -4.6956e+00
1563 +1.559711397e+03 +1.559711397e+03 +2.559711397e+03 +2.559711397e+03 -1.2398e+00 -1.4555e+00 +4.6481e+00 +3.9329e+00 -1.2962e+00 -6.5454e-01 -2.6237e-01 -4.5520e+00 +4.0489e+00 +1.7683e+00 -3.4376e+00 +3.2760e+00 -4.1712e+00 -2.0095e+00 +4.7692e+00 +2.7825e+00 +3.3700e+00 -1.2856e+00 +2.6022e-01 +4.7875e-01 -6.1675e-01 +2.8876e+00 -2.1883e+00 -1.7394e+00 +3.9029e+00 -7.9443e-01 -2.5321e+00 -4.7861e+00 +1.5364e+00 +1.5586e+00 +5.7294e-01 -3.0115e+00 -4.9821e-01 +1.8915e+00 -1.4659e+00 -1.1972e+00 +1.3215e+00 +1.1950e+00 -2.6556e+00 +4.9540e-02
20526 +9.725808974e+02 +9.725808974e+02 +1.972580897e+03 +1.972580897e+03 -2.7688e+00 -5.6041e-01 +1.3269e+00 +4.1738e+00 -2.3578e-01 -4.3282e+00 -1.3400e+00 +1.7014e+00 -1.9698e+00 +1.5798e+00 -1.8563e+00 -2.1396e+00 +7.2605e-01 -4.6975e+00 +2.7473e+00 +1.3543e+00 +4.4761e+00 -4.3408e-01 +4.3758e-01 +1.5803e+00 -5.8569e-01 +6.2419e-01 -3.6670e+00 +9.8819e-01 +1.0811e+00 -4.7693e+00 -2.1165e+00 -2.7025e+00 -2.7080e+00 +7.2609e-01 +4.4924e+00 -3.7089e+00 -3.0390e+00 +3.6072e+00 -7.5280e-01 +2.2462e+00 -1.8686e-01 -3.9139e+00 +2.3458e-01 -4.1202e+00
41042 +6.090601270e+02 +6.090601270e+02 +1.609060127e+03 +1.609060127e+03 -2.4755e+00 +2.4965e+00 +2.4230e+00 +3.9492e+00 +4.3866e-01 -2.5826e+00 -2.1582e+00 +1.1144e+00 -2.4924e+00 -2.7026e+00 -3.4955e+00 -1.8497e-01 -5.5544e-01 -4.4720e+00 +1.7598e+00 +1.6145e+00 +1.1689e+00 -9.2490e-01 +2.0185e+00 +4.0782e+00 -4.5584e+00 -8.8987e-01 +1.7301e+00 +3.6592e+00 +5.3171e-01 -4.9239e+00 -1.6462e+00 -1.9104e+00 +2.3721e+00 +2.6796e+00 +2.2034e+00 -6.8175e-01 -3.0390e+00 +3.6072e+00 -7.5280e-01 +2.2462e+00 -1.3580e+00 -2.4861e+00 -1.9253e+00 -1.7605e+00
104431 +3.795570592e+02 +3.795570592e+02 +1.379557059e+03 +1.379557059e+03 -1.3002e+00 +3.1746e+00 +2.8945e+00 +4.2118e+00 +3.6453e+00 -2.5829e+00 -2.1582e+00 +1.1144e+00 -1.2424e+00 -2.7026e+00 -3.4955e+00 -1.8497e-01 -5.5544e-01 -4.4720e+00 +4.7692e+00 +2.7825e+00 +3.3700e+00 -1.2862e+00 +2.6022e-01 +6.3441e-01 -2.9626e+00 +1.4340e+00 +2.3906e+00 +2.1989e+00 +3.4135e+00 -4.6295e+00 -3.4962e+00 -3.9689e+00 +5.7544e-01 +1.5586e+00 +1.5772e+00 +1.9885e+00 -1.7482e+00 +1.9110e+00 -1.4659e+00 +3.5473e+00 -6.5195e-01 -3.6584e+00 +1.3539e-01 +4.5527e-01
230544 +2.506140050e+02 +2.506140050e+02 +1.250614005e+03 +1.250614005e+03 -2.4742e+00 +2.4965e+00 +2.4670e+00 +2.8895e+00 +1.6887e+00 -2.5875e+00 -2.1582e+00 +1.1193e+00 -2.4924e+00 -2.7026e+00 -3.4955e+00 -1.8497e-01 -5.5544e-01 -4.6281e+00 +1.7598e+00 +2.7776e+00 +3.3700e+00 -1.2857e+00 +2.6083e-01 +6.3445e-01 -2.9236e+00 +1.4340e+00 +2.3906e+00 +1.8082e+00 +2.7769e+00 -3.3976e+00 -3.6708e+00 -3.8888e+00 -2.6238e-01 +2.4279e+00 +1.5776e+00 +9.9351e-01 -3.0393e+00 +3.6047e+00 -7.5402e-01 +2.2462e+00 -3.2708e-01 -3.9140e+00 -1.0169e+00 -2.5313e+00
350773 +1.580656780e+02 +1.580656780e+02 +1.158065678e+03 +1.158065678e+03 -2.4950e+00 +2.4966e+00 +2.4670e+00 +2.8870e+00 +1.6887e+00 -2.5826e+00 -2.1583e+00 +1.1193e+00 -2.4924e+00 -2.7026e+00 -3.4955e+00 -3.0215e-01 -5.7497e-01 -4.7845e+00 +1.8477e+00 +2.6262e+00 +3.3700e+00 -1.3247e+00 +2.6022e-01 +6.3445e-01 -2.9232e+00 +1.4353e+00 +2.3906e+00 +1.8083e+00 +2.7769e+00 -3.3976e+00 -3.7489e+00 -3.8888e+00 -2.6239e-01 +2.4670e+00 +1.6166e+00 +1.0326e+00 -2.8831e+00 +3.6072e+00 -7.5280e-01 +2.2462e+00 -4.8333e-01 -3.8457e+00 -1.0954e+00 -2.3857e+00
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
