% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.640132429e+01 +8.640132429e+01 +1.086401324e+03 +1.086401324e+03 -2.0186e+00 +4.3486e+00 -3.5324e+00 -4.5048e+00 +5.5633e-02 -1.9112e+00 +4.3718e+00 -5.8433e-01 +3.5608e+00 +4.1283e+00 -1.9180e+00 -1.3742e+00 +4.5743e+00 +4.9242e+00 -9.4910e-01 -5.7052e-01 -4.8508e+00 +9.0885e-01 -4.8943e+00 +4.4537e-01
15354 +6.306154387e+01 +6.306154387e+01 +1.063061544e+03 +1.063061544e+03 -8.7545e-01 -2.5978e+00 -4.9916e-01 -3.1955e+00 +7.2688e-01 -1.5131e+00 -2.6283e+00 +2.1272e-01 -2.6523e-01 -2.3930e+00 -4.8688e+00 -1.5246e-01 -1.3593e-01 -3.2751e+00 -4.2490e+00 -4.8586e+00 +4.9651e+00 -2.8007e+00 +2.3550e+00 +2.3609e+00
21886 +3.543990594e+01 +3.543990594e+01 +1.035439906e+03 +1.035439906e+03 -3.2487e+00 -3.8707e+00 +4.4510e-01 -3.9051e+00 +2.7087e+00 -4.9485e+00 +1.4422e+00 +9.2813e-02 -3.8284e+00 -1.5816e+00 -1.7406e+00 -4.3166e+00 -1.0341e+00 -4.0617e+00 -2.2236e+00 -3.0499e+00 +2.5591e+00 -1.8759e+00 +3.2245e+00 +3.1568e+00
23233 +2.504446879e+01 +2.504446879e+01 +1.025044469e+03 +1.025044469e+03 -2.8447e+00 -3.4388e+00 -1.1398e+00 -2.4337e+00 -1.4100e+00 -3.9136e+00 +1.2462e+00 +5.0924e-01 -2.7118e+00 -2.8381e+00 -4.7236e+00 -2.6407e+00 +1.5650e+00 -3.4495e+00 -3.4954e+00 -4.9159e+00 +1.7635e+00 -2.5382e+00 +2.3222e+00 +4.3754e+00
37009 +1.479612288e+01 +1.479612288e+01 +1.014796123e+03 +1.014796123e+03 -2.8447e+00 -3.4437e+00 -4.9916e-01 -3.3518e+00 +7.2688e-01 -3.9111e+00 +1.2462e+00 +5.2877e-01 -2.7118e+00 -2.8381e+00 -4.7236e+00 -2.6407e+00 +1.5650e+00 -3.4495e+00 -3.4563e+00 -4.9159e+00 +1.7635e+00 -3.5009e+00 +2.3222e+00 +4.3754e+00
42791 +9.587777439e+00 +9.587777439e+00 +1.009587777e+03 +1.009587777e+03 -2.4122e+00 -3.5360e+00 +8.3955e-01 -2.7859e+00 +1.3947e+00 -3.9136e+00 +1.2462e+00 +5.0924e-01 -3.8069e+00 -3.8101e+00 -2.9142e+00 -2.6407e+00 +1.3306e+00 -3.4495e+00 -3.1382e+00 -4.7170e+00 +1.7635e+00 -2.5773e+00 +3.8885e+00 +2.1565e+00
56859 +6.082449387e+00 +6.082449387e+00 +1.006082449e+03 +1.006082449e+03 -2.8838e+00 -3.5056e+00 +5.7079e-02 -2.1174e+00 -2.9346e-02 -2.5075e+00 +8.5226e-01 -3.4145e-02 -2.8902e+00 -3.9296e+00 -4.0323e+00 -2.6407e+00 -1.0692e+00 -4.5723e+00 -2.5009e+00 -4.7943e+00 +3.0659e+00 -3.0006e+00 +2.2192e+00 +2.5318e+00
63669 +3.629187064e+00 +3.629187064e+00 +1.003629187e+03 +1.003629187e+03 -2.8838e+00 -3.5056e+00 +6.4193e-01 -2.5279e+00 +9.8123e-01 -3.9136e+00 +1.2462e+00 +5.0924e-01 -2.8902e+00 -3.9296e+00 -4.0323e+00 -2.6407e+00 -1.0692e+00 -4.5723e+00 -2.5009e+00 -4.7943e+00 +3.0659e+00 -3.0006e+00 +2.2192e+00 +2.5318e+00
74973 +2.428695677e+00 +2.428695677e+00 +1.002428696e+03 +1.002428696e+03 -3.0228e+00 -4.2749e+00 +6.4193e-01 -2.5279e+00 +9.8123e-01 -2.4872e+00 +1.1381e+00 +9.2813e-02 -2.6652e+00 -3.5363e+00 -3.9688e+00 -2.6405e+00 -7.3770e-01 -4.0484e+00 -2.7237e+00 -4.7170e+00 +2.7841e+00 -3.6630e+00 +2.8147e+00 +2.0437e+00
% function evaluation | noise-free fitness - Fopt (-4.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.642840925e+01 +8.642840925e+01 +3.729840925e+01 +3.729840925e+01 +2.4231e+00 -2.5584e+00 -4.0582e+00 -2.6801e+00 +1.5991e+00 +3.6742e+00 -4.3089e+00 -8.7845e-01 -4.1153e+00 -2.0702e+00 +3.4620e-01 +6.7271e-01 -6.0723e-01 -4.1365e+00 +1.9831e+00 +9.6098e-01 +1.0224e+00 -4.6350e+00 +5.9170e-01 +4.2312e+00
14233 +4.727440541e+01 +4.727440541e+01 -1.855594589e+00 -1.855594589e+00 +4.2435e+00 +2.3506e+00 +3.5182e+00 +1.8112e+00 +3.7720e+00 +2.5320e+00 -4.5951e+00 +4.1454e+00 +1.8785e+00 +4.5976e+00 -4.4404e+00 -8.5455e-01 +1.0098e+00 +3.5675e+00 +1.1456e+00 -1.3561e+00 +2.2952e+00 -3.3058e+00 -3.5778e+00 -2.3288e+00
24108 +2.619445607e+01 +2.619445607e+01 -2.293554393e+01 -2.293554393e+01 +3.7369e-01 +4.8331e+00 +3.0005e+00 +9.0597e-02 +4.2217e+00 +1.5852e-01 -1.6884e+00 +4.3196e+00 +1.4526e+00 +2.4034e+00 -2.9607e+00 -1.7757e+00 +2.9924e+00 +3.1957e+00 +1.3945e+00 -7.0119e-01 +3.1851e+00 -3.0913e+00 -1.3154e+00 -1.2628e+00
35954 +2.187029217e+01 +2.187029217e+01 -2.725970783e+01 -2.725970783e+01 +3.7369e-01 +4.8331e+00 +3.0005e+00 +9.0597e-02 +4.2217e+00 +2.6883e+00 -4.5951e+00 +4.1454e+00 +1.8785e+00 +4.5976e+00 -3.5172e+00 +1.3752e+00 +2.9924e+00 +3.1957e+00 +1.3945e+00 -7.0119e-01 +3.1851e+00 -3.0910e+00 -1.3154e+00 -1.7711e+00
43992 +1.326703208e+01 +1.326703208e+01 -3.586296792e+01 -3.586296792e+01 +2.3064e+00 +4.6107e+00 +3.0005e+00 +9.5480e-02 +3.7720e+00 +3.5992e+00 -3.6201e+00 +4.1844e+00 +1.8834e+00 +4.5781e+00 -4.4404e+00 -8.5453e-01 +2.6989e+00 +3.8472e+00 +2.3559e+00 -2.8074e-01 +2.7012e+00 -1.6224e+00 +5.8078e-02 -2.8924e+00
57735 +9.611364087e+00 +9.611364087e+00 -3.951863591e+01 -3.951863591e+01 +1.6578e+00 +3.3420e+00 +4.1205e+00 -7.6555e-01 +4.2935e+00 +2.6175e+00 -2.2821e+00 +4.1454e+00 +3.2224e+00 +4.5976e+00 -4.4404e+00 -8.5455e-01 +3.5098e+00 +3.5675e+00 +1.1505e+00 -1.3561e+00 +2.2952e+00 -3.5639e+00 -1.6016e+00 -1.7797e+00
78242 +5.744677078e+00 +5.744677078e+00 -4.338532292e+01 -4.338532292e+01 +1.7435e+00 +3.5834e+00 +3.0005e+00 +9.0597e-02 +4.2935e+00 +2.6175e+00 -2.2821e+00 +4.1454e+00 +3.2224e+00 +4.5976e+00 -4.4404e+00 -8.5455e-01 +3.5880e+00 +4.0783e+00 +1.3945e+00 -2.2919e-01 +2.2952e+00 -3.0199e+00 -9.9223e-01 -2.3288e+00
92650 +3.736207575e+00 +3.736207575e+00 -4.539379242e+01 -4.539379242e+01 +1.7435e+00 +3.5834e+00 +3.0005e+00 +9.0597e-02 +4.8468e+00 +2.6883e+00 -2.7152e+00 +4.1448e+00 +3.2224e+00 +3.7582e+00 -4.1279e+00 -8.5463e-01 +3.5098e+00 +3.5577e+00 +1.3945e+00 +1.2093e-01 +2.5462e+00 -2.1211e+00 -9.9284e-01 -2.4851e+00
% function evaluation | noise-free fitness - Fopt (2.977300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.535787282e+01 +8.535787282e+01 +3.830878728e+02 +3.830878728e+02 -1.6036e+00 -3.7957e+00 +2.5724e-02 +1.8575e+00 +6.5513e-01 +6.9511e-02 +4.9917e-01 -1.3868e+00 +3.6118e+00 -4.2023e+00 -7.2851e-01 +4.2239e+00 +1.6555e-01 -2.3594e-01 +1.6702e+00 -4.1503e+00 +2.6863e+00 -9.7076e-01 +3.2799e+00 +3.2318e+00
7152 +5.970996648e+01 +5.970996648e+01 +3.574399665e+02 +3.574399665e+02 -4.3513e+00 +1.7767e+00 -2.5714e-01 -4.4022e+00 +2.6412e+00 -1.8023e+00 -1.7314e+00 +3.9508e-02 +1.6685e+00 -4.5242e+00 -3.0315e+00 +3.0242e+00 -2.1851e-01 +1.3521e+00 +3.2102e+00 +1.1026e+00 -1.5744e-01 +3.8352e+00 -6.4664e-01 +1.7525e+00
18004 +3.622581697e+01 +3.622581697e+01 +3.339558170e+02 +3.339558170e+02 -3.7563e+00 +1.9538e+00 +2.3075e-01 -1.8508e+00 +3.7721e+00 -3.7458e+00 +9.6720e-01 -8.8264e-01 +3.2323e+00 -1.6633e+00 -8.9532e-01 +3.6369e+00 -2.1238e-01 +1.6314e+00 +4.7904e+00 +2.5222e+00 -9.1867e-01 +7.3451e-01 -4.8060e+00 +2.5877e+00
23883 +2.286304956e+01 +2.286304956e+01 +3.205930496e+02 +3.205930496e+02 -1.6218e+00 +3.8743e+00 +1.1856e+00 -3.6720e+00 +1.7640e+00 -1.5067e+00 -9.8886e-01 -1.1230e+00 +2.4985e+00 -3.8147e+00 -3.0158e+00 +1.8191e+00 +4.8347e-01 -1.0214e-04 +3.0064e+00 +6.9888e-01 +3.1900e+00 +9.1238e-01 -4.8796e+00 +2.6453e+00
24505 +1.329624532e+01 +1.329624532e+01 +3.110262453e+02 +3.110262453e+02 -2.5461e+00 +2.3709e+00 +3.9706e-01 -9.5427e-01 +3.1205e+00 -3.5650e+00 +1.6640e-01 +1.8420e+00 +1.3393e+00 -4.0390e+00 -1.1212e+00 +2.9757e+00 +1.6957e+00 +3.3464e-01 +3.3132e+00 +1.8071e+00 +1.6397e+00 +1.3185e+00 -4.1248e+00 +4.5872e+00
36993 +9.560418724e+00 +9.560418724e+00 +3.072904187e+02 +3.072904187e+02 -1.6218e+00 +3.8743e+00 +2.3075e-01 -2.0329e+00 +4.1720e+00 -2.4833e+00 -1.3191e+00 -1.8197e-01 +1.9020e+00 -3.8796e+00 +2.9252e-01 +4.4502e-01 +1.2429e-01 -1.9979e+00 +2.7782e+00 +1.8071e+00 +3.8975e-01 +9.1238e-01 -2.4283e+00 +2.6452e+00
42712 +5.056820061e+00 +5.056820061e+00 +3.027868201e+02 +3.027868201e+02 -1.6218e+00 +3.8768e+00 +4.3851e-01 -2.6709e+00 +4.2632e+00 -3.5650e+00 +1.5663e-01 +5.9200e-01 +1.3393e+00 -4.0390e+00 -1.1212e+00 +2.9751e+00 -2.1238e-01 +3.8145e-01 +3.3132e+00 +1.8072e+00 +3.8975e-01 +8.7331e-01 -2.4283e+00 +2.6452e+00
49574 +3.816745851e+00 +3.816745851e+00 +3.015467459e+02 +3.015467459e+02 -2.2516e+00 +4.3764e+00 +4.3853e-01 -1.6759e+00 +3.5954e+00 -3.1480e+00 -5.8128e-01 +1.8420e+00 +1.3393e+00 -4.0390e+00 -3.1577e-01 +2.7080e+00 +4.6213e-01 +1.7401e-01 +2.7182e+00 +1.3827e+00 +7.1697e-01 +2.4580e-01 -3.2554e+00 +3.8530e+00
50482 +2.489204953e+00 +2.489204953e+00 +3.002192050e+02 +3.002192050e+02 -2.2468e+00 +3.8743e+00 +2.0051e-01 -2.4045e+00 +3.5956e+00 -3.1480e+00 +1.1642e-01 +1.0302e+00 +1.3368e+00 -3.7034e+00 -3.1577e-01 +2.7080e+00 +4.6213e-01 +2.6658e-01 +2.4748e+00 +1.4838e+00 +9.4973e-01 +9.0691e-01 -3.9613e+00 +3.6651e+00
82523 +1.544490060e+00 +1.544490060e+00 +2.992744901e+02 +2.992744901e+02 -2.2468e+00 +3.8743e+00 +2.0051e-01 -2.4820e+00 +3.6151e+00 -3.1480e+00 +1.1655e-01 +5.9200e-01 +1.7359e+00 -2.9685e+00 -6.8713e-01 +1.7217e+00 +4.2758e-01 -3.3750e-01 +3.2963e+00 +1.3827e+00 +7.1697e-01 +6.7496e-01 -3.5786e+00 +2.9358e+00
106543 +9.694305653e-01 +9.694305653e-01 +2.986994306e+02 +2.986994306e+02 -2.2492e+00 +3.8731e+00 +5.2278e-01 -2.4045e+00 +3.5956e+00 -2.4921e+00 +3.8104e-04 +5.9200e-01 +1.7359e+00 -3.5935e+00 -6.8469e-01 +1.7314e+00 +1.1523e-01 -3.3750e-01 +3.2987e+00 +1.1032e+00 +7.1697e-01 +2.8502e-01 -3.9613e+00 +3.3623e+00
% function evaluation | noise-free fitness - Fopt (5.157000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.647359863e+01 +8.647359863e+01 +1.380435986e+02 +1.380435986e+02 -4.6015e+00 -2.7130e+00 +2.8333e+00 -1.0752e+00 +9.8389e-01 -4.3341e+00 +4.6224e+00 -2.8262e+00 -2.5432e+00 -2.0923e+00 +4.4558e+00 -1.9072e+00 -2.0780e+00 -4.8702e+00 +7.6073e-01 +4.0004e+00 -2.9182e+00 +4.3663e+00 +9.3879e-02 +4.5644e+00
16275 +6.113225201e+01 +6.113225201e+01 +1.127022520e+02 +1.127022520e+02 +7.5812e-01 +2.1048e+00 +1.2280e+00 +9.2516e-01 +2.8634e+00 -1.2830e+00 +4.9446e+00 -3.9203e+00 +3.1082e-01 +1.6390e+00 +2.8065e+00 +3.0873e+00 +2.4781e-01 -3.2964e+00 +3.3583e+00 -1.0364e-01 +2.4845e-01 +5.3556e-01 -3.4381e+00 -3.5200e+00
21899 +3.913959492e+01 +3.913959492e+01 +9.070959492e+01 +9.070959492e+01 -1.4927e+00 -3.7597e+00 -1.9343e+00 -3.3103e+00 +1.5985e+00 -1.1184e+00 -2.4939e+00 -3.8922e+00 -6.9653e-01 -3.4044e+00 +6.7297e-01 +1.1980e+00 -4.1654e+00 -1.2570e+00 +3.3417e+00 -1.0020e+00 +3.5075e+00 -2.8960e+00 +1.5476e+00 -4.8142e+00
36087 +2.407692310e+01 +2.407692310e+01 +7.564692310e+01 +7.564692310e+01 -1.3384e-01 +3.1564e+00 +9.2429e-01 +1.0160e+00 +2.6984e+00 -1.4910e+00 +4.3489e+00 -3.9847e+00 -1.1676e-01 +8.6547e-01 +3.8022e+00 +3.6594e+00 +4.6955e-01 -2.6548e+00 +4.0919e+00 -9.3546e-01 -2.1889e+00 -4.0446e+00 -4.5918e+00 -1.8983e+00
57365 +1.562452716e+01 +1.562452716e+01 +6.719452716e+01 +6.719452716e+01 +6.1271e-02 +1.4511e+00 +8.5224e-01 +1.6117e+00 +2.1653e+00 -1.4910e+00 +4.3490e+00 -3.9847e+00 -4.2926e-01 -4.5908e-02 +2.9456e+00 +1.9323e+00 +1.6657e+00 -3.9090e+00 +2.4076e+00 -2.8185e+00 -2.3548e+00 -3.3672e+00 -3.9443e+00 -1.2636e+00
85364 +9.972784566e+00 +9.972784566e+00 +6.154278457e+01 +6.154278457e+01 -3.2778e-01 +1.8571e+00 -1.7650e-01 +2.1144e+00 +2.1604e+00 -1.6946e+00 +4.3490e+00 -3.9847e+00 -1.1676e-01 -8.2526e-01 +3.3098e+00 +2.7708e+00 +1.5527e+00 -3.1844e+00 +3.1329e+00 -1.6849e+00 -1.9715e+00 -3.5866e+00 -4.1123e+00 -1.5449e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.636387136e+01 +8.636387136e+01 -9.136361286e+02 -9.136361286e+02 +2.8545e+00 +2.7350e+00 -3.6789e+00 -4.3067e+00 +4.6254e+00 +4.3123e+00 +2.6662e+00 +1.9269e+00 +2.8550e+00 +5.7854e-01 -2.3361e+00 -4.2393e+00 -4.8593e+00 -2.2222e+00 -8.2653e-01 +1.9115e+00 -8.8654e-01 +1.8345e+00 -2.8875e+00 -3.4414e+00
13901 +4.899520620e+01 +4.899520620e+01 -9.510047938e+02 -9.510047938e+02 -4.4474e-01 -8.3327e-01 +5.0336e-01 +1.5574e+00 -1.6515e+00 -3.0302e+00 +1.9311e+00 -7.7747e-01 -1.5846e+00 +2.3074e+00 -1.1623e+00 +1.8338e+00 -1.6182e-01 +2.2729e+00 +3.9174e+00 +2.1336e+00 -3.9687e-01 -2.5540e+00 +2.6638e+00 +3.2597e+00
21154 +2.881485629e+01 +2.881485629e+01 -9.711851437e+02 -9.711851437e+02 -2.5670e+00 -2.0820e+00 +2.9979e+00 -3.8930e+00 +1.0315e+00 -2.5923e+00 -9.3369e-01 -4.2919e+00 +2.2880e+00 +1.0887e+00 +3.5767e+00 -1.8964e+00 +2.0204e+00 -1.7169e+00 -1.2789e+00 -4.1712e+00 -9.2980e-01 +5.5757e-01 +3.8630e-01 -4.7704e+00
23180 +2.486525295e+01 +2.486525295e+01 -9.751347470e+02 -9.751347470e+02 -2.5670e+00 -2.0820e+00 +2.9979e+00 -3.8930e+00 +1.0315e+00 -2.5923e+00 -9.3369e-01 -4.2919e+00 +2.2880e+00 +1.0887e+00 +3.5767e+00 -1.8964e+00 +2.0204e+00 -1.7169e+00 -1.2789e+00 -4.1712e+00 -3.4958e-01 -1.0055e+00 +3.8630e-01 -4.7704e+00
29265 +1.072639761e+01 +1.072639761e+01 -9.892736024e+02 -9.892736024e+02 -4.0600e+00 -9.7552e-01 +2.9979e+00 -3.8930e+00 +1.0315e+00 -2.5923e+00 -3.0869e-01 -4.2920e+00 +2.2880e+00 +1.0887e+00 +3.5767e+00 -1.8964e+00 +2.0204e+00 -1.7169e+00 -1.2789e+00 -3.1963e+00 +2.9191e+00 +2.9205e-01 +2.0079e-01 -1.3390e+00
35793 +9.962333658e+00 +9.962333658e+00 -9.900376663e+02 -9.900376663e+02 -2.5670e+00 -2.0820e+00 +2.9979e+00 -3.8930e+00 +1.0315e+00 -2.5923e+00 -9.2400e-01 -4.2919e+00 +2.2880e+00 +1.0887e+00 +3.5768e+00 -1.8964e+00 +2.0204e+00 -1.7169e+00 -1.2789e+00 -3.9641e+00 +1.1188e+00 -2.3812e-01 +3.8630e-01 -1.3854e+00
50345 +5.456271911e+00 +5.456271911e+00 -9.945437281e+02 -9.945437281e+02 -4.1367e+00 -2.8016e+00 +1.5446e+00 -3.8930e+00 +1.0315e+00 -2.5923e+00 -9.2400e-01 -4.2918e+00 +2.2880e+00 +1.0887e+00 +3.5768e+00 -1.7683e+00 +1.6904e+00 -1.1170e+00 -1.8798e+00 -3.6523e+00 +1.8399e+00 -4.4197e-01 +4.2282e-01 -1.9683e+00
63776 +3.369116021e+00 +3.369116021e+00 -9.966308840e+02 -9.966308840e+02 -4.1367e+00 -2.8016e+00 +1.5446e+00 -3.8930e+00 +1.0315e+00 -2.6314e+00 -9.3369e-01 -4.3697e+00 +2.2880e+00 +2.5970e+00 +3.5767e+00 -1.7683e+00 +1.6898e+00 -1.1170e+00 -1.8798e+00 -3.1995e+00 +1.9281e+00 -1.5602e-01 +4.2286e-01 -1.9683e+00
72798 +2.246129631e+00 +2.246129631e+00 -9.977538704e+02 -9.977538704e+02 -3.9874e+00 -2.2990e+00 +1.5446e+00 -4.6626e+00 +1.0114e+00 -3.9985e+00 -9.3369e-01 -4.3701e+00 +2.2886e+00 +2.3289e+00 +3.5816e+00 -1.8964e+00 +1.6898e+00 -1.1170e+00 -1.8798e+00 -3.8117e+00 +1.9281e+00 -1.2947e-01 +4.2286e-01 -1.9683e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.649338327e+01 +8.649338327e+01 +1.086493383e+03 +1.086493383e+03 -2.4099e-01 -2.1130e+00 -3.0502e+00 +4.9052e+00 -2.3017e+00 -1.7879e+00 -3.7851e+00 +4.0170e+00 +4.0876e+00 -3.5686e+00 -3.7977e+00 -3.9088e+00 -1.7336e+00 -4.0189e+00 -4.3068e+00 +1.4059e+00 -1.8027e+00 -2.3479e+00 -4.0679e+00 +2.7343e+00
14254 +5.644458250e+01 +5.644458250e+01 +1.056444582e+03 +1.056444582e+03 -4.7456e+00 -2.3672e+00 -9.2881e-01 -3.5285e+00 +1.4660e+00 +1.8409e+00 +6.4087e-01 -3.9392e-01 -1.0437e+00 -2.7995e+00 -3.7153e+00 -3.2196e+00 +5.6297e-01 -3.4958e+00 -1.2349e+00 -4.7398e+00 +1.1696e+00 -4.8300e+00 +4.3460e+00 +1.9694e+00
22330 +3.135774277e+01 +3.135774277e+01 +1.031357743e+03 +1.031357743e+03 +2.0774e+00 +1.4218e+00 -4.4238e+00 +6.6778e-01 +3.0104e+00 +4.4340e+00 -5.0558e-03 -4.5053e+00 +7.6094e-01 -3.0666e+00 -1.5116e+00 +3.6095e+00 +8.1564e-02 -1.1683e+00 -3.2560e+00 -2.4254e+00 -1.7465e+00 -3.0463e+00 -1.4845e+00 +1.6098e+00
28550 +1.993530958e+01 +1.993530958e+01 +1.019935310e+03 +1.019935310e+03 -3.5044e+00 -3.8689e+00 -5.5641e-01 -3.2669e+00 -2.5399e-01 -2.1644e+00 +2.3565e+00 +9.6732e-01 -4.0445e+00 -1.7085e+00 -4.0425e+00 -6.4196e-01 -1.0008e+00 -4.6954e+00 -3.4072e+00 -4.0227e+00 +2.8728e+00 -2.0393e+00 +3.3624e+00 +4.0247e+00
37998 +1.344333928e+01 +1.344333928e+01 +1.013443339e+03 +1.013443339e+03 -2.8794e+00 -4.1006e+00 -8.9675e-01 -2.3679e+00 +4.0236e-01 -2.0954e+00 +6.4087e-01 -3.9392e-01 -1.0437e+00 -2.7995e+00 -3.7153e+00 -7.1955e-01 +5.5199e-01 -3.6538e+00 -2.2326e+00 -3.7721e+00 +3.5681e+00 -3.7165e+00 +2.4394e+00 +2.7097e+00
49577 +9.295644990e+00 +9.295644990e+00 +1.009295645e+03 +1.009295645e+03 -2.8794e+00 -3.8689e+00 -2.4391e-01 -3.2677e+00 -1.0623e-01 -2.6707e+00 +6.4087e-01 -3.9392e-01 -3.9424e+00 -3.3760e+00 -3.0158e+00 -3.2196e+00 +5.6175e-01 -2.7377e+00 -2.1441e+00 -4.7548e+00 +2.6269e+00 -3.2721e+00 +2.8590e+00 +3.6884e+00
57038 +6.299751278e+00 +6.299751278e+00 +1.006299751e+03 +1.006299751e+03 -2.8794e+00 -3.8689e+00 -5.5641e-01 -3.2688e+00 +5.4707e-01 -2.9157e+00 +6.3977e-01 +8.2325e-01 -3.5567e+00 -3.0983e+00 -4.5038e+00 -2.0017e+00 +3.2495e-02 -3.9409e+00 -2.1441e+00 -4.7549e+00 +2.8602e+00 -3.7178e+00 +2.2832e+00 +2.7097e+00
72501 +3.002862519e+00 +3.002862519e+00 +1.003002863e+03 +1.003002863e+03 -2.8794e+00 -4.0447e+00 +6.1021e-01 -2.4527e+00 +9.3941e-01 -2.8840e+00 +1.2789e+00 +4.3076e-01 -3.9425e+00 -3.0592e+00 -3.5980e+00 -2.0017e+00 +3.2495e-02 -4.5603e+00 -2.1441e+00 -4.7548e+00 +2.8608e+00 -3.8936e+00 +2.4785e+00 +2.7097e+00
