% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.694000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.256147698e+02 +4.086747698e+02 +4.086747698e+02 -4.2533e+00 +9.0724e-01 +8.4062e-01 -1.5101e+00 -9.1649e-01
2 0 +3.373782502e+01 +1.679782502e+01 +1.679782502e+01 +2.6984e+00 +4.1072e+00 +5.8440e-01 +1.4694e+00 -2.0526e+00
6 0 +3.071270589e+01 +1.377270589e+01 +1.377270589e+01 +1.1676e+00 +5.0672e-01 -3.5540e+00 +4.7331e+00 -8.2891e-01
54 0 +2.237466509e+01 +5.434665091e+00 +5.434665091e+00 +2.7904e+00 +1.9482e+00 -2.1223e+00 -4.5628e-01 +8.2512e-01
307 0 +1.963433668e+01 +2.694336682e+00 +2.694336682e+00 +4.2200e+00 +4.0318e+00 +1.1170e+00 +2.4702e+00 -7.8509e-01
338 0 +1.739314249e+01 +4.531424909e-01 +4.531424909e-01 +2.5436e+00 +1.7468e+00 +5.7340e-01 +1.6619e+00 +1.3161e+00
399 0 +7.559551504e+00 -9.380448496e+00 -9.380448496e+00 +4.2243e+00 +2.5548e+00 -1.1526e+00 +1.6788e+00 +1.7161e+00
611 0 +4.123561748e+00 -1.281643825e+01 -1.281643825e+01 +3.5829e+00 +2.3647e+00 -7.2110e-01 +2.1898e+00 +4.4805e-01
627 0 +3.480497612e+00 -1.345950239e+01 -1.345950239e+01 +4.1827e+00 +2.1073e+00 -1.1537e+00 +1.9744e+00 +1.1955e+00
666 0 +2.806942152e+00 -1.413305785e+01 -1.413305785e+01 +4.1927e+00 +2.1557e+00 -1.1445e+00 +1.8723e+00 +1.2015e+00
771 0 +2.612944832e+00 -1.432705517e+01 -1.432705517e+01 +4.1993e+00 +2.1346e+00 -1.1360e+00 +1.8561e+00 +1.1971e+00
792 0 +2.512668703e+00 -1.442733130e+01 -1.442733130e+01 +4.1843e+00 +2.1241e+00 -1.1401e+00 +1.8902e+00 +1.2073e+00
