% function evaluation | noise-free fitness - Fopt (3.590000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.499968326e+005 +2.499968326e+005 +2.500327326e+005 +2.500327326e+005 +2.6447e+000 -1.5709e+000 +3.4051e+000 -2.2105e+000 +1.0892e+000
6 +1.141263780e+005 +1.141263780e+005 +1.141622780e+005 +1.141622780e+005 -1.0739e+000 -2.0339e+000 -1.2573e+000 +1.4844e+000 +8.6072e-001
9 +5.668782919e+004 +5.668782919e+004 +5.672372919e+004 +5.672372919e+004 -3.3691e+000 -1.1688e+000 +2.3231e+000 -1.7647e+000 -2.5934e+000
14 +3.218043065e+004 +3.218043065e+004 +3.221633065e+004 +3.221633065e+004 -2.6774e-001 -3.3469e+000 -2.9744e+000 +3.7177e+000 -4.4691e+000
31 +3.071109841e+002 +3.071109841e+002 +3.430109841e+002 +3.430109841e+002 -4.0623e+000 -2.6224e+000 -3.8034e+000 -1.2379e+000 -4.5504e+000
80 +1.072995136e+002 +1.072995136e+002 +1.431995136e+002 +1.431995136e+002 -2.7205e+000 +3.0963e+000 +3.2503e+000 +3.3812e+000 -4.4478e+000
81 +8.623704775e+001 +8.623704775e+001 +1.221370478e+002 +1.221370478e+002 -8.1952e-001 +3.3498e+000 -1.1130e-001 +2.6006e+000 -5.0000e+000
96 +4.665069352e+001 +4.665069352e+001 +8.255069352e+001 +8.255069352e+001 -4.3877e-001 +2.3145e+000 +2.1031e+000 +1.9750e+000 -4.5082e+000
146 +3.013304265e+001 +3.013304265e+001 +6.603304265e+001 +6.603304265e+001 +0.0000e+000 +2.0478e+000 +1.4427e+000 +1.6665e+000 -3.1001e+000
199 +2.470517323e+001 +2.470517323e+001 +6.060517323e+001 +6.060517323e+001 +9.1531e-001 +2.7704e+000 +2.2083e+000 +2.0372e+000 -3.5204e+000
436 +1.284746915e+001 +1.284746915e+001 +4.874746915e+001 +4.874746915e+001 +1.0655e+000 +2.6545e+000 +2.2848e+000 +3.4317e+000 -2.3682e+000
624 +6.134590231e+000 +6.134590231e+000 +4.203459023e+001 +4.203459023e+001 +2.5984e+000 +1.4418e+000 +2.8468e+000 +4.4130e+000 -2.6243e+000
814 +3.761331372e+000 +3.761331372e+000 +3.966133137e+001 +3.966133137e+001 +2.0268e+000 +1.8566e+000 +2.2895e+000 +3.3420e+000 -1.9839e+000
1054 +1.362778168e+000 +1.362778168e+000 +3.726277817e+001 +3.726277817e+001 +2.2860e+000 +1.1260e+000 +2.5609e+000 +3.3390e+000 -1.7164e+000
1454 +7.311832052e-001 +7.311832052e-001 +3.663118321e+001 +3.663118321e+001 +2.4099e+000 +1.1388e+000 +2.6067e+000 +3.2997e+000 -1.6852e+000
1493 +5.434461637e-001 +5.434461637e-001 +3.644344616e+001 +3.644344616e+001 +2.5306e+000 +1.0866e+000 +2.7038e+000 +3.3310e+000 -1.7356e+000
1895 +3.794480537e-001 +3.794480537e-001 +3.627944805e+001 +3.627944805e+001 +2.6180e+000 +1.0994e+000 +2.7396e+000 +3.4255e+000 -1.6789e+000
2200 +2.477306686e-001 +2.477306686e-001 +3.614773067e+001 +3.614773067e+001 +2.5995e+000 +1.0474e+000 +2.6340e+000 +3.3683e+000 -1.5891e+000
2400 +1.522798433e-001 +1.522798433e-001 +3.605227984e+001 +3.605227984e+001 +2.6478e+000 +1.0581e+000 +2.6291e+000 +3.2820e+000 -1.5676e+000
3094 +9.062190139e-002 +9.062190139e-002 +3.599062190e+001 +3.599062190e+001 +2.6506e+000 +1.1456e+000 +2.5654e+000 +3.3820e+000 -1.4710e+000
3585 +4.540743756e-002 +4.540743756e-002 +3.594540744e+001 +3.594540744e+001 +2.7149e+000 +1.1513e+000 +2.5626e+000 +3.4270e+000 -1.4832e+000
3712 +3.820604161e-002 +3.820604161e-002 +3.593820604e+001 +3.593820604e+001 +2.7130e+000 +1.1427e+000 +2.5555e+000 +3.3738e+000 -1.4512e+000
4255 +2.022543060e-002 +2.022543060e-002 +3.592022543e+001 +3.592022543e+001 +2.7405e+000 +1.0940e+000 +2.5789e+000 +3.3991e+000 -1.4662e+000
4454 +1.532560222e-002 +1.532560222e-002 +3.591532560e+001 +3.591532560e+001 +2.7469e+000 +1.0992e+000 +2.5950e+000 +3.4235e+000 -1.4613e+000
4752 +9.511827373e-003 +9.511827373e-003 +3.590951183e+001 +3.590951183e+001 +2.7572e+000 +1.0979e+000 +2.6015e+000 +3.4218e+000 -1.4612e+000
5325 +4.658097425e-003 +4.658097425e-003 +3.590465810e+001 +3.590465810e+001 +2.7608e+000 +1.1151e+000 +2.5807e+000 +3.4168e+000 -1.4411e+000
5415 +2.693134390e-003 +2.693134390e-003 +3.590269313e+001 +3.590269313e+001 +2.7641e+000 +1.1187e+000 +2.5904e+000 +3.4175e+000 -1.4375e+000
6095 +1.857814466e-003 +1.857814466e-003 +3.590185781e+001 +3.590185781e+001 +2.7707e+000 +1.1164e+000 +2.5889e+000 +3.4182e+000 -1.4376e+000
6409 +1.408594156e-003 +1.408594156e-003 +3.590140859e+001 +3.590140859e+001 +2.7722e+000 +1.1067e+000 +2.5888e+000 +3.4205e+000 -1.4373e+000
6535 +7.155357318e-004 +7.155357318e-004 +3.590071554e+001 +3.590071554e+001 +2.7740e+000 +1.1095e+000 +2.5893e+000 +3.4237e+000 -1.4320e+000
7299 +5.767438041e-004 +5.767438041e-004 +3.590057674e+001 +3.590057674e+001 +2.7757e+000 +1.1112e+000 +2.5894e+000 +3.4267e+000 -1.4330e+000
