% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.023675629e+02 +2.023675629e+02 +9.981756289e+01 +9.981756289e+01 -8.5586e-01 +3.1955e+00 -3.7632e+00 +4.0302e+00 -1.3238e+00 -4.7010e+00 -3.7905e+00 +4.9211e+00 -2.1301e+00 -4.2685e+00
2 +9.988480350e+01 +9.988480350e+01 -2.665196505e+00 -2.665196505e+00 +6.7749e-01 +4.6690e+00 +4.5350e+00 +2.0170e+00 +1.4897e+00 +1.1532e+00 +4.6421e+00 +4.1476e+00 +6.5680e-01 -2.8575e+00
3 +3.144152305e+01 +3.144152305e+01 -7.110847695e+01 -7.110847695e+01 +3.7320e+00 +2.8237e-01 +3.2495e+00 -7.1991e-01 +4.1013e+00 +3.5912e+00 -2.2286e+00 -4.0187e+00 -6.3188e-01 -1.7182e+00
22 +2.150730365e+01 +2.150730365e+01 -8.104269635e+01 -8.104269635e+01 -2.6427e-01 +1.8000e+00 -2.7990e-01 -1.6893e+00 +2.3382e+00 -2.9001e+00 -1.0679e-01 -2.2502e+00 +1.7454e+00 +3.5049e+00
99 +1.322453669e+01 +1.322453669e+01 -8.932546331e+01 -8.932546331e+01 +2.4014e-01 -2.3757e+00 -7.1322e-01 +3.0711e+00 +1.0477e+00 -2.3239e+00 +1.5042e+00 -3.0190e-01 +2.6537e+00 +3.1603e+00
288 +9.645374652e+00 +9.645374652e+00 -9.290462535e+01 -9.290462535e+01 +1.8739e+00 -1.2392e+00 +4.3992e+00 -1.9060e+00 +1.3940e+00 +1.7399e+00 -1.6609e+00 +5.3892e-01 +2.4479e+00 -2.4390e-01
6598 +3.441533024e+00 +3.441533024e+00 -9.910846698e+01 -9.910846698e+01 -1.1031e-01 -2.8695e-01 -9.2551e-01 +8.4867e-01 +3.9947e-01 -1.0361e+00 -1.9868e-01 +7.1865e-01 -1.1654e+00 +6.2448e-01
22814 +2.105317451e+00 +2.105317451e+00 -1.004446825e+02 -1.004446825e+02 -1.1401e-01 +9.3664e-02 +1.0818e+00 +3.2236e-01 -3.1619e-01 +1.3871e-02 +2.0238e-01 -9.6699e-01 -1.5576e+00 +7.2483e-01
113510 +1.359912575e+00 +1.359912575e+00 -1.011900874e+02 -1.011900874e+02 -5.2142e-01 -8.2423e-02 +1.2015e+00 +1.2032e-01 -2.0104e-01 +6.6765e-01 +5.2208e-02 +9.3300e-01 -4.6545e-01 +1.3360e-01
251937 +9.342780096e-01 +9.342780096e-01 -1.016157220e+02 -1.016157220e+02 -5.0869e-01 -1.0491e-01 +2.2861e-01 +1.3131e-01 -1.7039e-01 +2.0323e-01 -2.0084e-02 -7.0506e-01 -3.1074e-01 -6.4810e-02
286396 +4.515605762e-01 +4.515605762e-01 -1.020984394e+02 -1.020984394e+02 -4.9301e-01 -1.1467e-01 +1.7186e-01 +4.0994e-02 -5.2749e-02 +3.6436e-01 -3.2138e-02 -4.9512e-01 -1.6475e-01 +2.7477e-01
312186 +3.260032252e-01 +3.260032252e-01 -1.022239968e+02 -1.022239968e+02 -5.2079e-01 -1.0491e-01 +6.2642e-02 +1.1790e-01 -4.1280e-02 +3.0268e-01 -1.3174e-01 -4.7600e-01 -2.0115e-01 -1.3247e-01
365197 +2.498348337e-01 +2.498348337e-01 -1.023001652e+02 -1.023001652e+02 -5.1225e-01 -1.0491e-01 +6.9890e-02 +1.1912e-01 -4.1284e-02 +3.2088e-01 -1.9923e-01 -4.2680e-01 -1.9346e-01 -6.3718e-02
425668 +1.495143908e-01 +1.495143908e-01 -1.024004856e+02 -1.024004856e+02 -4.9889e-01 -1.0491e-01 +7.2450e-02 +1.1910e-01 -4.0059e-02 +3.3065e-01 -1.9922e-01 -4.2558e-01 -1.7303e-01 -5.3953e-02
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.221184565e+01 +9.221184565e+01 +1.639018457e+02 +1.639018457e+02 -4.1795e+00 +1.7212e+00 +3.0247e+00 -3.7691e+00 +3.1342e+00 -9.3689e-01 +4.6656e+00 -4.1471e+00 +4.0928e+00 +7.8133e-01
3 +5.124024372e+01 +5.124024372e+01 +1.229302437e+02 +1.229302437e+02 -1.6860e+00 -4.3362e+00 +4.7861e+00 -2.2882e+00 +1.9354e+00 -1.8084e+00 -8.9620e-01 -1.2838e+00 -6.5523e-01 -4.9127e+00
4 +3.355926420e+01 +3.355926420e+01 +1.052492642e+02 +1.052492642e+02 -3.0547e+00 -2.4853e+00 -7.7367e-01 -1.5362e+00 -1.5564e+00 -7.9753e-01 +3.0848e+00 -2.6529e+00 -8.1255e-01 +2.2895e+00
13 +2.359986835e+01 +2.359986835e+01 +9.528986835e+01 +9.528986835e+01 -3.8318e+00 -1.9197e+00 -1.6902e+00 -3.9685e+00 -1.2380e+00 -1.0356e-01 -3.2437e+00 -2.1481e-01 +1.0691e+00 -2.7690e-01
15 +1.509866143e+01 +1.509866143e+01 +8.678866143e+01 +8.678866143e+01 +1.7170e+00 +8.6794e-01 +2.5108e+00 +4.6797e-01 -8.5036e-01 +3.9638e+00 +6.9292e-01 +6.3900e-02 -1.2898e+00 -8.3091e-01
327 +7.008193299e+00 +7.008193299e+00 +7.869819330e+01 +7.869819330e+01 -9.1737e-01 +1.4820e+00 +1.4459e+00 -7.4231e-01 +4.3070e+00 +1.9678e+00 -7.3118e-01 -1.1122e+00 +1.5640e+00 -1.8319e+00
5032 +4.845641929e+00 +4.845641929e+00 +7.653564193e+01 +7.653564193e+01 +2.9264e+00 +1.3488e+00 -7.7319e-01 -8.3976e-01 -1.5221e+00 -1.0734e+00 -3.1204e-01 +4.1104e-01 -1.9930e+00 -1.8899e+00
15000 +2.755434952e+00 +2.755434952e+00 +7.444543495e+01 +7.444543495e+01 +1.1549e+00 +5.2908e-01 +2.0844e+00 +2.5889e-01 -1.1249e+00 -2.2566e+00 -1.1234e+00 -1.6382e+00 -8.1468e-02 -2.3946e+00
40742 +2.170966722e+00 +2.170966722e+00 +7.386096672e+01 +7.386096672e+01 +1.0049e+00 -5.1562e-01 +2.1127e+00 -2.1987e-01 +1.5629e+00 +3.0337e-01 -9.8793e-01 -5.5609e-01 -4.2124e-01 +1.2396e+00
60064 +1.307974308e+00 +1.307974308e+00 +7.299797431e+01 +7.299797431e+01 -5.5216e-01 -2.7501e-01 -7.4178e-01 +5.2991e-01 -9.9613e-01 +1.1262e+00 +6.6959e-01 +4.6129e-02 -4.7693e-01 -2.9468e-01
101553 +7.814436265e-01 +7.814436265e-01 +7.247144363e+01 +7.247144363e+01 +3.3786e-01 +7.6468e-02 -6.9094e-03 +4.2513e-01 +2.2540e-01 -1.7929e-01 +2.4652e-01 +1.8079e-01 -3.6161e-01 +1.8137e-01
