% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.708549441e+03 +1.708549441e+03 +1.811159441e+03 +1.811159441e+03 +2.0362e+00 -4.7520e+00 -3.4197e-01 -4.0520e+00 +4.1609e+00 -3.6495e+00 +8.9468e-02 -9.1908e-02 +3.5291e-01 +4.5103e+00 +4.2996e+00 +3.3077e+00 +3.9269e+00 -1.4236e-01 +2.8732e+00 -1.7398e+00 +4.5741e+00 +3.7154e+00 +2.5589e+00 +4.1016e+00 +3.4970e+00 -4.4877e+00 -1.1226e+00 +4.7457e+00 -2.7268e+00 -4.1489e+00 -3.6496e+00 -9.3323e-01 -1.5435e+00 -8.3569e-02 +3.3541e+00 -1.8391e+00 +4.2587e+00 +3.3292e+00 -5.0871e-01 +1.4414e+00 +1.9169e+00 -3.8990e+00 +4.0426e-02 +3.1652e+00
2 +1.292610116e+03 +1.292610116e+03 +1.395220116e+03 +1.395220116e+03 -1.7664e+00 -2.1789e-01 -2.7581e+00 -6.9974e-01 -2.8084e+00 +4.8034e+00 +2.6020e+00 +3.6844e+00 +6.2056e-02 -2.2420e+00 +7.5983e-01 +1.8685e+00 +4.1881e-01 -6.5199e-01 +1.1428e+00 +3.6772e+00 +3.3716e+00 +1.6025e+00 +2.8454e+00 -1.8752e-01 -4.8620e+00 -4.9261e+00 -2.8816e+00 -3.8815e-01 +4.3507e+00 +3.1815e+00 -8.2070e-02 +2.0277e+00 -1.3055e-01 +7.7090e-01 -1.9406e+00 +3.3880e+00 -1.6988e-01 -1.1391e+00 +9.3416e-01 -5.5379e-01 -1.4994e+00 -4.3093e+00 +2.6979e+00 -3.1109e+00
2080 +9.684012439e+02 +9.684012439e+02 +1.071011244e+03 +1.071011244e+03 -9.4368e-01 +4.8737e-01 +1.7848e+00 +3.8152e+00 -1.3237e+00 +1.0945e+00 +2.9535e+00 -2.8199e+00 +2.9760e+00 -2.8923e+00 +1.6210e+00 +2.2994e+00 -4.0758e-01 -2.8171e+00 +3.1631e+00 +1.2097e+00 -4.6474e-01 +1.7878e+00 -7.8215e-01 -3.1094e+00 +2.0515e+00 -2.4065e+00 -1.0886e+00 -2.0387e+00 -1.4652e+00 +1.3586e+00 +4.9401e-01 +4.2328e+00 -1.8188e+00 -1.5293e+00 +1.4689e+00 +3.3785e+00 +3.9821e-03 -2.7321e+00 -3.1946e+00 -3.0058e+00 +6.2568e-01 +3.8851e+00 +1.3918e+00 +4.6211e-01
40928 +6.239668858e+02 +6.239668858e+02 +7.265768858e+02 +7.265768858e+02 -3.7603e+00 -1.8237e+00 +1.1201e+00 -1.0532e+00 +3.0846e+00 +2.9428e-01 +1.0450e+00 +3.3397e+00 -2.2429e+00 -3.1379e+00 +1.3964e+00 +2.7623e-01 -1.1897e-01 -9.1463e-01 +2.9008e+00 -1.5705e+00 +1.1404e+00 +5.6785e-01 -7.1613e-02 -3.1094e+00 +2.0515e+00 -2.4066e+00 -1.0886e+00 +1.8441e-01 +1.0871e+00 -3.1327e-01 -2.6239e+00 +5.1641e-01 -2.2777e+00 -6.6401e-01 +4.2050e-01 +2.2496e+00 +1.1009e+00 -2.2932e+00 +7.8714e-01 -1.4856e+00 +1.5515e-01 +8.4375e-02 -2.0737e+00 -1.3968e+00
102207 +3.830405519e+02 +3.830405519e+02 +4.856505519e+02 +4.856505519e+02 -1.6801e+00 -9.1910e-02 +7.4181e-01 -9.3652e-01 -3.9071e-01 -2.6340e+00 +5.9610e-01 +1.5139e+00 -2.3078e+00 -5.8656e-01 +1.0174e+00 +8.7011e-01 +1.0031e+00 -2.8127e+00 +1.7858e-01 -4.0568e-02 +2.2651e+00 +2.1871e+00 +7.1177e-01 -1.5367e+00 +1.4265e+00 -1.4690e+00 -1.0495e+00 -2.0387e+00 +1.4035e+00 +1.2719e+00 +4.5720e-01 +7.0555e-01 -1.8188e+00 -1.5293e+00 +4.2020e-01 +2.2496e+00 +1.1009e+00 -2.2151e+00 +7.8714e-01 -8.6194e-01 +2.1893e+00 -8.6987e-02 -1.6088e+00 -6.6083e-01
321556 +2.509217807e+02 +2.509217807e+02 +3.535317807e+02 +3.535317807e+02 -1.3430e+00 -1.8237e+00 +1.1301e+00 -2.1888e+00 +6.5067e-01 -1.5541e+00 +7.9402e-02 +2.4074e+00 -1.3466e+00 -1.9296e+00 +7.5983e-01 +1.8685e+00 +1.0031e+00 -3.5163e-01 +1.4338e+00 +1.0048e+00 +1.3288e+00 +8.5480e-01 +1.8111e+00 -1.1188e+00 +1.5745e+00 -2.4066e+00 -1.0495e+00 -2.0391e+00 +1.3986e+00 +9.6866e-01 -1.1431e+00 +5.9945e-01 -5.2256e-01 -9.9000e-01 +1.4689e+00 +2.2496e+00 +1.1009e+00 -2.2932e+00 +7.8729e-01 -1.4856e+00 +1.8310e+00 +8.4298e-02 -9.7594e-01 -1.3968e+00
551663 +1.584553125e+02 +1.584553125e+02 +2.610653125e+02 +2.610653125e+02 -1.3626e+00 -1.8238e+00 +1.0947e+00 -2.1888e+00 +6.3129e-01 -1.5590e+00 +9.8933e-02 +2.4074e+00 -1.3319e+00 -1.8905e+00 +7.7936e-01 +1.8734e+00 +1.0031e+00 -3.6140e-01 +1.4143e+00 +1.0049e+00 +1.3288e+00 +8.5480e-01 +1.8006e+00 -1.1188e+00 +1.5745e+00 -2.4212e+00 -1.0298e+00 -2.0387e+00 +1.4035e+00 +9.7598e-01 -1.1431e+00 +5.8968e-01 -5.1271e-01 -9.9077e-01 +1.4695e+00 +2.2594e+00 +1.0960e+00 -2.2932e+00 +7.8713e-01 -1.5100e+00 +1.8310e+00 +8.4375e-02 -9.7465e-01 -1.4010e+00
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.320576054e+03 +1.320576054e+03 +1.413876054e+03 +1.413876054e+03 -3.7673e+00 -4.0396e+00 -7.7966e-01 -2.5048e+00 -4.2829e+00 +4.5091e+00 +4.6349e+00 -1.4078e+00 -1.1196e+00 -4.7203e-01 +4.0591e+00 -1.2884e+00 -1.8160e+00 +8.9728e-01 -1.6651e+00 -1.8070e+00 +4.6830e+00 -4.3346e+00 +5.4458e-01 -3.9334e+00 -8.2494e-01 -1.7989e+00 -7.8413e-02 +9.6417e-01 +2.3012e+00 -2.8032e+00 +4.9129e+00 -2.9157e+00 -4.7340e-01 -2.0014e+00 +2.4324e-01 -2.3318e+00 -2.5294e+00 +3.9183e+00 +1.1201e+00 +3.2302e+00 -1.8739e+00 +1.9866e+00 -3.4382e+00 +4.1790e-01
8272 +9.695807589e+02 +9.695807589e+02 +1.062880759e+03 +1.062880759e+03 +1.4207e+00 +1.7532e+00 +5.8034e-01 +2.8705e+00 +7.6827e-01 -3.6953e-01 +5.2867e-01 -1.1861e+00 -4.6707e-01 +4.9737e+00 -1.3358e-01 +2.1543e+00 +2.5317e+00 +3.1113e+00 +1.4280e+00 +3.4263e+00 +1.9271e+00 +1.7774e+00 +4.0272e-01 +1.4603e+00 +3.5291e+00 +6.4936e-02 -4.5493e-01 +2.1678e+00 +1.7413e+00 +4.8870e-01 +4.7929e+00 -2.8722e+00 +1.6523e-02 +2.5242e+00 +5.4103e-01 +1.8271e+00 +2.0351e+00 -9.3595e-01 -2.2463e+00 +1.8264e+00 -2.1344e+00 +1.9891e+00 -3.2494e+00 +3.6415e-02
