% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
3559 +3.978598227e+02 +3.978598227e+02 +5.216898227e+02 +1.238300000e+02 -3.2050e-01 +1.1632e+00 +2.6085e-01 -5.0637e-01 +6.8486e-01 -6.2899e-02 +2.0898e-01 -1.4467e-01 -6.7883e-01 -9.6936e-01 -6.6062e-01 -1.1402e+00 -1.4026e+00 -4.2725e-01 +5.6357e-01 +6.7588e-01 +2.3764e-01 +3.4124e-02 -3.5827e-01 -8.0688e-01
4745 +2.374593901e+02 +2.374593901e+02 +3.612893901e+02 +1.238300000e+02 -3.2050e-01 +1.0476e+00 +4.2824e-01 -5.0637e-01 +6.8486e-01 -6.2899e-02 +2.0898e-01 -1.4467e-01 -6.7883e-01 -9.6936e-01 -6.6062e-01 -1.1402e+00 -1.1884e+00 -4.2725e-01 +5.6357e-01 +3.1632e-01 -3.7970e-01 +3.4124e-02 -3.5827e-01 -8.0688e-01
6131 +1.508069510e+02 +1.508069510e+02 +2.746369510e+02 +1.238300000e+02 -6.9279e-01 +7.5238e-01 +8.0679e-01 -5.0637e-01 +6.8486e-01 +1.1552e-01 +2.0898e-01 -1.2618e-01 -6.7883e-01 -8.4438e-01 -6.6062e-01 -9.3857e-01 -1.1884e+00 -1.4810e-01 +5.6357e-01 +2.1510e-01 -3.7970e-01 +3.4124e-02 -3.5827e-01 -8.0688e-01
25930 +9.968786558e+01 +9.968786558e+01 +2.235178656e+02 +1.238300000e+02 +1.5325e-01 -5.5725e-01 +6.2123e-01 +5.3845e-02 -3.2999e-01 +1.2282e-01 +1.0531e+00 +8.2199e-01 -4.9145e-01 -5.2647e-01 -2.1947e-01 +5.7670e-01 +6.3060e-01 +3.0688e-01 +8.1069e-01 +6.1262e-01 -6.0567e-01 +6.9671e-01 -2.4554e-01 -1.8395e-01
28257 +6.208655136e+01 +6.208655136e+01 +1.859165514e+02 +1.238300000e+02 +1.5325e-01 -5.5725e-01 +6.2123e-01 -1.2039e-01 -3.2999e-01 +1.2282e-01 +1.0531e+00 +3.8320e-01 -3.2156e-01 -5.2647e-01 -2.1429e-01 +2.4614e-01 +4.8855e-01 +3.8348e-02 +1.1710e+00 +6.1568e-01 -1.0908e+00 +6.9671e-01 -7.0418e-02 +1.3729e-01
76724 +3.358860424e+01 +3.358860424e+01 +1.574186042e+02 +1.238300000e+02 -1.2384e-01 -4.8397e-01 +6.2345e-01 +9.1229e-02 -2.6785e-01 +1.9866e-01 +1.0399e+00 +2.7162e-01 -2.2518e-01 -8.9335e-01 -3.5062e-01 +4.3725e-01 +3.0049e-01 +5.1165e-02 +1.1027e+00 +3.3315e-01 -7.6264e-01 +6.7546e-01 -8.6629e-02 +4.4605e-01
81287 +2.458305187e+01 +2.458305187e+01 +1.484130519e+02 +1.238300000e+02 -4.6389e-02 -4.8707e-01 +6.2123e-01 +3.2819e-02 -3.9514e-02 +2.3423e-01 +1.0531e+00 +2.3110e-01 -3.2156e-01 -8.6429e-01 -2.1429e-01 +3.0487e-01 +3.7606e-01 +3.8348e-02 +8.9653e-01 +3.9470e-01 -7.6907e-01 +5.5904e-01 -1.0612e-01 +4.7866e-01
1079829 +1.583453827e+01 +1.583453827e+01 +1.396645383e+02 +1.238300000e+02 -1.9249e-01 -5.0405e-01 +2.1586e-01 +7.6541e-02 +3.1583e-02 +4.8190e-01 +1.1323e+00 +3.9306e-01 -2.5301e-01 -7.1428e-01 -3.7170e-01 +4.0283e-01 +4.5799e-01 -1.2260e-01 +6.7907e-01 +4.2792e-01 -7.0552e-01 +8.3706e-01 +2.3712e-01 +9.1332e-01
% function evaluation | noise-free fitness - Fopt (4.751000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.361024279e+05 +6.361024279e+05 +6.361499379e+05 +4.751000000e+01 -3.8395e-03 +2.3204e+00 +3.9668e+00 +4.6715e+00 -1.5785e+00 -3.6375e+00 -3.6601e+00 +4.1219e+00 +1.3180e+00 -1.4903e+00 +4.4697e+00 +3.3705e+00 +3.5681e+00 +2.8425e+00 +3.8208e+00 -2.4717e+00 +2.4783e+00 -3.7813e-01 +2.3517e+00 -4.1102e+00
392 +2.519964712e+04 +2.519964712e+04 +2.524715712e+04 +4.751000000e+01 +7.0124e-01 -1.0324e+00 +4.2771e-01 +1.4082e-01 -1.2023e+00 +1.1713e+00 -2.5766e+00 -2.3162e+00 +1.7966e+00 +3.5977e+00 -9.5940e-02 +7.3323e-01 +2.3035e+00 -2.0213e+00 +5.2106e-02 -1.4717e+00 -1.7582e+00 +7.7286e-01 +1.4012e+00 -6.4005e-01
582 +2.185178136e+04 +2.185178136e+04 +2.189929136e+04 +4.751000000e+01 +2.1457e+00 -2.1398e+00 +2.0896e+00 +3.2695e-01 -3.1136e+00 +1.2386e+00 +4.4386e-01 +7.7677e-02 -2.2667e+00 -7.3022e-01 -9.5940e-02 +7.3323e-01 +2.3035e+00 -2.0213e+00 +5.2106e-02 -1.4717e+00 -1.7582e+00 +7.7286e-01 +1.4012e+00 -3.4423e-01
776 +1.299774503e+04 +1.299774503e+04 +1.304525503e+04 +4.751000000e+01 +2.1457e+00 -2.1398e+00 +2.4212e+00 +1.0684e+00 +1.4853e+00 +1.2386e+00 +4.4386e-01 +7.7677e-02 -2.2667e+00 -7.3022e-01 -9.5940e-02 +7.3323e-01 +2.3035e+00 -2.0213e+00 +5.2106e-02 -1.4717e+00 -1.7582e+00 +7.7286e-01 +6.6199e-01 -3.4423e-01
970 +5.828600285e+03 +5.828600285e+03 +5.876110285e+03 +4.751000000e+01 +7.0124e-01 -1.0324e+00 +4.2771e-01 +1.4082e-01 +1.4853e+00 +1.2386e+00 +4.4386e-01 +7.7677e-02 -2.2667e+00 -7.3022e-01 -9.5940e-02 +7.3323e-01 +2.3035e+00 -2.0213e+00 +5.2106e-02 -1.4717e+00 -1.7582e+00 +7.7286e-01 +1.4012e+00 -6.4005e-01
1733 +3.503108646e+03 +3.503108646e+03 +3.550618646e+03 +4.751000000e+01 +7.0124e-01 -1.0324e+00 +4.2771e-01 +1.4082e-01 +1.4853e+00 +1.2386e+00 +4.4386e-01 +7.7677e-02 -1.7925e+00 -7.3022e-01 +3.1797e-01 +7.3323e-01 +2.3035e+00 -2.0213e+00 +5.2106e-02 -1.1647e+00 -1.7582e+00 +7.7286e-01 +6.6199e-01 -6.4005e-01
2314 +2.189902146e+03 +2.189902146e+03 +2.237412146e+03 +4.751000000e+01 +7.0124e-01 -1.0324e+00 +4.2771e-01 +1.4082e-01 +1.4853e+00 +1.2386e+00 +4.4386e-01 -1.0621e-01 -3.8924e-01 +2.0459e-01 -9.5940e-02 +7.3323e-01 +2.3035e+00 -1.5417e+00 +5.2106e-02 -1.1647e+00 -1.7582e+00 +7.7286e-01 +6.6199e-01 -6.4005e-01
2703 +1.517370312e+03 +1.517370312e+03 +1.564880312e+03 +4.751000000e+01 +7.0124e-01 -2.9547e-01 +4.2771e-01 +1.4082e-01 +1.4853e+00 +1.2386e+00 +4.4386e-01 -1.0621e-01 -3.8924e-01 +2.0459e-01 -9.5940e-02 +7.3323e-01 +2.3035e+00 -1.5850e+00 +5.2106e-02 -1.1647e+00 -1.7582e+00 -3.1027e-01 +6.6199e-01 -6.4005e-01
3850 +9.360049260e+02 +9.360049260e+02 +9.835149260e+02 +4.751000000e+01 +7.0124e-01 -2.9547e-01 +4.2771e-01 +1.4082e-01 +1.4853e+00 +1.2386e+00 +4.4386e-01 -1.0621e-01 -3.8924e-01 +2.0459e-01 -9.5940e-02 +4.2497e-01 +1.9574e+00 -1.1215e+00 +5.2106e-02 -5.3562e-01 -1.1649e+00 -3.1027e-01 +6.6199e-01 -6.4005e-01
4812 +5.802536114e+02 +5.802536114e+02 +6.277636114e+02 +4.751000000e+01 +7.0124e-01 -2.9547e-01 +4.2771e-01 -4.4195e-01 +1.4853e+00 +1.2386e+00 +4.4386e-01 -1.0621e-01 -3.8924e-01 +2.0459e-01 -9.5940e-02 +4.2497e-01 +1.2929e+00 -1.1215e+00 +5.2106e-02 -5.3562e-01 -1.1649e+00 -3.1027e-01 +1.4445e-01 -1.8466e-01
5398 +3.894837605e+02 +3.894837605e+02 +4.369937605e+02 +4.751000000e+01 +7.0124e-01 -2.9547e-01 +4.2771e-01 -4.4195e-01 +6.8878e-01 +5.9890e-01 +4.4386e-01 -1.0621e-01 -3.8924e-01 +2.0459e-01 -9.5940e-02 +4.2497e-01 +1.2929e+00 -1.1215e+00 +5.2106e-02 -3.1191e-01 -1.1649e+00 -3.1027e-01 +1.4445e-01 -1.8466e-01
6171 +2.357991942e+02 +2.357991942e+02 +2.833091942e+02 +4.751000000e+01 +7.0124e-01 -2.9547e-01 +4.2771e-01 -4.4195e-01 +1.6317e-01 +5.9890e-01 +4.4386e-01 -1.0621e-01 +1.8153e-01 +2.0459e-01 +5.5759e-01 +4.2497e-01 +1.2929e+00 -1.1215e+00 +5.2106e-02 -3.1191e-01 -7.4444e-01 -3.1027e-01 +1.4445e-01 -1.8466e-01
7314 +1.479073533e+02 +1.479073533e+02 +1.954173533e+02 +4.751000000e+01 +7.0124e-01 +4.4039e-02 +4.2771e-01 -6.4615e-01 +1.6317e-01 +5.9890e-01 +4.4386e-01 -1.0621e-01 +1.8153e-01 +2.0459e-01 +3.8055e-01 +4.2497e-01 +9.8115e-01 -1.1215e+00 +2.7397e-01 -3.1191e-01 -7.4444e-01 -9.5259e-02 +1.4445e-01 -1.8466e-01
8669 +9.717969012e+01 +9.717969012e+01 +1.446896901e+02 +4.751000000e+01 +7.0124e-01 +4.4039e-02 +4.2771e-01 -6.4615e-01 +9.0916e-02 +3.1755e-01 +4.4386e-01 -2.8174e-01 +4.7760e-01 +2.0459e-01 +3.8055e-01 +4.2497e-01 +9.8115e-01 -8.3205e-01 +3.1119e-01 -2.1952e-01 -5.6867e-01 +1.4388e-01 +1.4445e-01 -1.8466e-01
15940 +6.284999860e+01 +6.284999860e+01 +1.103599986e+02 +4.751000000e+01 +4.5794e-01 +1.1445e-01 -1.4463e-01 -3.5688e-01 -2.3512e-01 +1.5478e-01 +8.9959e-01 -1.1409e-01 +3.9822e-01 +2.3021e-01 +7.4948e-01 -2.0233e-01 +8.7939e-01 -7.5069e-01 +4.1445e-01 +3.4619e-01 -6.8786e-01 +4.1651e-02 -1.3546e-01 -2.9291e-01
17492 +3.902621118e+01 +3.902621118e+01 +8.653621118e+01 +4.751000000e+01 +4.5794e-01 +1.1445e-01 -1.4463e-01 -4.7462e-01 -2.3512e-01 +1.5478e-01 +8.9959e-01 -1.1409e-01 +3.9822e-01 +2.3021e-01 +7.4948e-01 +4.5739e-02 +8.7939e-01 -9.4699e-01 +4.1445e-01 +3.4619e-01 -4.1513e-01 +2.9721e-01 -1.3546e-01 -2.9291e-01
51715 +2.473664680e+01 +2.473664680e+01 +7.224664680e+01 +4.751000000e+01 +5.8070e-01 +4.4039e-02 +1.7090e-01 -5.1173e-01 -1.8183e-01 +3.1755e-01 +1.0184e+00 -1.0621e-01 +4.7760e-01 +2.0459e-01 +6.5716e-01 +8.4775e-02 +7.8073e-01 -8.3205e-01 +4.8646e-01 +2.9599e-01 -3.5205e-01 +3.3628e-01 -3.1353e-02 -1.0288e-01
608245 +1.583528795e+01 +1.583528795e+01 +6.334528795e+01 +4.751000000e+01 +3.8933e-01 +1.4162e-01 -1.1373e-01 -3.2884e-01 +2.4558e-01 +3.8867e-01 +1.1655e+00 -2.4813e-01 +3.3038e-01 +4.7836e-02 +7.1968e-01 +2.6764e-01 +4.8716e-01 -7.4603e-01 +4.8791e-01 +3.7558e-01 -2.5620e-01 +3.1415e-01 -1.4342e-01 +2.2428e-01
% function evaluation | noise-free fitness - Fopt (5.534000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.678351378e+05 +3.678351378e+05 +3.678904778e+05 +5.534000000e+01 -4.0199e+00 -1.7694e+00 +8.8612e-01 +2.2290e+00 -1.6725e+00 -3.3031e+00 -4.4972e-01 +4.1518e+00 -3.3371e+00 +3.4410e-01 +1.0052e+00 +4.1879e+00 -4.0417e-02 +4.0247e+00 -3.3266e+00 +2.6578e+00 -3.5682e+00 +4.7927e+00 -1.5520e+00 -2.9002e+00
395 +3.705814654e+04 +3.705814654e+04 +3.711348654e+04 +5.534000000e+01 -3.0250e+00 -1.4830e+00 -2.5817e+00 +2.2092e+00 +1.1697e+00 +1.2776e+00 -3.3957e-01 -9.9677e-01 -2.3271e+00 +1.2415e-01 -2.3163e+00 -2.8204e+00 -1.1113e+00 -1.1162e+00 -1.1228e+00 -8.2336e-01 +4.3001e-01 -1.5194e+00 +2.1143e+00 -2.3114e+00
577 +2.335161519e+04 +2.335161519e+04 +2.340695519e+04 +5.534000000e+01 -1.6824e+00 +1.5625e+00 -2.9279e+00 -1.9728e+00 +1.0053e+00 -7.1680e-01 -3.3957e-01 -9.9677e-01 -2.3271e+00 +1.2415e-01 +1.2022e+00 +4.2624e-01 -1.6972e+00 +1.6272e+00 -7.2791e-01 -2.6043e+00 +6.2307e-01 -1.8565e+00 -1.0535e+00 +3.3680e-01
763 +1.112859445e+04 +1.112859445e+04 +1.118393445e+04 +5.534000000e+01 -4.0144e-01 +8.8663e-02 +1.5013e+00 -1.7084e+00 +1.0053e+00 -7.1680e-01 -3.3957e-01 -9.9677e-01 +7.3939e-01 +1.1160e+00 +1.2022e+00 +4.2624e-01 -1.6135e+00 +1.6272e+00 -7.2791e-01 -2.6192e+00 +7.2354e-02 +3.0857e+00 -1.5451e+00 -1.2322e+00
955 +9.970771047e+03 +9.970771047e+03 +1.002611105e+04 +5.534000000e+01 -2.6595e-01 +4.5992e-01 -3.5652e-01 +7.5915e-01 +1.0053e+00 -7.1680e-01 -3.3957e-01 -9.9677e-01 -2.3271e+00 +1.2415e-01 +1.2022e+00 +4.2624e-01 -1.6972e+00 +1.6272e+00 -7.2791e-01 -2.4923e-01 -9.2748e-02 +2.3725e+00 +2.2660e-01 -2.1105e+00
1318 +5.188347485e+03 +5.188347485e+03 +5.243687485e+03 +5.534000000e+01 +2.5450e-01 +1.4483e+00 +4.0482e-01 +1.0350e+00 +8.1849e-01 -2.3893e+00 -3.3957e-01 -9.9677e-01 +7.3939e-01 +1.1160e+00 +8.4484e-01 +4.2624e-01 -1.6135e+00 +1.6272e+00 -7.2791e-01 -2.6043e+00 -9.2748e-02 +2.3725e+00 +2.2660e-01 -1.2322e+00
1508 +2.864006267e+03 +2.864006267e+03 +2.919346267e+03 +5.534000000e+01 -4.0144e-01 +8.8663e-02 +1.5013e+00 +7.5915e-01 -5.6318e-01 -7.1680e-01 -3.3957e-01 -9.9677e-01 +7.3939e-01 +1.1160e+00 +1.2022e+00 +4.2624e-01 -1.6135e+00 -1.1162e+00 -1.1228e+00 -2.4923e-01 +7.2354e-02 +2.3725e+00 -1.5451e+00 -1.2322e+00
1696 +2.334870110e+03 +2.334870110e+03 +2.390210110e+03 +5.534000000e+01 -4.0144e-01 +8.8663e-02 +1.5278e+00 +7.5915e-01 -5.6318e-01 -7.1680e-01 -3.3957e-01 -9.9677e-01 +7.3939e-01 +1.1160e+00 +1.2022e+00 +4.2624e-01 -1.6135e+00 -1.1162e+00 -1.1228e+00 -2.4923e-01 -9.2748e-02 +2.3725e+00 +2.2660e-01 -9.0972e-01
2443 +1.548243456e+03 +1.548243456e+03 +1.603583456e+03 +5.534000000e+01 +2.5450e-01 +8.8663e-02 +4.0482e-01 +7.5915e-01 -5.6318e-01 -7.1680e-01 -3.3957e-01 -9.9677e-01 +7.3939e-01 +1.1160e+00 +1.2022e+00 +4.2624e-01 -1.2279e+00 -1.1162e+00 -7.7836e-01 -2.4923e-01 -1.6085e+00 +2.3725e+00 +6.9512e-01 -1.2322e+00
3374 +9.408160976e+02 +9.408160976e+02 +9.961560976e+02 +5.534000000e+01 +2.5450e-01 +8.8663e-02 +2.7916e-01 -6.7305e-02 -5.6318e-01 -7.1680e-01 -3.3957e-01 -9.9677e-01 +7.3939e-01 +1.0175e+00 +8.4484e-01 +4.2624e-01 -1.1278e+00 -1.1162e+00 -7.7836e-01 -2.4923e-01 -1.6085e+00 +1.9042e+00 +6.9512e-01 -1.2322e+00
3746 +6.253695821e+02 +6.253695821e+02 +6.807095821e+02 +5.534000000e+01 +2.5450e-01 +6.6332e-01 +2.7916e-01 -6.7305e-02 -5.6318e-01 -7.1680e-01 -3.3957e-01 -9.9677e-01 +7.3939e-01 +1.0175e+00 +8.4484e-01 +4.2624e-01 -1.1278e+00 -1.1162e+00 -7.7836e-01 -2.4923e-01 -1.0110e+00 +2.3725e+00 +1.2184e+00 -1.2322e+00
4305 +3.918051294e+02 +3.918051294e+02 +4.471451294e+02 +5.534000000e+01 +2.5450e-01 +8.8663e-02 +2.7916e-01 -6.7305e-02 +1.5669e-01 -7.1680e-01 -3.3957e-01 -9.9677e-01 +7.3939e-01 +1.1160e+00 +4.9661e-01 +4.2624e-01 -8.1341e-01 -1.1162e+00 -7.7836e-01 -2.4923e-01 -1.0110e+00 +1.9042e+00 +1.2184e+00 -1.2322e+00
6338 +2.477010339e+02 +2.477010339e+02 +3.030410339e+02 +5.534000000e+01 +6.5286e-01 +2.9146e-01 +2.7916e-01 +1.0125e-01 +1.5669e-01 -7.1680e-01 -3.3957e-01 -9.9677e-01 +5.5340e-01 +1.1160e+00 +4.9661e-01 +4.2624e-01 -5.9526e-01 -1.1162e+00 -4.3066e-01 -2.4923e-01 -1.0110e+00 +1.9042e+00 +1.2184e+00 -9.2332e-01
13618 +1.579290661e+02 +1.579290661e+02 +2.132690661e+02 +5.534000000e+01 +8.7020e-02 +5.0075e-02 -2.1113e-01 +2.4079e-02 -8.8213e-01 +8.5141e-01 +4.9914e-02 +5.5716e-01 -1.1429e-01 +5.7408e-01 +3.8299e-01 +4.1558e-01 -4.0755e-01 -7.8892e-01 +2.8543e-02 +1.2769e-01 +5.1123e-01 -5.9072e-01 +5.4775e-01 -4.8977e-01
14206 +9.736289407e+01 +9.736289407e+01 +1.527028941e+02 +5.534000000e+01 -4.4891e-01 +5.0075e-02 -2.1113e-01 +2.4079e-02 -8.8213e-01 +5.5431e-01 +4.9914e-02 +5.5716e-01 -1.1429e-01 +5.7408e-01 +3.8299e-01 +2.6139e-01 -6.7630e-02 -7.8892e-01 +2.8543e-02 -1.8385e-01 +5.7077e-01 -5.9072e-01 +1.7144e-01 -4.8977e-01
15765 +6.145548543e+01 +6.145548543e+01 +1.167954854e+02 +5.534000000e+01 -4.4891e-01 +5.0075e-02 -1.7066e-02 +2.6688e-01 -8.8213e-01 +5.5431e-01 -1.9658e-01 +5.5716e-01 -1.1429e-01 +7.3265e-01 +3.8299e-01 +2.6139e-01 +4.6006e-02 -7.3193e-01 +2.8543e-02 -1.8385e-01 +5.7077e-01 -5.9072e-01 +1.7144e-01 -6.8616e-02
17532 +3.666800290e+01 +3.666800290e+01 +9.200800290e+01 +5.534000000e+01 -6.7012e-01 +1.6996e-01 -1.7066e-02 +2.6688e-01 -8.8213e-01 +5.5431e-01 -1.9658e-01 +5.5716e-01 -3.2294e-01 +7.3265e-01 +3.8299e-01 +2.8777e-01 +1.8601e-01 -5.1881e-01 +1.6709e-01 -1.8385e-01 +5.7077e-01 -4.2399e-01 +1.7144e-01 -6.8616e-02
19490 +2.487814199e+01 +2.487814199e+01 +8.021814199e+01 +5.534000000e+01 -6.7012e-01 +3.3672e-01 -1.7066e-02 +2.6688e-01 -1.1894e+00 +5.5431e-01 -1.9658e-01 +5.5716e-01 -3.2294e-01 +7.3265e-01 +3.8299e-01 +2.2196e-01 +1.8601e-01 -4.4846e-01 +1.6709e-01 -1.2721e-01 +5.7077e-01 -4.2399e-01 +3.2781e-01 -6.8616e-02
436327 +1.584667689e+01 +1.584667689e+01 +7.118667689e+01 +5.534000000e+01 -1.3899e-01 +5.6467e-01 -1.2160e-01 +4.7604e-01 -1.2792e+00 +5.2688e-01 -2.9501e-01 +6.0172e-01 +2.1539e-02 +5.9563e-01 +4.2006e-01 -1.2387e-01 +7.9634e-02 -2.5016e-01 +1.2395e-01 -4.6846e-02 +4.8802e-01 -3.3532e-01 +3.1385e-01 -4.0750e-02
% function evaluation | noise-free fitness - Fopt (-9.033000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.553001399e+05 +3.553001399e+05 +3.552098099e+05 -9.033000000e+01 +1.8946e+00 -3.5329e+00 +2.3842e+00 +1.7536e+00 +2.6442e+00 -2.6292e+00 +4.3812e+00 -9.5399e-01 +2.1290e+00 +3.1185e+00 +2.7896e+00 -4.3574e+00 +1.8621e+00 +1.2214e+00 -3.8531e+00 +1.4528e-01 +2.5862e+00 -2.8474e+00 -2.8208e+00 +1.7338e+00
369 +3.945899094e+04 +3.945899094e+04 +3.936866094e+04 -9.033000000e+01 -6.2488e-01 +8.2204e-01 -6.9072e-01 -2.3595e+00 +6.5112e-02 -2.2969e-02 -1.1128e-01 -1.4113e+00 +3.7001e-01 -4.4529e+00 -3.2953e+00 -2.1643e+00 +2.5746e-01 +5.2534e-01 -5.5067e-01 +4.4205e+00 -3.9971e-01 +1.8906e+00 +1.7929e+00 -2.8539e+00
546 +2.378953740e+04 +2.378953740e+04 +2.369920740e+04 -9.033000000e+01 -1.7547e+00 +2.7725e+00 -1.6613e+00 -1.5257e+00 +2.1201e+00 +2.3055e+00 -7.7117e-01 +1.2453e+00 -8.7645e-01 +1.9897e+00 +9.8409e-01 +8.3451e-02 -3.0029e-01 -9.4363e-01 +1.3649e-01 +1.9000e+00 +3.1431e+00 +8.3178e-01 -1.5238e-01 +9.9328e-01
725 +1.489736708e+04 +1.489736708e+04 +1.480703708e+04 -9.033000000e+01 -6.2488e-01 +8.2204e-01 -6.9072e-01 -2.3595e+00 +6.5112e-02 -2.2969e-02 -1.1128e-01 -1.4113e+00 +7.3400e-01 -5.8632e-02 -3.2166e-01 +1.2797e+00 +2.5746e-01 +5.2534e-01 -5.5067e-01 +4.4205e+00 -3.9971e-01 +1.8906e+00 +1.7929e+00 -2.8539e+00
900 +7.198323902e+03 +7.198323902e+03 +7.107993902e+03 -9.033000000e+01 -6.2488e-01 +8.2204e-01 -6.9072e-01 -2.3595e+00 +6.5112e-02 -2.2969e-02 -1.1128e-01 -1.4113e+00 +7.3400e-01 -5.8632e-02 -3.2166e-01 +1.2797e+00 +2.5746e-01 +5.2534e-01 -5.5067e-01 +4.4205e+00 -3.9971e-01 +8.3178e-01 -1.5238e-01 +9.9328e-01
