% f evaluations | g evaluations | best noise-free fitness - Fopt (9.294000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.171610417e+03 +6.264550417e+03 +6.264550417e+03
2 0 +2.367879891e+03 +2.460819891e+03 +2.460819891e+03
52 0 +2.285009101e+03 +2.377949101e+03 +2.377949101e+03
109 0 +2.195846023e+03 +2.288786023e+03 +2.288786023e+03
119 0 +1.775766485e+03 +1.868706485e+03 +1.868706485e+03
438 0 +1.656936073e+03 +1.749876073e+03 +1.749876073e+03
501 0 +1.544827136e+03 +1.637767136e+03 +1.637767136e+03
502 0 +1.325123927e+03 +1.418063927e+03 +1.418063927e+03
505 0 +1.122771347e+03 +1.215711347e+03 +1.215711347e+03
521 0 +1.117652442e+03 +1.210592442e+03 +1.210592442e+03
522 0 +9.872948368e+02 +1.080234837e+03 +1.080234837e+03
536 0 +8.464165166e+02 +9.393565166e+02 +9.393565166e+02
590 0 +7.359396625e+02 +8.288796625e+02 +8.288796625e+02
604 0 +6.652060973e+02 +7.581460973e+02 +7.581460973e+02
630 0 +5.846596632e+02 +6.775996632e+02 +6.775996632e+02
674 0 +5.522756681e+02 +6.452156681e+02 +6.452156681e+02
680 0 +4.803281650e+02 +5.732681650e+02 +5.732681650e+02
695 0 +4.593166232e+02 +5.522566232e+02 +5.522566232e+02
696 0 +4.021130363e+02 +4.950530363e+02 +4.950530363e+02
703 0 +3.810074832e+02 +4.739474832e+02 +4.739474832e+02
708 0 +3.695291464e+02 +4.624691464e+02 +4.624691464e+02
720 0 +3.588778982e+02 +4.518178982e+02 +4.518178982e+02
721 0 +3.296427040e+02 +4.225827040e+02 +4.225827040e+02
745 0 +3.221232930e+02 +4.150632930e+02 +4.150632930e+02
1493 0 +3.088428919e+02 +4.017828919e+02 +4.017828919e+02
1503 0 +2.975404678e+02 +3.904804678e+02 +3.904804678e+02
1515 0 +2.929136446e+02 +3.858536446e+02 +3.858536446e+02
1527 0 +2.811566374e+02 +3.740966374e+02 +3.740966374e+02
1562 0 +2.616954878e+02 +3.546354878e+02 +3.546354878e+02
1601 0 +2.513363916e+02 +3.442763916e+02 +3.442763916e+02
1603 0 +2.492962665e+02 +3.422362665e+02 +3.422362665e+02
4157 0 +2.450502526e+02 +3.379902526e+02 +3.379902526e+02
4220 0 +2.266331801e+02 +3.195731801e+02 +3.195731801e+02
4445 0 +2.232497441e+02 +3.161897441e+02 +3.161897441e+02
5316 0 +2.186471239e+02 +3.115871239e+02 +3.115871239e+02
5375 0 +2.131554024e+02 +3.060954024e+02 +3.060954024e+02
5425 0 +2.088225370e+02 +3.017625370e+02 +3.017625370e+02
5636 0 +2.032589468e+02 +2.961989468e+02 +2.961989468e+02
5949 0 +1.985958229e+02 +2.915358229e+02 +2.915358229e+02
6625 0 +1.926284870e+02 +2.855684870e+02 +2.855684870e+02
6647 0 +1.900894703e+02 +2.830294703e+02 +2.830294703e+02
7061 0 +1.839377822e+02 +2.768777822e+02 +2.768777822e+02
7142 0 +1.816895422e+02 +2.746295422e+02 +2.746295422e+02
7180 0 +1.777069087e+02 +2.706469087e+02 +2.706469087e+02
7866 0 +1.711019060e+02 +2.640419060e+02 +2.640419060e+02
8082 0 +1.681713213e+02 +2.611113213e+02 +2.611113213e+02
9306 0 +1.655749070e+02 +2.585149070e+02 +2.585149070e+02
10185 0 +1.614949719e+02 +2.544349719e+02 +2.544349719e+02
10767 0 +1.580316232e+02 +2.509716232e+02 +2.509716232e+02
