% f evaluations | g evaluations | best noise-free fitness - Fopt (9.294000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.683764441e+03 +3.776704441e+03 +3.776704441e+03 +3.6086e-01 +3.9202e+00 -3.3784e+00 -3.8187e+00 -1.3547e+00 +1.6377e+00 +3.2921e+00 +1.6558e+00 +2.5209e+00 -1.9940e+00 +2.5967e-02 -9.0387e-02 +2.1018e+00 -1.3167e+00 -4.8426e+00 +7.7367e-02 -3.9169e+00 +4.4967e+00 -1.1301e+00 -2.7023e+00
2 0 +3.074727238e+03 +3.167667238e+03 +3.167667238e+03 -1.0508e+00 +3.3501e+00 +4.7299e+00 -1.5634e+00 +8.4107e-01 +4.2307e+00 +3.5652e-01 +1.7846e+00 -3.5940e+00 +1.0420e+00 -8.0945e-01 +2.3483e+00 +1.2426e+00 -3.7691e+00 -2.8224e+00 +4.6286e+00 +2.9367e+00 +1.6819e+00 -3.2103e+00 +4.3795e+00
7 0 +1.931975204e+03 +2.024915204e+03 +2.024915204e+03 +9.1732e-01 +3.8485e+00 +4.6566e+00 +3.6860e+00 +4.9768e+00 +2.4924e+00 +1.1521e+00 +1.4407e+00 -1.1768e+00 -2.6548e-01 +5.6307e-01 -1.3499e+00 +8.0910e-01 +5.4529e-01 +3.7695e+00 +7.7146e-01 -7.1123e-01 -3.1520e+00 +4.7207e+00 +1.9467e+00
13 0 +1.051955481e+03 +1.144895481e+03 +1.144895481e+03 +3.0495e+00 -1.9753e+00 +1.5818e+00 +4.4605e+00 -3.8555e-01 +9.9373e-01 +2.2203e+00 -1.6799e+00 +2.0101e+00 -1.7229e-02 +8.7634e-01 -1.0806e+00 -8.6709e-01 -5.0736e-01 +1.4889e-01 +6.5120e-01 +2.7394e+00 +2.4946e+00 +3.8645e+00 +4.4496e-01
17 0 +9.455574103e+02 +1.038497410e+03 +1.038497410e+03 +8.4894e-01 +3.9119e+00 +2.9691e+00 -3.1012e+00 +1.4944e+00 +4.0306e+00 -1.3460e+00 -2.3473e+00 +4.2089e+00 +2.9560e+00 -4.4480e+00 +3.5758e-02 +1.7631e+00 +1.1532e-01 +1.0687e+00 -3.1620e-02 +1.7175e+00 -3.8806e+00 +4.8428e+00 +1.1815e+00
43 0 +8.953871906e+02 +9.883271906e+02 +9.883271906e+02 +1.1414e+00 +4.0696e+00 -4.8297e+00 +3.7915e+00 +9.7216e-01 +4.1516e+00 +2.3182e+00 -4.2419e-01 +1.8408e+00 -1.7678e+00 -3.4805e+00 -2.7911e+00 +3.2600e+00 -4.0034e+00 +2.9587e+00 -4.7303e-01 +9.9781e-01 +8.7797e-01 +1.2608e+00 -4.6836e-01
231 0 +7.097862240e+02 +8.027262240e+02 +8.027262240e+02 -4.9090e-01 +4.0420e-01 +3.1500e+00 -1.7503e+00 -1.8669e+00 +1.9841e+00 -3.0358e+00 +4.7482e+00 +4.9694e-01 +2.3606e+00 -1.7056e+00 -3.0225e+00 +6.9085e-02 -1.7438e+00 -3.7628e+00 +3.0926e+00 +4.0408e+00 -2.0777e+00 -3.4513e+00 -4.8559e+00
438 0 +7.007798252e+02 +7.937198252e+02 +7.937198252e+02 -2.8316e+00 +2.1506e+00 +3.6458e+00 +1.1857e-01 -7.6626e-01 +3.4873e+00 +3.6868e+00 -1.5876e+00 +4.7374e+00 -1.3600e-01 -1.6605e+00 -1.7924e+00 -1.6158e+00 +1.3199e+00 -1.6992e+00 +3.6555e+00 +6.6984e-01 -4.0328e+00 -4.5241e+00 -6.8028e-01
504 0 +6.666422930e+02 +7.595822930e+02 +7.595822930e+02 -1.4231e+00 +3.2955e+00 -3.3464e+00 +2.1300e-01 -2.8469e+00 +3.2447e+00 +5.8684e-01 -2.5885e+00 +2.2904e+00 +5.4698e-02 +4.1838e-02 -2.2441e+00 -2.7505e+00 -9.3132e-01 +2.2223e+00 +4.1686e+00 +3.2344e+00 -1.0269e+00 +1.0977e-01 -1.4131e+00
506 0 +3.459791181e+02 +4.389191181e+02 +4.389191181e+02 +1.8829e+00 +7.6336e-01 -2.1697e+00 +1.8753e+00 +1.3365e+00 +3.3796e+00 +1.9231e-01 +3.2259e+00 +2.0953e+00 +7.4786e-02 -5.0346e-02 -2.6195e+00 -2.4082e+00 -5.3761e-01 +2.6305e+00 +1.0105e+00 +2.4348e+00 -3.5865e+00 +2.3769e+00 -2.4771e+00
550 0 +2.956569546e+02 +3.885969546e+02 +3.885969546e+02 -1.1150e+00 -5.7620e-01 -3.9267e-01 +4.1552e+00 +1.5498e-01 +2.0715e+00 +2.0783e+00 -9.8796e-01 +3.3279e+00 -3.3921e-01 +1.4529e+00 -2.6347e+00 -9.3996e-01 -6.7330e-01 -3.1359e-01 +1.2836e+00 +2.6232e+00 -2.7801e-01 +3.1298e+00 -1.2232e+00
554 0 +2.692519747e+02 +3.621919747e+02 +3.621919747e+02 -5.7513e-01 +4.1488e-01 -2.1864e+00 +2.8452e+00 +5.0060e-01 +3.6189e+00 +1.3912e+00 +2.0176e+00 +1.9071e+00 +5.6089e-01 +1.1019e+00 -3.4280e+00 -6.2886e-01 -7.7770e-01 +2.9890e+00 +1.7427e-01 +2.4286e+00 -3.4094e+00 +2.9119e+00 -2.7267e+00
616 0 +2.432426050e+02 +3.361826050e+02 +3.361826050e+02 -9.9529e-01 -4.0420e-02 -1.5468e+00 +2.7939e-01 +1.1139e+00 +2.7525e+00 +2.4117e-01 +1.1798e-01 +2.3893e+00 +1.4642e+00 +9.3318e-02 -2.9986e+00 -1.9908e+00 -1.0908e+00 +2.5281e+00 +2.0545e+00 +2.2509e+00 -1.4077e+00 +2.0703e+00 -1.8541e+00
636 0 +2.288538205e+02 +3.217938205e+02 +3.217938205e+02 -5.7513e-01 +4.1488e-01 -2.1864e+00 +2.8452e+00 +5.0060e-01 +3.6189e+00 +1.3912e+00 +2.0176e+00 +1.9071e+00 +5.6089e-01 +1.1019e+00 -3.4280e+00 -6.2886e-01 -7.7770e-01 +2.9890e+00 +1.7427e-01 +2.4286e+00 -3.4094e+00 -3.2185e+00 -2.7267e+00
664 0 +2.020189036e+02 +2.949589036e+02 +2.949589036e+02 +3.9503e-02 +3.5143e-01 -1.0166e+00 +1.5128e+00 +8.3430e-01 +3.3278e+00 +1.5561e+00 +6.5138e-01 +1.9114e+00 +5.6112e-01 +8.6515e-01 -3.3854e+00 -7.0581e-01 -5.9233e-01 +1.0794e+00 +1.8432e+00 +2.3962e+00 -1.1433e+00 -1.8598e+00 -1.0817e+00
676 0 +1.979957634e+02 +2.909357634e+02 +2.909357634e+02 +1.5976e-02 +3.5486e-01 -1.6165e+00 +1.5220e+00 +5.1130e-01 +3.6173e+00 +1.5461e+00 +7.0031e-01 +1.9105e+00 +5.6104e-01 +9.8929e-01 -3.4150e+00 -6.7471e-01 -6.4280e-01 +2.2564e+00 +1.6335e+00 +2.4062e+00 -1.9217e+00 -2.1587e+00 -1.1460e+00
680 0 +1.949766111e+02 +2.879166111e+02 +2.879166111e+02 -5.1836e-01 +3.5849e-01 -1.6319e+00 +2.3862e+00 +5.8444e-01 +3.5249e+00 +1.4877e+00 +9.5801e-01 +2.2621e+00 +6.2826e-01 +3.4898e-01 -2.9215e+00 -7.8944e-01 -5.8789e-01 +1.0300e+00 +1.2761e+00 +2.3992e+00 -1.2832e+00 -5.8324e-01 -1.4217e+00
683 0 +1.696235538e+02 +2.625635538e+02 +2.625635538e+02 -4.6790e-01 +3.5642e-01 -1.5694e+00 +2.2198e+00 +5.3865e-01 +3.5201e+00 +1.4884e+00 +1.5300e+00 +2.2411e+00 +6.1386e-01 +7.5917e-01 -3.3846e+00 -6.8058e-01 -6.1226e-01 +2.4748e+00 +8.9971e-01 +2.4059e+00 -2.1677e+00 -1.9441e+00 -1.3859e+00
684 0 +1.625249765e+02 +2.554649765e+02 +2.554649765e+02 -4.4061e-01 +3.5575e-01 -1.5739e+00 +2.3149e+00 +5.5159e-01 +3.4951e+00 +1.4952e+00 +1.2903e+00 +2.0920e+00 +6.0303e-01 +9.3033e-01 -3.3311e+00 -7.8499e-01 -6.3743e-01 +2.5111e+00 +1.0247e+00 +2.4005e+00 -2.0199e+00 -9.9771e-01 -1.3403e+00
779 0 +1.547841548e+02 +2.477241548e+02 +2.477241548e+02 -4.4512e-01 +3.5598e-01 -1.5716e+00 +2.2962e+00 +5.4713e-01 +3.4968e+00 +1.4949e+00 -3.1148e+00 +2.2072e+00 +6.0353e-01 +9.2840e-01 -3.3337e+00 -6.9464e-01 -6.3188e-01 +2.5077e+00 +1.0048e+00 +2.4008e+00 -2.0256e+00 -1.3038e+00 -1.3653e+00
780 0 +1.268885942e+02 +2.198285942e+02 +2.198285942e+02 -4.4514e-01 +3.5598e-01 -1.5716e+00 +2.2963e+00 +5.4714e-01 +3.4968e+00 +1.4949e+00 -1.3278e+00 +2.2073e+00 +6.0354e-01 +9.2841e-01 -3.3337e+00 -6.9470e-01 -6.3189e-01 +2.5077e+00 +1.0048e+00 +2.4008e+00 -2.0256e+00 -1.3040e+00 -1.3653e+00
782 0 +1.256379310e+02 +2.185779310e+02 +2.185779310e+02 -4.4515e-01 +3.5598e-01 -1.5716e+00 +2.2963e+00 +5.4713e-01 +3.4968e+00 +1.4949e+00 -1.2003e+00 +2.2082e+00 +6.0354e-01 +9.2840e-01 -3.3337e+00 -6.9487e-01 -6.3190e-01 +2.5077e+00 +1.0048e+00 +2.4008e+00 -2.0256e+00 -1.3040e+00 -1.3653e+00
903 0 +7.820437781e+01 +1.711443778e+02 +1.711443778e+02 -3.7306e-01 +7.2823e-01 -1.7752e+00 +2.1975e+00 +6.8834e-01 +3.4900e+00 +2.5588e+00 -1.2305e+00 +3.2147e+00 +1.3318e+00 +9.6373e-01 -4.4733e+00 -2.8700e-01 -7.9792e-01 +3.3903e+00 +8.3617e-01 +2.3077e+00 -2.6259e+00 -1.4877e+00 -1.2686e-01
1080 0 +7.748839911e+01 +1.704283991e+02 +1.704283991e+02 -4.2102e-01 +7.2345e-01 -1.7143e+00 +2.2524e+00 +6.0534e-01 +3.4922e+00 +2.5530e+00 -1.2295e+00 +3.1665e+00 +1.0415e+00 +9.5458e-01 -4.2960e+00 -5.8530e-01 -7.9576e-01 +2.8164e+00 +9.3398e-01 +2.3417e+00 -2.5488e+00 -1.3489e+00 -3.7668e-01
1125 0 +7.409341650e+01 +1.670334165e+02 +1.670334165e+02 -3.9286e-01 +5.5040e-01 -1.6847e+00 +2.2414e+00 +6.6542e-01 +3.4911e+00 +2.3767e+00 -1.2284e+00 +3.1386e+00 +1.2410e+00 +9.4745e-01 -4.2871e+00 -4.3026e-01 -7.3618e-01 +3.1651e+00 +9.3728e-01 +2.3290e+00 -2.3339e+00 +8.5161e-01 +7.6202e-01
1354 0 +7.206797512e+01 +1.650079751e+02 +1.650079751e+02 -3.9075e-01 +4.5587e-01 -1.6848e+00 +2.2415e+00 +6.6372e-01 +3.4911e+00 +2.3673e+00 -1.2293e+00 +3.1272e+00 +1.2283e+00 +9.4735e-01 -4.2951e+00 -4.3744e-01 -7.3588e-01 +3.2991e+00 +9.1478e-01 +2.3204e+00 -2.3550e+00 +2.3705e-01 +4.4643e-01
1655 0 +7.039626882e+01 +1.633362688e+02 +1.633362688e+02 -3.9406e-01 +5.3926e-01 -1.2536e+00 +2.2463e+00 +6.5935e-01 +3.4913e+00 +2.3123e+00 -1.1714e+00 +3.0917e+00 +1.1886e+00 +9.4589e-01 -4.2560e+00 -4.5253e-01 -7.3166e-01 +3.1380e+00 +9.2261e-01 +2.3252e+00 -2.3327e+00 +1.8667e-01 +3.7051e-01
1659 0 +6.313598694e+01 +1.560759869e+02 +1.560759869e+02 -4.2938e-01 +5.9153e-01 -1.7082e+00 +2.3446e+00 +8.0384e-01 +3.4890e+00 +2.5017e+00 -1.8564e+00 +3.7122e+00 +1.5973e+00 +9.5625e-01 -5.0215e+00 -3.8036e-01 -8.1367e-01 +3.1855e+00 +8.6664e-01 +2.3020e+00 -2.6001e+00 +1.1859e+00 +1.4183e+00
1799 0 +6.154765160e+01 +1.544876516e+02 +1.544876516e+02 -3.9033e-01 +4.8767e-01 -1.3078e+00 +2.2444e+00 +7.0006e-01 +3.4915e+00 +2.3252e+00 -1.3353e+00 +3.3528e+00 +1.3518e+00 +9.4961e-01 -4.3348e+00 -4.3294e-01 -7.7142e-01 +3.1862e+00 +8.8802e-01 +2.3097e+00 -2.4269e+00 +1.9725e-01 +4.3593e-01
1808 0 +5.699095068e+01 +1.499309507e+02 +1.499309507e+02 +1.8626e-01 +5.4105e-01 -1.6570e+00 +2.2455e+00 +6.1643e-01 +3.4911e+00 +2.3394e+00 -1.2293e+00 +3.1271e+00 +1.2051e+00 +9.4881e-01 -4.2457e+00 -4.4504e-01 -7.3078e-01 +3.1529e+00 +9.1839e-01 +3.8446e+00 -2.3691e+00 -9.2019e-02 +2.1043e-01
1923 0 +4.957784601e+01 +1.425178460e+02 +1.425178460e+02 -4.2852e-01 +5.5416e-01 -1.5374e+00 +2.3431e+00 +7.3116e-01 +3.4940e+00 +2.3750e+00 -1.3552e+00 +3.6773e+00 +1.4242e+00 +9.5439e-01 -4.8691e+00 -4.1002e-01 -7.4287e-01 +3.1841e+00 +8.7049e-01 +3.0538e+00 -2.5527e+00 +1.1144e+00 +1.2446e+00
2012 0 +4.495724914e+01 +1.378972491e+02 +1.378972491e+02 -3.9942e-01 +5.0543e-01 -1.6007e+00 +2.2925e+00 +7.4302e-01 +3.4856e+00 +2.4053e+00 -1.3233e+00 +3.5691e+00 +1.2699e+00 +9.5554e-01 -4.6601e+00 -4.2965e-01 -7.8192e-01 +3.1884e+00 +1.4361e+00 +2.3087e+00 -2.4269e+00 +4.9660e-01 +4.7517e-01
2111 0 +3.978653911e+01 +1.327265391e+02 +1.327265391e+02 -3.7370e-01 +5.0788e-01 -1.3754e+00 +2.3130e+00 +7.4840e-01 +3.4890e+00 +2.3969e+00 -1.3228e+00 +3.6350e+00 +1.3016e+00 +9.5979e-01 -4.5421e+00 -4.2597e-01 -7.6309e-01 +3.1751e+00 +1.2316e+00 +3.2352e+00 -2.4218e+00 +4.1647e-01 +6.9160e-01
